Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Anil Kumar Upadhyay,Male,1962-12-04T00:00:00Z,Bihar,Not Available,2017-05-22T00:00:00Z,2024-12-03T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Patna University,Not Available,Not Available,Bihar,No,Yes,Yes
Anjana Mishra,Female,1958-03-01T00:00:00Z,Not Available,Not Available,2014-05-15T00:00:00Z,2016-04-15T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"St. Joseph's Convent, Patna",Patna University,Arts,Patna University,Not Available,1986,Bihar,No,Yes,No
Anjana Prakash,Female,1954-07-17T00:00:00Z,Bihar,Not Available,2009-06-13T00:00:00Z,2016-07-17T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,1982,Bihar,No,No,No
Anjani Kumar Sharan,Male,1963-04-10T00:00:00Z,Not Available,Not Available,2019-04-17T00:00:00Z,2025-04-09T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1991,Bihar,No,Not Available,Not Available
Anwar Ahmad,Male,Not Available,Not Available,Not Available,2006-05-10T00:00:00Z,Not Available,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Arun Kumar,Male,1956-08-22T00:00:00Z,Bihar,Patna,2016-12-09T00:00:00Z,2018-08-21T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Patna University,Not Available,Patna Law College,1987,Not Available,Bihar,No,Yes,No
Arvind Srivastava,Male,1962-04-04T00:00:00Z,Uttar Pradesh,Varanas,2019-12-09T00:00:00Z,2024-04-03T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1985,Uttar Pradesh,No,No,No
Ashok Kumar Prasad,Male,1939-04-10T00:00:00Z,Not Available,Not Available,1997-10-16T00:00:00Z,2001-04-10T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Available,Yes,No
Ashok Kumar Verma,Male,Not Available,Not Available,Not Available,1999-12-16T00:00:00Z,2004-01-28T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ashoke Kumar Prasad,Male,1939-04-10T00:00:00Z,Not Available,Not Available,1997-10-16T00:00:00Z,2001-04-10T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1962,Not Available,No,Yes,No
Ashutosh Kumar,Male,1966-10-01T00:00:00Z,Bihar,Not Available,2014-05-15T00:00:00Z,2028-09-30T00:00:00Z,No,No,Patna,Yes,Delhi,2015-01-07T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,St. Micheal's High School,"St. Stephens' College, Delhi University",Not Available,"Campus law Centre, Delhi University",Not Available,1991,Bihar,No,No,No
Ashwani Kumar Singh,Male,1960-11-01T00:00:00Z,Bihar,Gaya,2011-06-20T00:00:00Z,2022-10-31T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Zila School,Gaya College,Arts (History),"A.M.College, Gaya",Not Available,1985,Bihar,No,No,No
Asok Kumar Ganguly,Male,1947-02-03T00:00:00Z,West Bengal,Not Available,1994-01-10T00:00:00Z,2012-02-02T00:00:00Z,No,No,Calcutta,Yes,Patna,1994-04-04T00:00:00Z,Calcutta,2000-08-01T00:00:00Z,Not Applicable,Not Applicable,Yes,Orissa,Madras,Not Applicable,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Kidderpore Academy,University of Calcutta,English,University of Calcutta,1970,1971,West Bengal,No,Yes,No
B.K. Jha,Male,Not Available,Not Available,Not Available,2002-03-01T00:00:00Z,2005-02-01T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
"B.N. Singh ""Neelam""",Male,Not Available,Not Available,Not Available,1994-03-16T00:00:00Z,2001-02-10T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Barin Ghosh,Male,1952-06-05T00:00:00Z,Not Available,Not Available,1995-07-14T00:00:00Z,2018-08-05T00:00:00Z,No,No,Calcutta,Yes,Patna,2005-01-07T00:00:00Z,J&K and Ladakh,2008-12-24T00:00:00Z,Not Applicable,Not Applicable,Yes,J&K and Ladakh,Sikkim,Uttarakhand,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Commerce,Not Available,Not Available,1978,West Bengal,No,No,No
Bharat Prasad Sharma,Male,Not Available,Not Available,Not Available,1996-05-09T00:00:00Z,2000-01-23T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Birendra Kumar,Male,1963-05-23T00:00:00Z,Bihar,Not Available,2016-11-16T00:00:00Z,2025-05-22T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,Patna Law College,1986,Not Available,Bihar,No,No,No
Birendra Prasad Verma,Male,1955-01-17T00:00:00Z,BIhar,Not Available,2010-02-18T00:00:00Z,2017-01-16T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Patna University,B.Ed.,Patna University,Not Available,1979,Bihar,No,Yes,No
Braj Nandan Prasad Singh,Male,Not Available,Not Available,Not Available,2001-07-01T00:00:00Z,2008-04-08T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
C.M. Prasad,Male,Not Available,Not Available,Not Available,2003-03-24T00:00:00Z,Not Available,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Chakradhari Sharan Singh,Male,1963-01-20T00:00:00Z,Not Available,Not Available,2012-04-05T00:00:00Z,2025-01-19T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Campus law Centre, Delhi University",Not Available,1990,Not Available,No,No,No
Chandra Mohan Prasad,Male,1949-03-01T00:00:00Z,Not Available,Not Available,2003-03-24T00:00:00Z,2011-03-01T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Arts,Not Available,Not Available,Not Available,Not Available,No,No,No
Chandramauli Kumar Prasad,Male,1949-07-15T00:00:00Z,Bihar,Patna,1994-11-08T00:00:00Z,2014-07-14T00:00:00Z,No,No,Patna,Yes,Madhya Pradesh,1994-11-21T00:00:00Z,Patna,2001-09-06T00:00:00Z,Not Applicable,Not Applicable,Yes,Allahabad,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1973,Bihar,Not Available,Not Available,No
D.P.S. Choudhary,Male,Not Available,Not Available,Not Available,1998-12-29T00:00:00Z,2002-03-28T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Daljeet Singh Dhaliwal,Male,Not Available,Not Available,Not Available,1994-07-21T00:00:00Z,1998-07-22T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Deoki Nandan Prasad,Male,1941-08-01T00:00:00Z,Not Available,Not Available,1998-12-01T00:00:00Z,Not Available,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Available,Yes,No
Dharnidhar Jha,Male,1952-09-07T00:00:00Z,Bihar,Not Available,2006-11-06T00:00:00Z,2015-09-07T00:00:00Z,No,No,Patna,Yes,Allahabad,2011-12-09T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1980,Bihar,No,No,No
Dinesh Kumar Singh,Male,1958-10-03T00:00:00Z,BIhar,Chapra,2010-02-18T00:00:00Z,2020-10-02T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Bihar University,Not Available,Patna University,Not Available,1986,Bihar,No,Yes,No
Dipak Misra,Male,1953-10-03T00:00:00Z,Odisha,Not Available,1996-01-17T00:00:00Z,2018-10-02T00:00:00Z,No,No,Orissa,Yes,Madhya Pradesh,1997-03-03T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Delhi,Not Applicable,Yes,2011-10-10T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1977,Orissa,Not Available,Not Available,Not Available
Dr. Ravi Ranjan,Male,Not Available,Not Available,Not Available,2008-07-14T00:00:00Z,2022-12-19T00:00:00Z,No,No,Patna,Yes,Punjab and Haryana,2018-11-10T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
G.S. Chaube,Male,Not Available,Not Available,Not Available,1996-05-09T00:00:00Z,2000-07-20T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ghanshyam Prasad,Male,1947-01-28T00:00:00Z,Not Available,Not Available,2005-01-24T00:00:00Z,2009-01-28T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Science,Not Available,Not Available,Not Available,Not Available,No,No,No
Gopal Prasad,Male,1954-07-06T00:00:00Z,Bihar,Not Available,2010-03-15T00:00:00Z,2016-07-06T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Yes,No
Gopi Chand Bharuka,Male,1941-06-15T00:00:00Z,Not Available,Not Available,1994-06-13T00:00:00Z,2003-06-16T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Available,No,No,No,No,No,Not Available,Not Available,Not Available,Ranchi University,Not Available,1968,Bihar,No,Not Available,Yes
Gyan Sudha Mishra,Female,1949-04-28T00:00:00Z,Not Available,Not Available,1994-03-16T00:00:00Z,2014-04-27T00:00:00Z,No,No,Patna,Yes,Rajasthan,1994-04-21T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Patna University,Political Science,Patna University,Not Available,1972,Bihar,No,Yes,No
Hemant Kumar Srivastava,Male,1959-02-02T00:00:00Z,Uttar Pradesh,Allahabad,2010-08-12T00:00:00Z,2021-02-01T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Allahabad University,Arts,Allahabad University,1980,1982,Uttar Pradesh,No,No,No
Iqbal Ahmed Ansari,Male,1954-10-29T00:00:00Z,Assam,Tejpur,2002-03-04T00:00:00Z,2016-10-28T00:00:00Z,No,No,Gauhati,Yes,Patna,2013-11-11T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,"Darrang College, Tezpur",Science,Tezpur Law College,Not Available,1978,Assam,No,No,No
Jacob Benjamin Koshy,Male,1947-05-13T00:00:00Z,Kerala,Not Available,1996-01-17T00:00:00Z,2009-05-12T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,Not Available,Not Available,Science,Not Available,Not Available,1968,Kerala,No,No,Yes
Jayanandan Singh,Male,1952-09-30T00:00:00Z,Not Available,Not Available,2006-10-09T00:00:00Z,2014-09-30T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1976,Bihar,No,Yes,No
Jitendra Mohan Sharma,Male,1956-07-02T00:00:00Z,Bihar,Gaya,2014-04-21T00:00:00Z,2018-07-01T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,"Raj Kumari Devi High School, Sindauri Konch, Gaya","Magadh University, Bodh Gaya",Science,"Magadh University, Bodh Gaya",Not Available,1983,Bihar,No,No,No
Jyoti Saran,Male,1957-08-19T00:00:00Z,Not Available,Not Available,2009-06-13T00:00:00Z,2019-08-18T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,Not Available,Delhi University,Not Available,Patna University,Not Available,1986,Bihar,No,No,No
Kishore Kumar Mandal,Male,1956-01-22T00:00:00Z,Bihar,Madhepura,2007-07-10T00:00:00Z,2018-01-21T00:00:00Z,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,"Patna College, Patna",Not Available,"Patna Law College, Patna University",Not Available,1980,Bihar,No,No,No
Lingala Narasimha Reddy,Male,1953-08-01T00:00:00Z,Telangana,"Gavicherla Village, Warangal",2001-09-10T00:00:00Z,2015-07-31T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,Yes,"Zilla Parishad High School, Sanghem","C.K.M. College, Warangal",Science,"Osmania University, Hyderabad",Not Available,1979,Andhra Pradesh,No,No,No
Madhavendra Saran,Male,Not Available,Not Available,Not Available,2006-05-10T00:00:00Z,Not Available,No,No,Patna,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
