Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Ajay Kumar Yog,Male,1945-03-11T00:00:00Z,Not Available,Not Available,1999-02-05T00:00:00Z,2007-03-10T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,Not Available,Lucknow University,Not Available,Lucknow University,1966,1969,Uttar Pradesh,No,Yes,No
Ajit Kumar,Male,1968-12-22T00:00:00Z,Not Available,Not Available,2017-09-22T00:00:00Z,2030-12-21T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Allahabad University,1992,1992,Uttar Pradesh,No,No,No
Ajit Singh,Male,1961-03-30T00:00:00Z,Uttar Pradesh,Not Available,2018-11-22T00:00:00Z,2023-03-29T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Allahabad university,1985,Not Applicable,Not Applicable,No,No,No
Akhilesh Chandra Sharma,Male,1956-03-19T00:00:00Z,Uttar Pradesh,Not Available,2017-08-07T00:00:00Z,2018-03-18T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Meerut University,1977,Not Applicable,Not Applicable,No,No,No
Akhtar Khan,Male,1954-01-10T00:00:00Z,Uttar Pradesh,Not Available,2014-02-03T00:00:00Z,2016-01-09T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,1975,Not Applicable,Not Applicable,No,No,No
Ali Zamin,Male,1961-01-01T00:00:00Z,Uttar Pradesh,Not Available,2019-05-06T00:00:00Z,2022-12-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Science,Not Available,1983,Not Applicable,Not Applicable,No,No,No
Allah Raham,Male,1946-07-22T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2008-07-21T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,1972,Not Applicable,Not Applicable,No,No,Yes
Alok Kumar Mukherjee,Male,1955-01-18T00:00:00Z,Uttar Pradesh,Not Available,2016-04-07T00:00:00Z,2017-01-17T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Gorakhpur University,1976,1977,Not Available,No,No,No
Alok Kumar Singh,Male,1948-06-24T00:00:00Z,Uttar Pradesh,Not Available,2005-10-20T00:00:00Z,2010-06-23T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,History,Allahabad university,1968,Not Applicable,Not Applicable,No,Yes,No
Alok Mathur,Male,1964-11-16T00:00:00Z,Not Available,Not Available,2018-11-22T00:00:00Z,2026-11-15T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Hindu College,Chemistry,Delhi University,1989,1989,Not Available,No,No,No
Alok Singh,Male,1959-04-28T00:00:00Z,Uttrakhand,Not Available,2009-10-12T00:00:00Z,2021-04-27T00:00:00Z,No,No,Uttarakhand,Yes,Punjab and Haryana,2009-12-21T00:00:00Z,Jharkhand,2012-06-13T00:00:00Z,Uttarakhand,2013-02-26T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,M.S. College,Science,Not Available,1982,1982,Uttar Pradesh,No,No,No
Amar Nath Varma,Male,1947-04-07T00:00:00Z,Uttar Pradesh,Not Available,2002-12-21T00:00:00Z,2009-04-06T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,Lucknow University,Not Available,Lucknow University,1975,1975,Uttar Pradesh,No,No,No
Amar Saran,Male,1953-03-22T00:00:00Z,Uttar Pradesh,Not Available,2002-12-20T00:00:00Z,2015-03-21T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Amar Singh Chauhan,Male,1956-06-03T00:00:00Z,Uttar Pradesh,Not Available,2015-02-18T00:00:00Z,2018-06-02T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Kanpur University,1979,1980,Uttar Pradesh,No,No,Yes
Amar Singh Gill,Male,Not Available,Punjab,Not Available,1994-06-20T00:00:00Z,2003-05-19T00:00:00Z,No,No,Punjab and Haryana,Yes,Allahabad,1994-07-21T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Amitava Lala,Male,1950-11-20T00:00:00Z,West Bengal,Not Available,1997-05-12T00:00:00Z,2012-11-19T00:00:00Z,No,No,Calcutta,Yes,Allahabad,2005-01-07T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Calcutta University,ARTS AND SCIENCE,CALCUTTA UNIVERSITY,1974,1975,West Bengal,No,No,No
Amreshwar Pratap Sahi,Male,1959-01-01T00:00:00Z,Uttar Pradesh,Not Available,2004-09-24T00:00:00Z,2020-12-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Madras,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,1985,1985,Not Available,No,No,No
Anant Kumar,Male,1958-06-07T00:00:00Z,Uttar Pradesh,Not Available,2014-02-03T00:00:00Z,2020-06-06T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Awadh University,1979,1980,Uttar Pradesh,No,No,No
Anil Agrawal,Male,1952-08-15T00:00:00Z,Uttar Pradesh,Not Available,2011-09-05T00:00:00Z,2014-08-14T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,1973,Not Applicable,Not Applicable,No,No,No
Anil Kumar,Male,1958-08-09T00:00:00Z,Uttar Pradesh,Not Available,2009-04-13T00:00:00Z,2020-08-08T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Lucknow University,1983,1983,Not Available,No,No,No
Anil Kumar IX,Male,1959-05-31T00:00:00Z,Uttar Pradesh,Not Available,2018-11-22T00:00:00Z,2021-05-30T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,1981,Not Applicable,Not Applicable,No,No,No
Anil Kumar Ojha,Male,1960-07-02T00:00:00Z,Not Available,Not Available,2021-03-25T00:00:00Z,2022-07-01T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,No,No,No
Anil Kumar Sharma,Male,1953-04-19T00:00:00Z,Uttar Pradesh,Not Available,2012-04-17T00:00:00Z,2015-04-18T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Meerut University,1975,Not Applicable,Not Applicable,No,No,No
Anil Kumar Srivastava-II,Male,1956-09-21T00:00:00Z,Uttar Pradesh,Not Available,2016-04-07T00:00:00Z,2018-09-20T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Bundhelkhand University,1977,Not Applicable,Not Applicable,No,No,No
Aniruddha Singh,Male,1958-01-01T00:00:00Z,Uttar Pradesh,Not Available,2017-07-07T00:00:00Z,2019-12-31T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Allahabad University,1980,Not Applicable,Not Applicable,No,No,No
Anjani Kumar,Male,1946-09-14T00:00:00Z,Uttar Pradesh,Not Available,2001-04-24T00:00:00Z,2008-09-13T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Allahabad University,Arts,ALLAHABAD UNIVERSITY,1968,1968,Uttar Pradesh,No,No,No
Anjani Kumar Mishra,Male,1963-05-17T00:00:00Z,Not Available,Not Available,2013-04-12T00:00:00Z,2025-05-16T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,Not Available,Not Available,Not Available,Allahabad University,1988,1989,Uttar Pradesh,No,No,No
Anurag Kumar,Male,1951-12-19T00:00:00Z,Uttar Pradesh,Not Available,2012-04-17T00:00:00Z,2013-12-18T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,1973,Not Applicable,Not Applicable,No,No,No
Arun Tandon,Male,1955-12-30T00:00:00Z,Uttar Pradesh,Not Available,2004-01-07T00:00:00Z,2017-12-29T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Allahabad University,Science,Allahabad University,1980,1980,Not Available,No,No,No
Arvind Kumar Mishra- I,Male,1961-07-02T00:00:00Z,Not Available,Not Available,2014-02-03T00:00:00Z,2023-07-01T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,No,No,No,Not Available,Not Available,Not Available,Allahabad University,1982,1984,Uttar Pradesh,No,Yes,No
Arvind Kumar Tripathi,Male,1956-03-10T00:00:00Z,Uttar Pradesh,Not Available,2008-05-05T00:00:00Z,2018-03-09T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Allahabad University,1979,1981,Uttar Pradesh,No,No,No
Arvind Kumar Tripathi,Male,1953-01-09T00:00:00Z,Uttar Pradesh,Not Available,2012-04-17T00:00:00Z,2015-01-08T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Jeevaji University,1973,1974,Uttar Pradesh,No,No,No
Ashish Trivedi,Male,1947-11-24T00:00:00Z,Not Available,Not Available,1994-02-01T00:00:00Z,2002-02-18T00:00:00Z,Yes,No,Allahabad,Yes,Patna,1994-02-14T00:00:00Z,Allahabad,1999-12-17T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Lucknow University,Arts,University of Lucknow,1972,1972,Uttar Pradesh,No,No,No
Ashok Bhushan,Male,1956-07-05T00:00:00Z,Uttar Pradesh,Not Available,2001-04-24T00:00:00Z,2021-07-04T00:00:00Z,No,No,Allahabad,Yes,Kerala,2014-07-09T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Kerala,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Allahabad University,Not Available,ALLAHABAD UNIVERSITY,1979,1979,Uttar Pradesh,No,No,No
Ashok Kumar,Male,1958-09-04T00:00:00Z,Uttar Pradesh,Not Available,2017-02-20T00:00:00Z,2020-09-03T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Allahabad University,1983,1985,Uttar Pradesh,No,No,No
Ashok Kumar Roopanwal,Male,1948-12-24T00:00:00Z,Uttar Pradesh,Not Available,2006-11-20T00:00:00Z,2010-12-23T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,SCIENCE,Not Available,1969,Not Applicable,Not Applicable,No,No,No
Ashok Kumar Srivastava,Male,1937-07-01T00:00:00Z,Not Available,Not Available,1994-09-29T00:00:00Z,1999-07-01T00:00:00Z,No,No,Allahabad,Yes,Delhi,1994-10-18T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Lucknow University,1957,Not Applicable,Not Applicable,No,Yes,No
Ashok Pal Singh,Male,1954-05-26T00:00:00Z,Uttar Pradesh,Not Available,2011-09-05T00:00:00Z,2016-05-25T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Meerut University,1977,1980,Uttar Pradesh,No,No,No
Ashok Srivastava,Male,1951-12-29T00:00:00Z,Uttar Pradesh,Not Available,2009-04-13T00:00:00Z,2013-12-28T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Allahabad University,1973,Not Applicable,Not Applicable,No,No,No
Ashwani Kumar Mishra,Male,1968-11-16T00:00:00Z,Not Available,Not Available,2014-02-03T00:00:00Z,2030-11-15T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Kirori Mal College,Econimics,"Campus Law Center, University of Delhi",1993,1993,Not Available,No,Yes,No
Ashwani Kumar Singh,Male,1954-06-15T00:00:00Z,Uttar Pradesh,Not Available,2009-04-13T00:00:00Z,2016-06-14T00:00:00Z,No,No,Allahabad,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,Not Available,Not Available,Lucknow University,1978,1979,Not Available,No,No,No
