Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
AMJAD AHTESHAM SAYED,Male,1961-01-21T00:00:00Z,Not Available,Not Available,2007-04-11T00:00:00Z,2023-01-20T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,Bombay University,1984,Not Available,Maharashtra,No,No,No
Anil Bhalchandra Naik,Male,1943-10-27T00:00:00Z,Not Available,Not Available,2001-01-22T00:00:00Z,2005-10-27T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1970,Maharashtra & Goa,No,No,No
Anil Yashwantrao Sakhare,Male,1954-05-26T00:00:00Z,Not Available,Not Available,1997-05-10T00:00:00Z,Not Available,Not Available,Not Available,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,"Rajaram College,Kolhapur",Not Available,Shahaji Law College,Not Available,1976,Maharashtra & Goa,No,No,No
ANUJA PRABHUDESSAI,Female,1962-02-08T00:00:00Z,Not Available,Not Available,2014-03-03T00:00:00Z,2024-02-07T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1985,Not Available,No,No,No
Arvind Balkrishna Palkar,Male,1941-06-14T00:00:00Z,Not Available,Not Available,1997-06-09T00:00:00Z,2003-06-14T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1967,Maharashtra & Goa,No,No,No
Avinash Gunwant Gharote,Male,1963-05-17T00:00:00Z,Not Available,Not Available,2019-08-23T00:00:00Z,2025-05-16T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1986,Not Available,No,No,No
Ayyampalayam Somasundaram Venkatachalamoorthy,Male,1943-01-08T00:00:00Z,Not Available,Not Available,1994-10-17T00:00:00Z,2005-01-08T00:00:00Z,No,No,Madra,Yes,Bombay,1994-11-30T00:00:00Z,Kerela,1997-10-31T00:00:00Z,Madras,1999-12-13T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1964,Tamil Nadu,No,Yes,No
B. U. DEBADWAR,Male,1959-06-17T00:00:00Z,Not Available,Not Available,2019-12-05T00:00:00Z,2021-06-16T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,"People's College, Nanded",Commerce,"Law College, Nanded",Not Available,1985,Maharastra & Goa,No,No,No
B.P. COLABAWALLA,Male,1967-12-16T00:00:00Z,Not Available,Not Available,2014-01-06T00:00:00Z,2029-12-15T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,"Cathedral & John Connon School, Mumbai","K.C. College, Mumbai",Arts,K.C. Law College,1993,1993,Maharashtra & Goa,No,No,No
Bhalchandra Bapusaheb Vagyani,Male,1942-06-02T00:00:00Z,Not Available,Not Available,1997-06-09T00:00:00Z,2004-06-02T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1996,Maharashtra & Goa,No,No,No
BHARATI DANGRE,Female,1968-05-10T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2030-05-09T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Dr. Babasaheb Ambedkar College of Law, Nagpur",1990,1990,Not Available,No,No,Yes
Bhusan Dharmadhikari,Male,1958-04-28T00:00:00Z,Not Available,Not Available,2004-03-15T00:00:00Z,2020-04-27T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Bombay,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,"Science, Arts",Nagpur University,Not Available,1980,Maharashtra & Goa,No,No,No
C.V. BHADANG,Male,1960-11-05T00:00:00Z,Maharashtra,Not Available,2014-03-03T00:00:00Z,2022-11-04T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,"G.S. College of Commerce, Science and Arts, Khamgaon",Science,Nagpur University,Not Available,1984,Maharashtra & Goa,No,No,No
D. S. NAIDU,Male,1962-06-19T00:00:00Z,Not Available,Not Available,2013-09-21T00:00:00Z,2024-06-18T00:00:00Z,No,No,Andhra Pradesh,Yes,Kerala,2014-06-30T00:00:00Z,Bombay,2019-03-20T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,Yes,Yes,No,Not Available,"Andhra University, Vishakapatnam",Not Available,"Sri Venkateswara University, Tirupathi",1997,1997,Andhra Pradesh,No,No,No
D.D. SINHA,Male,1950-12-24T00:00:00Z,Not Available,Not Available,1996-04-15T00:00:00Z,2012-12-23T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Nagpur University,Not Available,1974,Maharashtra & Goa,No,No,No
D.G. KARNIK,Male,1950-05-10T00:00:00Z,Not Available,Not Available,2001-10-12T00:00:00Z,2012-05-09T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"B.S.C.,LL.B",Not Available,Pune University,Not Available,1972,Maharashtra & Goa,No,No,No
D.G.DESHPANDE,Male,1945-06-28T00:00:00Z,Not Available,Not Available,1996-03-11T00:00:00Z,2007-06-28T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1969,Maharashtra & Goa,No,No,No
D.K. DESHMUKH,Male,1950-03-30T00:00:00Z,Not Available,Not Available,1998-04-12T00:00:00Z,2012-03-29T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1973,Maharashtra & Goa,No,No,No
Dhananjaya Chandrachud,Male,1959-11-11T00:00:00Z,Not Available,Not Available,2000-03-29T00:00:00Z,2024-11-10T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Allahabad,Not Applicable,Not Applicable,Yes,2016-05-13T00:00:00Z,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Cathedral (Mumbai)& St.Columbia (Delhi),St. Stephen's College,Economics & Mathematics,"Faculty of Law, Delhi",1982,Not Available,Maharashtra & Goa,Yes,No,Yes
Dinkar Shankarrao Zoting,Male,1944-11-24T00:00:00Z,Not Available,Not Available,1999-09-27T00:00:00Z,2006-11-24T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1970,Maharashtra & Goa,No,No,No
DIPANKAR DATTA,Male,1965-02-09T00:00:00Z,Not Available,Not Available,2006-06-22T00:00:00Z,2027-02-08T00:00:00Z,No,No,Calcutta,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Bombay,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1989,Calcutta,No,No,No
F.I.REBELLO,Male,1949-07-31T00:00:00Z,Not Available,Not Available,1996-04-15T00:00:00Z,Not Available,Not Available,Not Available,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Not Available,Science,"GLC, Mumbai",Not Available,1973,Maharashtra & Goa,No,No,No
G.S. KULKARNI,Male,1968-06-24T00:00:00Z,Not Available,Not Available,2014-01-06T00:00:00Z,2030-06-23T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Commerce,Not Available,Not Available,1992,Maharashtra & Goa,No,No,No
GAUTAM SHIRISH PATEL,Male,1962-04-26T00:00:00Z,Maharashtra,Not Available,2013-06-21T00:00:00Z,2024-04-25T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,St. Xavier's College,Arts,Government Law College,Not Available,Not Available,Maharashtra & Goa,No,No,No
Hemant Laxman Gokhale,Male,1949-03-10T00:00:00Z,Not Available,Not Available,1994-01-20T00:00:00Z,2014-03-09T00:00:00Z,No,No,Bombay,Yes,Gujarat,1994-03-04T00:00:00Z,Bombay,1999-02-25T00:00:00Z,Not Applicable,Not Applicable,Yes,Madras,Allahabad,Not Applicable,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Government Law College, Bombay",Not Available,1973,Maharashtra & Goa,No,No,No
J.H. BHATIA,Male,1950-03-07T00:00:00Z,Not Available,Not Available,2005-06-22T00:00:00Z,2012-03-06T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Khalsa High School,Peoples College Nanded,Commerce,"Law College, Nanded",1973,1973,Maharashtra & Goa,No,No,Yes
J.P. DEVADHAR,Male,1951-04-08T00:00:00Z,Not Available,Not Available,2001-10-12T00:00:00Z,2013-04-07T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,"Ankola,Dist.North Kanara",Karnataka University,Science,Mumbai University,Not Available,1977,Maharashtra & Goa,No,No,Yes
Jai Narayan Patel,Male,1950-10-05T00:00:00Z,Not Available,Not Available,1996-03-11T00:00:00Z,2012-10-05T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Calcutta,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1974,Maharashtra & Goa,No,Yes,No
Jayant Govind Chitre,Male,1942-01-21T00:00:00Z,Not Available,Not Available,1994-01-20T00:00:00Z,2004-01-20T00:00:00Z,No,No,Bombay,Yes,Madhya Pradesh,1994-02-08T00:00:00Z,Bombay,2001-08-20T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Commerce,Not Available,Not Available,1964,Not Available,No,No,No
Jayapal Amritrao Patil,Male,1941-12-26T00:00:00Z,Not Available,Not Available,1997-06-09T00:00:00Z,2003-12-26T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1965,Maharashtra & Goa,No,No,No
K.R. SHRIRAM,Male,1963-09-28T00:00:00Z,Maharashtra,Not Available,2013-06-21T00:00:00Z,2025-09-27T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,Not Available,Mumbai University,Commerce,Mumbai University,Not Available,1986,Maharashtra & Goa,Yes,No,Yes
Kailashchand Uttamchand Chandiwal,Male,1952-05-07T00:00:00Z,Maharashtra,Not Available,2008-04-16T00:00:00Z,2014-05-06T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Aurangabad Govt College,Science,M.P. Law College,1976,1976,Maharashtra & Goa,No,No,No
KAMALKISHOR KAPOORCHANDJI TATED,Male,1959-09-19T00:00:00Z,Maharashtra,Not Available,2008-07-18T00:00:00Z,2021-09-18T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Lala Lajpatrai College,Commerce,Government Law College,1983,1983,Maharashtra,No,No,No
Katy Keki Baam,Female,1940-12-15T00:00:00Z,Not Available,Not Available,1994-10-06T00:00:00Z,2002-11-15T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1964,Maharashtra & Goa,No,No,No
Kishor Jayram Rohee,Male,1947-01-06T00:00:00Z,Not Available,Not Available,2003-08-29T00:00:00Z,2009-01-06T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1968,Maharashtra & Goa,No,No,Yes
M. G. SEWLIKAR,Male,1960-09-21T00:00:00Z,Not Available,Not Available,2019-12-05T00:00:00Z,2022-09-20T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,"Modern College of Arts, Science and Commerce, Pune",Commerce,"I.L.S. Law College, Pune",Not Available,Not Available,Not Available,No,No,No
M. N. JADHAV,Male,1969-08-14T00:00:00Z,Maharashtra,Not Available,2019-08-23T00:00:00Z,2031-08-13T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,"St. Teresa's High School, Charni Road, Mumbai","St. Xavier's College, Mumbai",Science (Life Science and Bio-Chemistry),"Government Law College, Mumbai",1996,1998,Not Available,No,No,Yes
M. S. JAWALKAR,Female,1964-05-26T00:00:00Z,Not Available,Not Available,2019-12-05T00:00:00Z,2026-05-25T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Nagpur,Not Available,Integrated Law,"Dr. Babasaheb Ambedkar College of Law, Nagpur",1989,1989,Maharastra & Goa,No,Yes,Yes
M. S. KARNIK,Male,1969-02-10T00:00:00Z,Maharashtra,Not Available,2016-03-17T00:00:00Z,2031-02-09T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Pune University,1991,1991,Maharashtra & Goa,No,No,No
M.N. GILANI,Male,1951-01-26T00:00:00Z,Maharashtra,Not Available,2011-03-17T00:00:00Z,2013-01-25T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Ghatanji, Yavatmal",Amolakchand College,Science,"Uni college of law, Nagpur",Not Available,1975,Maharashtra & Goa,No,No,No
M.S. SONAK,Male,1964-11-28T00:00:00Z,Not Available,Not Available,2013-06-21T00:00:00Z,2026-11-27T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Don Bosco High School, Panaji",Dhempe College of Arts & Science,Science,"M. S. College of Law, Panaji",Not Available,1988,Maharashtra & Goa,No,No,No
MADHAV. J. JAMDAR,Male,1967-01-13T00:00:00Z,Not Available,Not Available,2020-01-07T00:00:00Z,2029-01-12T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1991,Not Available,No,No,No
MANGESH S. PATIL,Male,1963-07-27T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2025-07-26T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Bhonsla Military School, Nashik",Not Available,Commerce,"I.L.S. Law College, Pune",Not Available,1987,Not Available,No,No,Yes
MANISH PITALE,Male,1970-09-11T00:00:00Z,Maharashtra,Not Available,2017-06-05T00:00:00Z,2032-09-10T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,"Hindu College, University of Delhi",Science,University of Delhi,Not Available,1995,Not Available,No,No,No
