Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Annie John,Female,1957-11-16T00:00:00Z,kerala,Vaikom,2017-11-30T00:00:00Z,2019-11-15T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,"St. Little Teresa's Convent School, Vaikom","Bharata Mata College, Thrikkakkara",Not Available,"Mahadeva Salgogar College of Law, Panaji, Goa.",1982,1982,Kerala,No,No,No
Antony Dominic,Male,1956-05-30T00:00:00Z,kerala,Not Available,2007-01-30T00:00:00Z,2018-05-29T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Kerala,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Arts,"S.D.M Law College, Mangalore.",1981,1981,Kerala,No,No,No
Anu Sivaraman,Female,1966-05-25T00:00:00Z,kerala,Not Available,2015-04-10T00:00:00Z,2028-05-24T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,St.Teresa's Convent Girls High School,St. Teresa's College,English Literarture,"Government Law College, Ernakulam.",1991,1991,Kerala,No,No,No
Ashok Bhushan,Male,1956-07-05T00:00:00Z,kerala,Jaunpur,2001-04-24T00:00:00Z,2021-07-04T00:00:00Z,No,No,Allahabad,Yes,Kerala,2014-07-10T00:00:00Z,Not Available,Not Applicable,Not Available,Not Applicable,Yes,Kerala,Not Available,Not Available,Yes,2016-05-13T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Allahabad University,1979,1979,Uttar Pradesh,No,No,No
Ashok Menon,Male,1959-08-15T00:00:00Z,kerala,Thrissur,2017-11-30T00:00:00Z,2021-08-14T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Kendriya Vidyalaya,"St. Thomas College, Thrissur",Not Available,"Government Law College, Kozhikode",1981,1981,Kerala,No,No,No
Athrassery Hariprasad,Male,1959-05-19T00:00:00Z,kerala,"Peruvamba, Palakkad",2013-01-28T00:00:00Z,2021-05-18T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,"Government Victoria College, Palakkad",Science,"Government Law College, Kozhikode",1982,1983,Kerala,No,No,No
Ayumantakath Mustaque,Male,1967-06-01T00:00:00Z,kerala,Kannur,2014-01-23T00:00:00Z,2029-05-31T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"V.B College of Law, Udupi.",1989,1989,Kerala,Yes,No,Yes
Ayyampalayam Venkatachala Moorthy,Male,1943-01-08T00:00:00Z,kerala,Not Available,1994-10-17T00:00:00Z,2005-01-08T00:00:00Z,No,No,Madras,Yes,Bombay,1994-11-30T00:00:00Z,Kerala,1997-10-31T00:00:00Z,Madras,1999-12-13T00:00:00Z,Yes,Chhattisgarh,Not Available,Not Available,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,1964,1964,Tamilnadu and Puducherry,No,No,Yes
Babu Mathew Joseph,Male,1954-07-29T00:00:00Z,kerala,Island of Bolghatty,2012-01-18T00:00:00Z,2016-07-28T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,No,No,No,Not Available,Not Available,Arts,Government Law College,1979,1979,Kerala,No,No,No
Bathisha Pasha,Male,1956-05-25T00:00:00Z,kerala,Anchal Village in Kollam distric,2013-01-28T00:00:00Z,2018-05-24T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,Govt. High School Anchal,St.John's College Anchal,Science,"Govt. Law College, Thiruvanathapuram",1979,1979,Kerala,No,No,Yes
Bechu Kurian Thomas,Male,1968-12-05T00:00:00Z,kerala,Kottayam,2020-03-06T00:00:00Z,2030-12-04T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Not Available,"Government Law College, Ernakulam",1992,1992,Kerala,Yes,No,Yes
Bhabani Ray,Male,1955-03-02T00:00:00Z,kerala,Jagatsinghpur district,2007-11-07T00:00:00Z,2017-03-01T00:00:00Z,Yes,No,Orissa,Yes,Kerala,2010-10-28T00:00:00Z,Not Available,Not Applicable,Not Available,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Queen of the Missions High School, Berhampur","Kenapara College, Kenapara",Arts,"Utkal University Law College, Bhubaneswar",1978,1979,Odisha,No,No,No
Bhaskaran Pillai Sudheendra Kumar,Male,1959-05-31T00:00:00Z,kerala,Not Available,2015-04-10T00:00:00Z,2021-05-30T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,"Maharaja's Government Law College, Ernakulam.",Not Available,1989,Kerala,No,Yes,No
Bijay Narayan Patnaik,Male,1936-07-23T00:00:00Z,kerala,Berhampur (Ganjam),1994-06-30T00:00:00Z,1998-07-22T00:00:00Z,No,No,Orissa,Yes,Kerala,1994-07-26T00:00:00Z,Not Available,Not Applicable,Not Available,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,"Ravenshaw College, Cuttack",Not Available,"M.S. Law College, Cuttack under Utkal University",1957,1958,Odisha,No,No,Yes
Chamethu Narayana Pillai Ramachandran Nair,Male,1950-10-01T00:00:00Z,kerala,Not Available,2001-09-07T00:00:00Z,2012-09-30T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Kerala,Not Available,Not Available,Not Available
Chandra Villa Koyan Alipilla Abdul Rehim,Male,1958-05-02T00:00:00Z,kerala,Not Available,2009-01-05T00:00:00Z,2020-05-01T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,"Government Law College, Ernakulam.",1983,1983,Kerala,No,No,No
Chudalayil Thevan Ravikumar,Male,1960-01-06T00:00:00Z,kerala,Not Available,2009-01-05T00:00:00Z,2022-01-05T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Govt Law College, Kozhikode",1986,1986,Kerala,No,No,No
Conrad Stansilaus Dias,Male,1969-11-19T00:00:00Z,kerala,Ernakulam,2019-11-18T00:00:00Z,2031-11-18T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,"Keniya Vidyalaya, Ernakulam",Not Available,Arts,"Government Law College, Thiruvananthapuram",1992,1992,Kerala,No,No,No
Cyriac Joseph,Male,1947-01-28T00:00:00Z,kerala,Kaipuzha in Kottayam District,1994-07-06T00:00:00Z,2012-01-27T00:00:00Z,No,No,Kerala,Yes,Delhi,1994-08-05T00:00:00Z,Kerala,2001-09-24T00:00:00Z,Not Available,Not Applicable,Yes,Uttarakhand,Karnataka,Not Available,Yes,2008-07-07T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,St.George's High School Kaipuzha,"St. Berchmans College, Changanacherry",Science,"Law College, Trivanum",1968,1968,Kerala,Yes,Yes,No
Dama Seshadri Naidu,Male,1962-06-19T00:00:00Z,kerala,"Ganganagunta, Chittoor",2013-09-21T00:00:00Z,2024-06-17T00:00:00Z,No,No,Andhra Pradesh,Yes,Kerala,2014-06-30T00:00:00Z,Bombay,2019-03-20T00:00:00Z,Not Available,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,Yes,Yes,No,Not Available,"Andhra University, Vishakapatnam",Not Available,"Sri Venkateswara University, Tirupathi",1997,1997,Andhra Pradesh,No,No,No
Damodaran Sreedevi,Female,1939-04-28T00:00:00Z,kerala,Chirayankeezhu in Thiruvananthapuram District,1997-01-14T00:00:00Z,2001-04-28T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,"NSS College, Thiruvananthapuram",Not Available,"Sree Narayana College, Kollam",1962,1962,Kerala,No,No,No
Devan Ramachandran,Male,1968-03-19T00:00:00Z,kerala,Ernakulam,2016-10-05T00:00:00Z,2030-03-18T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,"Bhavan's Vidya Mandir, Elamakkara","S.H. College, Thevara",Arts,"Maharaja's Government Law College, Ernakulam.",1991,1991,Kerala,No,No,No
G. Sivarajan,Male,1942-09-23T00:00:00Z,kerala,Not Available,1996-01-17T00:00:00Z,2004-09-23T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1976,Kerala,Not Available,Not Available,No
Gopinath Puzhankara,Male,1972-11-13T00:00:00Z,kerala,Not Available,2020-03-06T00:00:00Z,2034-11-12T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Not Available,Government Law College Ernakulam,1995,1996,Kerala,Yes,No,Yes
Handyala Dattu,Male,1950-12-03T00:00:00Z,kerala,"Chikkapattanagere, Mysore",1995-12-18T00:00:00Z,2015-12-02T00:00:00Z,No,No,Karnataka,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Chhattisgarh,Kerala,Not Available,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Kadur; Tarikere; Birur,Not Available,Not Available,Bangalore,1975,1975,Karnataka,No,No,No
Harun-Ul-Rashid,Male,1952-10-05T00:00:00Z,kerala,Not Available,2007-08-01T00:00:00Z,2014-10-05T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,Not Available,Arts,"Government Law College, Thiruvananthapuram",1978,1979,Kerala,No,No,No
Hrishikesh Roy,Male,1960-02-01T00:00:00Z,kerala,Not Available,2006-10-12T00:00:00Z,2022-05-31T00:00:00Z,No,No,Gauhati,Yes,Kerala,2018-05-29T00:00:00Z,Not Available,Not Applicable,Not Available,Not Applicable,Yes,Kerala,Not Available,Not Available,Yes,2019-09-23T00:00:00Z,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Campus Law Centre, University of Delhi",1982,1982,Delhi;  Assam,No,No,No
Jacob Benjamin Koshy,Male,1947-05-13T00:00:00Z,kerala,Not Available,1996-01-17T00:00:00Z,2009-05-12T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Not Available,Not Available,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,"Metropolitan High School, Puthencavu, Alappuzha","Mar Ivanois College, Thiruvananthapuram",Science,Not Available,1968,1968,Kerala,No,No,Yes
Jasti Chelameswar,Male,1953-06-23T00:00:00Z,kerala,"Peddamuttevi, Krishna",1997-06-23T00:00:00Z,2018-06-22T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Gauhati,Kerala,Not Available,Yes,2011-10-10T00:00:00Z,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,Yes,"Hindu High School, Machilipatnam, Krishna","Loyola College, Madras",Physics,"Andhra University, Vishakapatnam",1976,1976,Andhra Pradesh,No,No,No
K. Hema,Female,1951-03-23T00:00:00Z,kerala,Not Available,2004-10-14T00:00:00Z,2013-03-23T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Science,Not Available,1975,1975,Kerala,No,No,No
K. K. Denesan,Male,1945-04-26T00:00:00Z,kerala,Ernakulam,2001-09-07T00:00:00Z,2007-04-25T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,St. Albert's High School. Ernakulam,Nirmala College,Not Available,"Maharajas College ,Ernakulam",1973,1974,Kerala,Not Available,Not Available,No
K. P. Balachandran,Male,1947-06-01T00:00:00Z,kerala,Haripad,2004-10-28T00:00:00Z,2009-06-01T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,1968,Not Available,Not Available,No,No,No
K.A. Abdul Gafoor,Male,1945-02-24T00:00:00Z,kerala,Not Available,1996-01-17T00:00:00Z,2007-02-24T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1970,Kerala,Not Available,Not Available,No
Kalamandalam Padmanabhan Nair,Male,Not Available,kerala,Not Available,2001-09-07T00:00:00Z,Not Available,Not Available,Not Available,Kerala,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Applicable,Service,Yes,Not Available,Not Available,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Kalavamkodath Sivasankara Panicker Radhakrishnan,Male,1949-05-15T00:00:00Z,kerala,Ernakulam,1995-05-17T00:00:00Z,2014-05-14T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,J & K and Ladakh,Gujarat,Not Available,Yes,2009-11-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,BSc,Not Available,Not Available,Not Available,1973,Not Available,No,No,Yes
Kallanmar Thodiyil Sankaran,Male,1954-12-25T00:00:00Z,kerala,Thalakkasseri near Pattambi in Palakkad District.,2005-02-02T00:00:00Z,2016-12-24T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Government High School, Kumaranellur","Sree Krishna College, Guruvayoor,",Science,Saraswathy Law College,1973,1979,Kerala,No,No,No
Kandathil Mathew,Male,1957-01-18T00:00:00Z,kerala,Chempu(Vaikom) in Kottayam,2014-01-01T00:00:00Z,2019-01-17T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Science,"Law College, Thane(University of Bombay).
",1982,1982,Kerala,No,No,No
Karunakaran Babu,Male,1964-05-08T00:00:00Z,kerala,"Thevannoor, Ayoor in Kollam District",2021-02-25T00:00:00Z,Not Available,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,"Government High School, Thevannoor.","University of Kerala,",Economics,"Govt. Law College, Thiruvananthapuram",Not Available,1994,Kerala,No,Yes,Yes
Karunakaran Haripal,Male,1960-05-09T00:00:00Z,kerala,Paipad,2020-05-25T00:00:00Z,Not Available,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"N.S.S. High School, Kunnamthanam","Mar Thoma College, Thiruvalla",Economics,"Government Law College, Ernakulam",Not Available,Not Available,Not Available,No,No,No
Kauser Edappagath,Male,1968-05-25T00:00:00Z,kerala,Kannur,2021-02-25T00:00:00Z,Not Available,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,"Government City High School, Kannur","Sir Syed College, Taliparamba",Not Available,"Government Law College, Calicut",1990,1991,Kerala,No,No,Yes
Keloth Jyothindranath,Male,1956-11-01T00:00:00Z,kerala,Kuthuparamba in Kannur District,2015-04-10T00:00:00Z,2018-10-31T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Kuttaparamba High School,"Nirmala Giri College, Kuthuparamba",Science,"S.V. Law College, Mysore.",1986,1986,Kerala,No,No,No
Kesavan Nair Balakrishnan Nair,Male,1948-04-12T00:00:00Z,kerala,Not Available,2001-09-07T00:00:00Z,2010-04-11T00:00:00Z,No,No,Kerala,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,Yes,"St. Thomas High School, Keezhillam","Nirmala College, Muvattupuzha",Science,"Law Academy Law College, Thiruvananthapuram",1975,1975,Kerala,No,No,No
