Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Basudeb Panigrahi,Male,1942-01-19T00:00:00Z,Not Available,Not Available,1994-03-31T00:00:00Z,2003-07-09T00:00:00Z,No,No,Orissa,Yes,Calcutta,1994-11-21T00:00:00Z,Orissa,2001-06-04T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1968,Odisha,No,No,No
Bhabani Prasad Ray,Male,1955-03-02T00:00:00Z,Odisha,"Shibapur villaga, Jagatsinghpur",2007-11-07T00:00:00Z,2017-03-01T00:00:00Z,Yes,No,Orissa,Yes,Kerala,2010-10-28T00:00:00Z,Orissa,2014-03-19T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Queen of the Missions High School, Berhampur","B.J.B. College, Bhubaneswar; Kendrapara College, Kendrapara",Arts,"Utkal University Law College, Bhubaneswar",1979,1979,Odisha,No,No,No
Bibhu Prasad Routray,Male,1970-02-01T00:00:00Z,Not Available,Not Available,2019-11-08T00:00:00Z,2032-01-31T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,No,No,No
Bijay Narayan Patnaik,Male,1936-07-23T00:00:00Z,Odisha,"Berhampur, Ganjam",1994-06-30T00:00:00Z,1998-07-22T00:00:00Z,No,No,Orissa,Yes,Kerala,1994-07-26T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,"Madhusudan Law College, Cuttack, Utkal University",1957,1958,Odisha,No,No,Yes
Bijaya Krishna Patel,Male,1953-01-24T00:00:00Z,Odisha,Sundergarh,2008-01-17T00:00:00Z,2015-01-23T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Bhawani Sankar High School, Sundargarh","Government College, Sundargarh; G.M. Sambalpur",Arts (Political Science Hons.),"Faculty of Law, Delhi University",1978,1979,Odisha,No,Yes,No
Bijaya Kumar Nayak,Male,1956-02-02T00:00:00Z,Odisha,"Kaimati village, Puri",2009-10-07T00:00:00Z,2018-02-01T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nimapara High School, Puri","B.J.B. College, Bhubaneswar",Arts,"I.L.S. Law College, Pune",1979,Not Applicable,Not Applicable,No,No,Yes
Bilal Nazki,Male,1947-11-18T00:00:00Z,Jammu & Kashmir,Srinagar,1995-01-06T00:00:00Z,2009-11-17T00:00:00Z,No,No,J & K and Ladakh,Yes,Andhra Pradesh,1997-10-15T00:00:00Z,Bombay,2008-01-07T00:00:00Z,Not Applicable,Not Applicable,Yes,Orissa,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Biswajit Mohanty,Male,1960-10-22T00:00:00Z,Odisha,Cuttack,2013-06-20T00:00:00Z,2022-10-21T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,"Secondary Board High School, Cuttack","Ravenshaw College, Cuttack",Political Science (Honours),"Campus Law Centre, Delhi University",1985,1985,Odisha,No,Yes,No
Biswanath Mahapatra,Male,1953-04-01T00:00:00Z,Odisha,Not Available,2007-11-07T00:00:00Z,2015-03-31T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Bhargabi High School, Biranarasinghapur, Puri","S.C.S. College, Puri",Arts,"Faculty of Law, Delhi University",1977,1978,Odisha,No,Yes,Yes
Biswanath Rath,Male,1961-09-07T00:00:00Z,Odisha,Not Available,2014-07-02T00:00:00Z,2023-09-07T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,"Ravenshaw Collegiate School, Cuttack",Utkal University,Arts,"M.S. Law College, Cuttack",Not Available,1985,Odisha,No,No,No
Chira Ranjan Pal,Male,1940-07-01T00:00:00Z,Not Available,Not Available,1996-01-17T00:00:00Z,2002-06-30T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1966,Odisha,No,No,No
Chitta Ranjan Dash,Male,1962-05-21T00:00:00Z,Odisha,Sonepur,2009-10-07T00:00:00Z,2024-05-20T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Yes,No,No,No,Yes,"Panchayata Samiti High School, Ullunda","B.J.B. College, Bhubaneswar",Political Science (Honours),"Madhu Sudan Law College, Cuttack",1985,1986,Odisha,No,No,Yes
Chockalignam Nagappan,Male,1951-10-04T00:00:00Z,Tamil Nadu,Karur,2000-09-27T00:00:00Z,2016-10-03T00:00:00Z,No,No,Madras,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Orissa,Not Applicable,Not Applicable,Yes,2013-09-19T00:00:00Z,Bar,Yes,Yes,No,No,No,No,No,No,No,Karur,"Madura College, Madurai",Chemistry,Madras Law College,1974,Not Available,Tamil Nadu & Puducherry,No,No,Yes
Pratap Kishore Misra,Male,1942-01-05T00:00:00Z,Not Available,Not Available,1999-06-17T00:00:00Z,2004-01-04T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1971,Odisha,No,No,No
Debabrata Dash,Male,1962-10-12T00:00:00Z,Odisha,Baripada,2013-11-29T00:00:00Z,2024-10-11T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,"MKC High School, Baripada","MPC College, Baripada",Physics (Honours),"Mayurbhanj Law College, Utkal University",1984,1985,Odisha,No,No,No
Dhirendra Waghela,Male,1954-08-11T00:00:00Z,Gujarat,Rajkot,1999-09-17T00:00:00Z,2016-08-10T00:00:00Z,No,No,Gujarat,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Karnataka,Orissa,Bombay,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,Swaminarayan Gurukul,"P.D. Malaviya Commerce College, Rajkot",Commerce,"A.M.P. Law College, Rajkot",1972,1978,Gujar,No,No,Yes
Dipak Misra,Male,1953-10-03T00:00:00Z,Odisha,Cuttack,1996-01-17T00:00:00Z,2018-10-02T00:00:00Z,No,No,Orissa,Yes,Madhya Pradesh,1997-12-19T00:00:00Z,Patna,2009-12-23T00:00:00Z,Delhi,2010-05-24T00:00:00Z,Yes,Patna,Delhi,Not Applicable,Yes,2011-10-10T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Godabarish Vidyapitha, Banpur, Odisha",Not Available,Not Available,"Madhusudhan Law College, Cuttack",1977,1977,Odisha,No,Yes,No
Akshaya Kumar Mishra,Male,1958-11-08T00:00:00Z,Odisha,"Goudashi, Binjharpur P.S., Jajpur",2018-11-19T00:00:00Z,2020-11-08T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Sribanta High School, Kalyanpur; Narasingh Choudhury College, Jajpur","Narasingh Choudhury College, Jajpur",Arts,"Madhusudan Law College, Cuttack, Utkal University",1981,1981,Odisha,No,Yes,Yes
Akshaya Kumar Rath,Male,1957-11-13T00:00:00Z,Odisha,"Jahanpur, Jagatsinghpur",2013-06-20T00:00:00Z,2019-11-12T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,"Somonath Bidyapitha, Jahanpur; Stewart Science College, Cuttack","Ravenshaw College, Cuttack",Commerce,"Madhusudan Law College, Cuttack, Utkal University",1982,1983,Odisha,No,No,Yes
Ananga Kumar Patnaik,Male,1949-06-03T00:00:00Z,Not Available,Not Available,1994-01-13T00:00:00Z,2014-06-02T00:00:00Z,No,No,Orissa,Yes,Gauhati,1994-02-07T00:00:00Z,Orissa,2002-04-15T00:00:00Z,Not Applicable,Not Applicable,Yes,Chhattisgarh,Madhya Pradesh,Not Applicable,Yes,2009-11-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Rajkumar College, Raipur",Delhi University,Political Science (Honours),"Madhusudan Law College, Cuttack, Utkal University",Not Available,1974,Odisha,No,No,No
Balbir Singh Chauhan,Male,1949-07-02T00:00:00Z,Not Available,Not Available,1995-04-05T00:00:00Z,2014-07-01T00:00:00Z,No,No,Allahabad,Yes,Rajasthan,1997-07-07T00:00:00Z,Allahabad,2003-03-13T00:00:00Z,Not Applicable,Not Applicable,Yes,Orissa,Not Applicable,Not Applicable,Yes,2009-05-11T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,Banaras Hindu University,1974,1974,Uttar Pradesh,Yes,No,No
Bidyut Ranjan Sarangi,Male,1962-07-20T00:00:00Z,Odisha,"Pantikharisasan, Odagaon",2013-06-20T00:00:00Z,2024-07-19T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,Not Available,"B.J.B. College, Bhubaneswar",Commerce (Honours),"M.S. Law College, Cuttack",Not Available,1985,Odisha,No,Yes,Yes
S. Muralidhar,Male,1961-08-08T00:00:00Z,Not Available,Not Available,2006-05-29T00:00:00Z,2023-08-07T00:00:00Z,No,No,Delhi,Yes,Punjab and Haryana,2020-03-06T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Orissa,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Vivekananda College,Science (Chemistry),University of Madras,1984,1984,Tamil Nadu,No,No,Yes
Sanju Panda,Female,1959-07-10T00:00:00Z,Odisha,Parlakhemundi,2007-03-01T00:00:00Z,2021-07-09T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,Not Available,Not Available,Not Available,1985,1985,Odisha,No,No,No
Durga Choudhury,Male,1956-07-03T00:00:00Z,Odisha,Cuttack,2015-04-17T00:00:00Z,2018-07-02T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,"Ravenshaw College, Cuttack",Science,"Madhusudan Law College, Cuttack, Utkal University",1979,1980,Odisha,No,No,Yes
Harjinder Bhalla,Male,1949-11-21T00:00:00Z,Uttar Pradesh,Agra,2006-04-01T00:00:00Z,2011-11-20T00:00:00Z,No,No,Punjab and Haryana,Yes,Orissa,2010-10-28T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1972,Punjab and Haryana,No,No,No
Indrajit Mahanty,Male,1960-11-11T00:00:00Z,Odisha,Cuttack,2006-03-31T00:00:00Z,2022-11-10T00:00:00Z,No,No,Orissa,Yes,Bombay,2018-11-14T00:00:00Z,Rajasthan,2019-10-06T00:00:00Z,Not Applicable,Not Applicable,Yes,Rajasthan,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Mount Hermon School, Darjeeling","Ravenshaw College, Cuttack",Commerce (Hons.),"Campus Law Centre, Delhi University",Not Available,1984,Odisha,Yes,No,Yes
Ishrat Mansoor Quddusi,Male,1950-06-18T00:00:00Z,Not Available,Not Available,1995-04-18T00:00:00Z,2012-06-17T00:00:00Z,No,No,Allahabad,Yes,Orissa,2004-12-06T00:00:00Z,Chhattisgarh,2010-03-26T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1976,Uttar Pradesh,No,No,No
Jatindra Prasad Das,Male,1957-05-19T00:00:00Z,Odisha,Gadiljang village,2015-04-17T00:00:00Z,2019-05-18T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Kalinda Model High School, Gadiljang","S.C.S. College, Puri",Not Available,"Madhusudan Law College, Cuttack, Utkal University",1978,1978,Odisha,No,Yes,No
Jaya Prakash Mishra,Male,1947-01-09T00:00:00Z,Odisha,"Sonepur, Subarnapur",2004-09-29T00:00:00Z,2009-01-08T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,"Gangadhar Meher College, Sambalpur",Arts,"Lala Lajpat Rai Law College, Sambalpur",1973,1974,Odisha,No,No,No
Kalpesh Jhaveri,Male,1958-01-05T00:00:00Z,Not Available,Not Available,2004-03-07T00:00:00Z,2020-01-04T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2016-08-23T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Orissa,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,University of Gujarat,Science,Univesity of Gujarat,Not Available,1983,Gujar,No,No,No
Krushna Mohapatra,Male,1965-04-18T00:00:00Z,Odisha,Not Available,2015-04-17T00:00:00Z,2027-04-17T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1988,Odisha,No,No,No
Lalit Kumar Mishra,Male,1955-06-25T00:00:00Z,Odisha,"Jarasingha, Bolangir",2008-01-17T00:00:00Z,2010-01-16T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,"N.B. High School, Jarasingha","Rajendra College, Bolangir",Arts,"L.R. Law College, Sambalpur",1976,1981,Odisha,No,Yes,Yes
Laxmi Mohapatra,Male,1954-06-10T00:00:00Z,Odisha,Cuttack,1999-09-16T00:00:00Z,2016-06-09T00:00:00Z,No,No,Orissa,Yes,Allahabad,2012-10-17T00:00:00Z,Manipur,2013-10-21T00:00:00Z,Not Applicable,Not Applicable,Yes,Manipur,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,"Madhusudan Law College, Cuttack, Utkal University",1977,1978,Odisha,No,No,No
Madan Mohan Das,Male,1952-02-05T00:00:00Z,Odisha,Not Available,2003-11-20T00:00:00Z,2014-02-05T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,"Ravenshaw College, Cuttack",Science,"Madhusudan Law College, Cuttack, Utkal University",1974,1974,Odisha,No,Yes,No
Mohammad Rafiq,Male,1960-05-25T00:00:00Z,Rajasthan,"Sujangarh, Charu",2006-05-15T00:00:00Z,2022-05-24T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Meghalaya,Orissa,Madhya Pradesh,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,University of Rajasthan,Commerce (Hons.),University of Rajasthan,1984,1984,Rajasthan,No,Yes,No
Mutika Papanna,Male,1942-06-21T00:00:00Z,Odisha,"Subai village, Koraput",2000-09-29T00:00:00Z,2004-03-03T00:00:00Z,No,Yes,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,"Board High School, Gunupur","Shri Krushna Chandra Gajapati College, Paralakhemundi, Odisha",Arts,"Madhusudan Law College, Cuttack, Utkal University",1969,1973,Odisha,No,Yes,No
Nityananda Prusty,Male,1946-10-16T00:00:00Z,Odisha,"Malapada, Jajpur",2004-07-14T00:00:00Z,2008-10-15T00:00:00Z,No,No,Orissa,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,"N.C. High School, Jajpur","S.C.S. College, Puri",Philosophy (Hons.),"Madhusudan Law College, Cuttack, Utkal University",1971,1972,Odisha,No,No,No
Pradip Kumar Mohanty,Male,1955-06-10T00:00:00Z,Odisha,Cuttack,2002-03-07T00:00:00Z,2017-06-09T00:00:00Z,No,No,Orissa,Yes,Jharkhand,2016-04-11T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Ravenshaw Collegiate School, Cuttack","Ravenshaw College, Cuttack",Commerce,"Madhusudan Law College, Cuttack, Utkal University",1978,1978,Odisha,No,No,No
Pradipta Ray,Male,1942-04-30T00:00:00Z,Not Available,Not Available,1994-12-19T00:00:00Z,2003-01-07T00:00:00Z,No,No,Calcutta,Yes,Orissa,1995-01-09T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1969,West Bengal,No,Yes,No
