Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Gauri Shanker Sarraf,Male,1948-07-01T00:00:00Z,Not Available,Not Available,2006-01-20T00:00:00Z,2010-06-30T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Arts,Not Available,Not Available,Not Available,Not Available,No,No,Yes
Guman Singh,Male,1948-02-06T00:00:00Z,Not Available,Not Available,2007-03-12T00:00:00Z,2010-02-05T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Arts,Not Available,Not Available,Not Available,Not Available,No,No,No
Gyan Sudha Mishra,Female,1949-04-28T00:00:00Z,Not Available,Not Available,1994-03-16T00:00:00Z,2014-04-27T00:00:00Z,No,No,Patna,Yes,Rajasthan,1994-04-21T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Patna University,Political Science,Patna University,Not Available,1972,Bihar,No,Yes,No
Himmat Ram Panwar,Male,1948-02-11T00:00:00Z,Not Available,Not Available,2001-01-11T00:00:00Z,2010-02-10T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1982,Rajasthan,No,No,No
Jitendra Rai Goyal,Male,1948-04-04T00:00:00Z,Not Available,Not Available,2005-02-02T00:00:00Z,2010-04-03T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1971,Rajasthan,No,No,No
Jogindra Singh Siddhu,Male,1937-01-30T00:00:00Z,Not Available,Not Available,1994-06-20T00:00:00Z,1999-01-29T00:00:00Z,No,No,Punjab and Haryana,Yes,Allahabad,1994-07-21T00:00:00Z,Rajasthan,1996-10-11T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1963,Not Available,No,No,No
Karni Singh Rathore,Male,1948-04-15T00:00:00Z,Not Available,Not Available,2000-10-30T00:00:00Z,2010-04-14T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1977,Rajasthan,No,No,No
Manak Lal Mohta,Male,1947-07-01T00:00:00Z,Not Available,Not Available,2005-02-02T00:00:00Z,2009-06-30T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Commerce,Not Available,Not Available,1971,Rajasthan,No,No,No
Narayan Prasad Gupta,Male,1948-01-21T00:00:00Z,Not Available,Not Available,2000-01-20T00:00:00Z,2010-01-20T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1969,Rajasthan,No,No,No
Narendra Kumar Jain,Male,1952-10-08T00:00:00Z,Rajasthan,Tonk,2004-09-02T00:00:00Z,2014-10-07T00:00:00Z,No,No,Rajasthan,Yes,Sikkim,2013-09-30T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Sikkim,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Tonk District,Tonk District,Commerce,University of Delhi,1977,1978,Rajasthan,No,No,No
Narendra Narain Mathur,Male,1945-02-20T00:00:00Z,Not Available,Not Available,1994-01-31T00:00:00Z,2007-02-19T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,1994-02-15T00:00:00Z,Rajasthan,1999-02-24T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1970,Not Available,No,No,No
Pradipkumar Bhadrayulal Majmudar,Male,1950-09-09T00:00:00Z,Not Available,Not Available,1999-09-17T00:00:00Z,2012-09-08T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2007-04-10T00:00:00Z,Bombay,2008-04-25T00:00:00Z,Gujarat,2012-05-22T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,The Maharaja Sayajirao University of Baroda,Commerce,The Maharaja Sayajirao University of Baroda,Not Available,1974,Gujarat,No,No,No
Prakash Chandra Tatia,Male,1951-08-04T00:00:00Z,Not Available,Not Available,2001-01-11T00:00:00Z,2013-08-03T00:00:00Z,No,No,Rajasthan,Yes,Jharkhand,2011-04-11T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Jharkhand,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,Jodhpur University,1975,1975,Rajasthan,No,No,No
Prem Krishan Palli,Male,1936-10-26T00:00:00Z,Not Available,Not Available,1994-02-14T00:00:00Z,1998-10-25T00:00:00Z,No,No,Punjab and Haryana,Yes,Rajasthan,1994-03-01T00:00:00Z,Himachal Pradesh,1996-04-02T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1961,Punjab,No,No,No
Prem Shankar Asopa,Male,1951-09-30T00:00:00Z,Not Available,Not Available,2005-06-13T00:00:00Z,2013-09-29T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1974,Rajasthan,No,No,No
R.R. Yadav,Male,1940-08-01T00:00:00Z,Not Available,Not Available,1994-02-01T00:00:00Z,2002-07-31T00:00:00Z,No,No,Allahabad,Yes,Rajasthan,1994-02-15T00:00:00Z,Allahabad,2001-06-01T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1964,Not Available,No,No,No
Rajendra Mal Lodha,Male,1949-09-28T00:00:00Z,Rajasthan,Jodhpur,1994-01-31T00:00:00Z,2014-09-27T00:00:00Z,No,No,Rajasthan,Yes,Bombay,1994-02-16T00:00:00Z,Rajasthan,2007-02-02T00:00:00Z,Not Applicable,Not Applicable,Yes,Patna,Not Applicable,Not Applicable,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,University of Jodhpur,Science,University of Jodhpur,Not Available,1973,Rajasthan,No,No,No
Rattan Chand Gandhi,Male,1948-01-22T00:00:00Z,Not Available,Not Available,1995-01-06T00:00:00Z,2010-01-21T00:00:00Z,No,No,J & K and Ladakh,Yes,Rajasthan,2006-01-17T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1974,Jammu and Kashmir,No,Yes,No
Satyaprakash Pathak,Male,1948-12-15T00:00:00Z,Not Available,Not Available,2005-02-02T00:00:00Z,2010-12-14T00:00:00Z,No,No,Rajasthan,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1973,Rajasthan,No,No,No
Shiv Kishore Keshote,Male,1944-01-01T00:00:00Z,Not Available,Not Available,1994-01-31T00:00:00Z,2005-12-31T00:00:00Z,No,No,Rajasthan,Yes,Allahabad,1994-02-17T00:00:00Z,Gujarat,1994-12-13T00:00:00Z,Rajasthan,2001-05-27T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1968,Not Available,No,No,No
Vishwanath Gopal Palshikar,Male,1945-01-07T00:00:00Z,Not Available,Not Available,1994-01-20T00:00:00Z,2007-01-06T00:00:00Z,No,No,Bombay,Yes,Rajasthan,1994-02-14T00:00:00Z,Bombay,2001-06-01T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1968,Not Available,No,No,No
