Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
B. Krishna Mohan,Male,1965-02-05T00:00:00Z,Andhra Pradesh,Guntur,2020-05-02T00:00:00Z,2027-02-04T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Yes,"Majeti Guruvaiah High School, Guntur","Hindu College, Guntur",Science,"Andhra Christian Law College, Guntur affiliated to Acharya Nagarjuna University",1989,1989,Andhra Pradesh,No,No,No
B.K.Somasekhara,Male,1936-01-27T00:00:00Z,Karnataka,Doddaballapur,1994-02-25T00:00:00Z,1998-01-27T00:00:00Z,No,No,Karnataka,Yes,Andhra Pradesh,1994-03-21T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,1959,1960,Karnataka,Not Available,Not Available,Not Available
B.N.Rao Nalla,Male,1951-06-12T00:00:00Z,Telangana,Karimnagar,2009-10-14T00:00:00Z,2013-06-11T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,"M.P.H.S.S.(Multi Purpose Higher Secondary School), Jagtiyal","City College, Hyderabad",Not Available,University of Bombay,Not Available,1978,Bombay Later shifted to Andhra Pradesh,No,No,Yes
B.S.Raikote,Male,1937-10-07T00:00:00Z,Karnataka,Gulbarga District,1994-03-21T00:00:00Z,1999-10-07T00:00:00Z,No,No,Karnataka,Yes,Andhra Pradesh,1994-03-21T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
B.V.Ranga Raju,Male,1936-07-12T00:00:00Z,Andhra Pradesh,Visakhapatnam,1996-07-17T00:00:00Z,1998-07-11T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,Not Available,Not Available,Not Available,Andhra University,1955,Not Available,Not Available,Not Available,Not Available,Not Available
Battu Devanand,Male,1966-04-14T00:00:00Z,Andhra Pradesh,Krishna,2020-01-13T00:00:00Z,2028-04-13T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,"A.N.R. College, Gudivada","A.N.R. College, Gudivada",Arts,"College of Law, Andhra University, Visakhapatnam",Not Available,1989,Andhra Pradesh,No,No,No
Bejaram Chandra Kumar,Male,1953-01-07T00:00:00Z,Not Available,Adilabad,2010-11-26T00:00:00Z,2015-01-06T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,Not Available,Not Available,Not Available,Osmania University,1978,Not Available,Andhra Pradesh,No,No,No
C. Praveen Kumar,Male,1961-02-26T00:00:00Z,Not Available,Hyderabad,2012-06-29T00:00:00Z,2023-02-25T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Little Flower High School, Hyderabad","Nizam College, Hyderabad",Science,"University College of law, Osmania University, Hyderabad",Not Available,1986,Andhra Pradesh,No,No,No
C.V.N.Sastri,Male,1938-07-02T00:00:00Z,Andhra Pradesh,Eluru,1995-05-02T00:00:00Z,2000-07-02T00:00:00Z,No,Not Available,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,1967,Andhra Pradesh,Not Available,Not Available,Not Available
C.V.Nagarjuna Reddy,Male,1956-12-05T00:00:00Z,Andhra Pradesh,Kadapa,2008-04-10T00:00:00Z,2008-12-04T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Available,Not Applicable,Not Available,Not Available,Andhra Pradesh,No,No,No
Chagari Praveen Kumar,Male,1961-02-26T00:00:00Z,Telangana,Hyderabad,2013-12-04T00:00:00Z,2023-02-23T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,Little Flower College,"Nizam College, Hyderabad",Science,"University College of law, Osmania University, Hyderabad",Not Available,1986,Andhra Pradesh,No,No,No
Cheekati Manavendranath Roy,Male,1964-05-21T00:00:00Z,Andhra Pradesh,Vizianagaram,2019-06-20T00:00:00Z,2026-05-26T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Government Junior College, Parvathipuram","S.V. Degree College, Parvathipuram",Not Available,"M.V.P. Law College, Vizag",Not Available,1988,Andhra Pradesh,No,No,No
D.H.Nasir,Male,1936-01-02T00:00:00Z,Gujarat,Surat,1995-01-23T00:00:00Z,1998-01-02T00:00:00Z,No,No,Gujarat,Yes,Andhra Pradesh,1995-03-23T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1974,Gujarat,Not Available,Not Available,Not Available
D.Seshadri Naidu,Male,1962-06-19T00:00:00Z,Andhra Pradesh,Chitoor,2013-09-21T00:00:00Z,2021-08-18T00:00:00Z,No,Yes,Andhra Pradesh,Yes,Kerala,2014-06-30T00:00:00Z,Bombay,2019-03-01T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,Not Available,Andhra University,Not Available,"Sri Venkateswara University, Tirupathi",Not Applicable,1997,Andhra Pradesh,No,No,No
D.V.S.S. Somayajulu,Male,1961-09-26T00:00:00Z,Andhra Pradesh,Not Available,2017-09-21T00:00:00Z,2023-09-25T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Yes,Not Available,"Dr.L.B. College, Visakhapatnam",Commerce,"Andhra University, Visakhapatnam",Not Available,Not Available,Andhra Pradesh,No,No,No
Dilip Babasaheb Bhosale,Male,1956-10-24T00:00:00Z,Maharashtra,Satara Dist.,2001-01-22T00:00:00Z,2018-10-23T00:00:00Z,No,No,Bombay,Yes,Karnataka,2012-01-06T00:00:00Z,Andhra Pradesh,2015-05-07T00:00:00Z,Allahabad,2016-07-30T00:00:00Z,Yes,Allahabad,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Yes,NA,"Government Law College, Mumbai",Not Available,"Government Law College, Mumbai",Not Available,1980,Maharashtra,No,No,No
Donadi Ramesh,Male,1965-06-27T00:00:00Z,Andhra Pradesh,Chitoor,2020-01-13T00:00:00Z,2027-06-26T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Sri Venkateswara Arts College,Arts,"V.R.Law College, Nellore",1990,1990,Andhra Pradesh,No,No,No
G. Shyam Prasad,Male,1958-09-27T00:00:00Z,Andhra Pradesh,Guntur,2016-05-20T00:00:00Z,2020-09-26T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,"Sri Pulipaka Kamala Hanumantaraya High School, Guntur","Hindu College, Guntur",Commerce,"V.R. Law College, Nellore",Not Available,Not Available,Andhra Pradesh,No,No,No
G.Krishna Mohan Reddy,Male,1951-02-11T00:00:00Z,Andhra Pradesh,Nellore,2011-01-20T00:00:00Z,2013-02-10T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,Not Available,"Arts College, Ananthapur",Science,S.V.University Law College at Ananthapur.,Not Available,1976,Andhra Pradesh,No,No,No
Gunda Chandraiah,Male,1954-05-10T00:00:00Z,Andhra Pradesh,Adilabad District,2005-05-26T00:00:00Z,2016-05-09T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"Z.P.H.S., Tapalapur","Government Arts and Science College, Adilabad",Not Available,"Osmania University, Hyderabad",Not Available,Not Available,Andhra Pradesh,No,Yes,Yes
I. Venkatanarayana,Male,1940-04-02T00:00:00Z,Andhra Pradesh,Chittoor,1999-05-17T00:00:00Z,2002-04-02T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,Yes,Yes,Yes,District Board High School,"Pachiyappa’s College, Madras University",Not Available,Delhi University,Not Available,Not Available,Andhra Pradesh,No,No,Yes
J. Uma Devi,Female,1959-09-26T00:00:00Z,Andhra Pradesh,Ananthapur,2017-09-17T00:00:00Z,2021-09-25T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,Not Available,Not Available,Commerce,"Sri Krishna Devaraya University, Ananthapur",1986,1986,Andhra Pradesh,No,No,Yes
Jitendra Kumar Maheshwari,Male,1961-06-29T00:00:00Z,Madhya Pradesh,"Jaura, District Morena",2005-11-25T00:00:00Z,2023-06-28T00:00:00Z,No,No,Madhya Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Andhra Pradesh,Sikkim,Not Applicable,Yes,2021-08-31T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,Yes,Not Available,Not Available,Not Available,Jiwaji University,1985,1985,Madhya Pradesh,No,No,Yes
Joymalya Bagchi,Male,1966-10-03T00:00:00Z,West Bengal,Not Available,2011-06-27T00:00:00Z,2028-10-02T00:00:00Z,No,No,Calcutta,Yes,Andhra Pradesh,2021-01-04T00:00:00Z,Calcutta,2021-11-08T00:00:00Z,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,No,No,Calcutta Boys' School,Not Available,Not Available,Calcutta University,1991,1991,West Bengal,No,No,No
K. Vijaya Lakshmi,Female,1960-09-20T00:00:00Z,Not Available,Not Available,2017-09-21T00:00:00Z,2022-09-19T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Not Available,"Sir C. Ramalinga Reddy Law College, Eluru",Not Available,Not Available,Andhra Pradesh,No,No,Yes
K.B.Siddappa,Male,1938-07-01T00:00:00Z,Andhra Pradesh,Anantapur District,1995-07-14T00:00:00Z,2000-07-01T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
K.Chandra Bhanu,Male,1953-07-15T00:00:00Z,Andhra Pradesh,Not Available,2002-12-02T00:00:00Z,2015-07-14T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Municipal Town High School, Rajahmundry","Government College, Rajahmundry",Arts,"Andhra University, Visakhapatnam",Not Available,1977,Andhra Pradesh,No,No,No
K.G.Shankar,Male,1952-11-26T00:00:00Z,Andhra Pradesh,Not Available,2010-11-15T00:00:00Z,2014-11-25T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,Yes,"PVR High School, Ongole","Government Arts College, Srikakulam (Andhra University)",Commerce,"Andhra University Law College, Visakhapatnam",1976,1976,Andhra Pradesh,No,No,Yes
K.S.Appa Rao,Male,1951-03-05T00:00:00Z,Andhra Pradesh,Rajahmundry,2011-01-20T00:00:00Z,2013-03-04T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,D.R. Goenka Government College,Commerce,Andhra University,Not Available,1975,Andhra Pradesh,No,No,Yes
K.S.Shrivastav,Male,1938-03-03T00:00:00Z,Not Available,Not Available,1994-09-27T00:00:00Z,2000-03-03T00:00:00Z,No,No,Madhya Pradesh,Yes,Andhra Pradesh,1994-10-06T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
K.Suresh Reddy,Male,1964-12-07T00:00:00Z,Andhra Pradesh,Anantapuramu District,2020-05-02T00:00:00Z,2026-12-06T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,Zilla Parishad High School,Government Arts College,Arts,"Gulbarga University, Karnataka",Not Available,1989,Andhra Pradesh,No,No,No
Kalyan Jyoti Sengupta,Male,1953-05-07T00:00:00Z,West Bengal,"Baidyapur, Tenya, Murshidabad",1997-07-17T00:00:00Z,2015-05-06T00:00:00Z,No,No,Calcutta,Yes,Uttarakhand,2012-10-18T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Andhra Pradesh,Not Applicable,Not Applicable,No,Not Applicable,Bar,Yes,Yes,No,No,Yes,No,No,No,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,West Bengal,No,No,No
L.Narasimha Reddy,Male,1953-08-01T00:00:00Z,Telangana,"Gavicherla Village, Warangal District",2002-07-31T00:00:00Z,2015-07-31T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Patna,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,No,Yes,"Zilla Parishad High School, Sanghem","C.K.M. College, Warangal",Science,"Osmania University, Hyderabad",Not Available,1979,Andhra Pradesh,No,No,Yes
Lalitha Kanneganti,Female,Not Available,Andhra Pradesh,Guntur,2020-05-02T00:00:00Z,2033-05-04T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,Yes,Yes,Not Applicable,No,No,No,No,No,No,St. Theresa’s – Erragadda,Sarojini Naidu Vanita Mahavidyalaya – Nampally,Arts,"Padala Rami Reddy Law College, Osmania University",Not Available,1994,Andhra Pradesh,No,No,No
M. Ganga Rao,Male,1961-04-08T00:00:00Z,Andhra Pradesh,Anantapuram,2017-09-21T00:00:00Z,2023-04-07T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,"Zilla Parishad High School, Pendekal","Government Degree College, Anantapuramu",Commerce,Osmania University,1987,1988,Andhra Pradesh,No,Yes,No
M. Satyanarayana Murthy,Male,1960-06-14T00:00:00Z,Andhra Pradesh,Machilipatnam,2016-03-02T00:00:00Z,2021-10-23T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,"Andhra Jatiya Kalasala, Machilipatnam",Commerce,"Sir C.R.Reddy Law College, Eluru",Not Available,Not Available,Andhra Pradesh,No,No,No
M. Seetharama Murti,Male,Not Available,Not Available,Not Available,2013-10-23T00:00:00Z,Not Available,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Andhra University,Science,Andhra University,Not Available,Not Available,Andhra Pradesh,No,No,No
M.H.S.Ansari,Male,1943-03-20T00:00:00Z,Not Available,Not Available,1995-05-02T00:00:00Z,2005-03-20T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Nizam College,Science,Osmania University,1965,1966,Andhra Pradesh,No,No,No
M.S. Shri Ramachandra Rao,Male,1966-08-07T00:00:00Z,Telangana,Hyderabad,2013-12-04T00:00:00Z,2028-08-06T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Little Flower College,Bhavans New Science College,Science,Osmania University,1989,1989,Andhra Pradesh,Yes,No,Yes
