Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Basavaraj Patil,Male,1959-01-20T00:00:00Z,Not Available,Not Available,2016-11-14T00:00:00Z,2021-01-21T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,"University Law College, Dharwad",1983,1983,Karnataka,No,No,Yes
Bijoor Manohar,Male,1955-07-20T00:00:00Z,Not Available,Not Available,2010-03-12T00:00:00Z,2017-07-19T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1983,Karnataka,No,No,No
Boregowda Gowda,Male,1956-06-16T00:00:00Z,Not Available,Not Available,2008-06-02T00:00:00Z,2018-06-15T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Business Management,Not Available,Not Available,1982,Karnataka,No,No,No
R. B. Budihal,Male,1956-10-01T00:00:00Z,Not Available,Not Available,2013-10-24T00:00:00Z,2018-09-30T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1983,Karnataka,No,No,No
C. N. Ashwathnarayana Rao,Male,1936-11-26T00:00:00Z,Not Available,Not Available,1994-11-30T00:00:00Z,1998-11-27T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,"Maharaja's College, 
Mysore",Not Available,"Government Law College, Bangalore",Not Available,1957,Karnataka,No,No,No
Chikka Rachappa Kumaraswamy,Male,1953-08-25T00:00:00Z,Not Available,Not Available,2005-03-07T00:00:00Z,2015-08-24T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1983,Karnataka,No,No,No
Chandrashekharaiah,Male,1942-05-20T00:00:00Z,Not Available,Not Available,1995-12-18T00:00:00Z,2004-05-21T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,1969,Karnataka,No,No,No
Dhirendra Waghela,Male,1954-08-11T00:00:00Z,Gujarat,Rajkot,1999-09-17T00:00:00Z,2016-08-10T00:00:00Z,No,No,Gujarat,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Yes,Bombay,Orissa,Karnataka,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,P.D.Malaviya Commerce College,Commerce,Saurashtra University,1975,1975,Gujarat,No,No,Yes
D. V. Shylendra Kumar,Male,1951-09-05T00:00:00Z,Not Available,Not Available,2000-12-11T00:00:00Z,2013-09-06T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1976,Not Available,No,No,No
Deepak Verma,Male,1947-08-28T00:00:00Z,Madhya Pradesh,Jabalpur,2008-01-02T00:00:00Z,2012-08-28T00:00:00Z,No,No,Madhya Pradesh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Yes,Rajasthan,Not Applicable,Not Applicable,Yes,2009-05-11T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,"Naveen Vidya Bhavan, Jabalpur","St. Aloysius College, Jabalpur",Arts,Jabalpur University,Not Available,1972,Madhya Pradesh,No,No,No
"Dilip Babasaheb 
Bhosale",Male,1956-10-24T00:00:00Z,Maharashtra,Satara,2001-01-22T00:00:00Z,2018-10-23T00:00:00Z,No,No,Bombay,Yes,Karnataka,2012-01-06T00:00:00Z,Telangana,2014-12-01T00:00:00Z,Allahabad,2016-07-30T00:00:00Z,Yes,Allahabad,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,"Government Law College, 
Mumbai",Arts,"GLC, Mumbai",Not Available,1980,Maharashtra,No,No,No
Dinesh Maheshwari,Male,1958-04-15T00:00:00Z,Rajasthan,Udaipur,2004-09-02T00:00:00Z,2023-05-14T00:00:00Z,No,No,Rajasthan,Yes,Allahabad,2014-07-19T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Meghalaya,Karnataka,Not Applicable,Yes,2019-01-18T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"Maharaja College, Rajasthan University",Science (Hons.),Jodhpur University,1980,1981,Rajasthan,No,No,No
Dixit Krishna Shripad,Male,1964-07-20T00:00:00Z,Not Available,Not Available,2018-02-14T00:00:00Z,2026-07-19T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Karnataka,No,No,No
Engalaguppe Indiresh,Male,1972-04-16T00:00:00Z,Not Available,Not Available,2020-01-07T00:00:00Z,2034-04-15T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,"Yuvaraja’s College, Mysore",Science,"Sharada Vilas College, Mysore",Not Available,Not Available,Not Available,No,No,No
G. Narendar,Male,1964-01-10T00:00:00Z,Not Available,Not Available,2015-01-02T00:00:00Z,2026-01-10T00:00:00Z,No,No,Karnataka,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,Not Available,Not Available,No,No,No
G. Patri Basavana Goud,Male,1940-04-29T00:00:00Z,Not Available,Not Available,1997-01-01T00:00:00Z,2002-04-30T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,"Government Law College, Bangalore",Not Available,1962,Not Available,No,No,No
Gopi Chand Bharuka,Male,1941-06-15T00:00:00Z,Not Available,Not Available,1994-06-13T00:00:00Z,2003-06-16T00:00:00Z,No,No,Patna,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Available,No,No,No,No,No,Not Available,Not Available,Not Available,Ranchi University,Not Available,1968,Bihar,No,Not Available,Yes
H. Rangavittalachar,Male,1942-03-12T00:00:00Z,Not Available,Not Available,1997-06-11T00:00:00Z,2004-03-13T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Vijaya College,Not Available,"Government Law College, Bangalore",Not Available,1966,Karnataka,No,No,No
Hosur Prabhakara Sastry,Male,1962-04-04T00:00:00Z,Karnataka,Davangare,2017-02-21T00:00:00Z,2024-04-03T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,"R.L. Law College, Davangare",Not Available,1991,Karnataka,No,Yes,Yes
Humchadakatte Ramesh,Male,1957-01-16T00:00:00Z,Karnataka,Not Available,2003-05-12T00:00:00Z,2019-01-15T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1982,Karnataka,No,No,No
Handyala Dattu,Male,1950-12-03T00:00:00Z,Not Available,Not Available,1995-12-18T00:00:00Z,2015-12-02T00:00:00Z,No,No,Karnataka,Yes,Kerala,2007-05-18T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Chhattisgarh,Not Applicable,Not Applicable,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1975,Karnataka,No,No,No
H.N. Nagamohan Das,Male,1952-02-12T00:00:00Z,Not Available,Not Available,2004-10-21T00:00:00Z,2014-02-13T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1977,Not Available,No,No,No
H. N. Narayan,Male,1941-03-18T00:00:00Z,Not Available,Not Available,1994-11-30T00:00:00Z,2003-03-19T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1969,Karnataka,No,No,No
H. S. Kempanna,Male,1952-04-04T00:00:00Z,Not Available,Not Available,2010-03-12T00:00:00Z,2014-04-04T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1976,Karnataka,No,No,No
Hanchate Sanjeevkumar,Male,1971-05-13T00:00:00Z,Not Available,Not Available,2020-05-04T00:00:00Z,2033-05-12T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Hanumappa Bilappa,Male,1954-10-08T00:00:00Z,Not Available,Not Available,2003-09-08T00:00:00Z,2016-10-07T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1978,Karnataka,No,No,No
Harekoppa Thimanna Narendra Prasad,Male,1966-06-01T00:00:00Z,Not Available,Not Available,2018-06-02T00:00:00Z,2027-06-01T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,No
Harinath Tilhari,Male,1939-05-11T00:00:00Z,Not Available,Not Available,1994-05-11T00:00:00Z,2001-05-12T00:00:00Z,No,No,Allahabad,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1961,Uttar Pradesh,No,No,No
Hemant Chandangoudar,Male,1969-09-28T00:00:00Z,Not Available,Not Available,2019-11-11T00:00:00Z,2031-09-27T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1994,Not Available,No,No,No
Hethur Puttaswamygowda Sandesh,Male,1964-12-02T00:00:00Z,Karnataka,Hethur,2018-11-03T00:00:00Z,2026-11-02T00:00:00Z,No,No,Karnataka,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,M. Krishna Law College,1992,Not Available,Not Available,No,No,No
Huluvadi G. Ramesh,Male,1957-05-20T00:00:00Z,Not Available,Not Available,2003-09-08T00:00:00Z,2019-05-19T00:00:00Z,No,No,Karnataka,Yes,Allahabad,2015-02-16T00:00:00Z,Madras,2016-04-11T00:00:00Z,Madhya Pradesh,2018-11-15T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1981,Karnataka,No,No,Yes
