Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Najmi Waziri,Male,1961-07-15T00:00:00Z,NA,NA,2013-04-17T00:00:00Z,2023-07-14T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Boys’ High School, Allahabad","St. Stephen's College, Delhi University",Arts (Philosophy),Delhi University,1986,1987,Delhi,Yes,No,Yes
Sanjeev Sachdeva,Male,1964-12-26T00:00:00Z,Delhi,Delhi,2013-04-17T00:00:00Z,2026-12-25T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,Yes,"Delhi Public School, Mathura Road","Sri Ram College of Commerce, Delhi University",Commerce,Delhi University,1988,1988,Delhi,No,No,No
Vibhu Bakhru,Male,1966-11-02T00:00:00Z,Maharashtra,Nagpur,2013-04-17T00:00:00Z,2028-11-01T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,Yes,"Delhi Public School, Mathura Road",Delhi University,Commerce,NA,1990,1990,Delhi,No,No,No
V. Kameshwar Rao,Male,1965-08-07T00:00:00Z,NA,NA,2013-04-17T00:00:00Z,2027-08-06T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,Yes,NA,Delhi University,Arts (Geography),Delhi University,1990,1991,Delhi,No,No,No
Anu Malhotra,Female,1960-11-27T00:00:00Z,Gujarat,Ahmedabad,2016-11-08T00:00:00Z,2022-11-26T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA","Duruelo Convent, Bandra, Bombay and Junior College from Mithibai College of Science, Bombay","Daulat Ram College, University of Delhi",Science,Delhi University,1983,NA,NA,No,No,No
Yogesh Khanna,Male,1961-12-31T00:00:00Z,NA,NA,2016-11-08T00:00:00Z,2023-12-30T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,Delhi University,Commerce,Delhi University,1986,1986,NA,No,No,No
Rekha Palli,Female,1963-03-09T00:00:00Z,NA,NA,2017-05-15T00:00:00Z,2025-03-08T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,Lady Irwin School,Hindu College,Science,Delhi University,1986,1986,Delhi,No,No,No
Pratibha M. Singh,Female,1968-07-20T00:00:00Z,NA,NA,2017-05-15T00:00:00Z,2030-07-19T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,NA,Integrated Law,"University Law College, Bangalore",NA,1991,Karnataka,Yes,No,Yes
Navin Chawla,Male,1969-08-07T00:00:00Z,Delhi,Delhi,2017-05-15T00:00:00Z,2031-08-06T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Delhi Public School, Mathura Road",Delhi University,Commerce,Delhi University,1993,1993,Delhi,No,No,No
C. Hari Shankar,Male,1968-05-04T00:00:00Z,Delhi,Delhi,2017-05-15T00:00:00Z,2030-05-03T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,St. Columba's School,"Kirori Mal College, Delhi University",Science (Chemistry),Delhi University,1993,NA,NA,No,No,No
Subramonium Prasad,Male,1967-06-22T00:00:00Z,NA,NA,2018-06-04T00:00:00Z,2029-06-21T00:00:00Z,No,No,Madras,Yes,Delhi,2020-03-13T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,Delhi University,Commerce,Delhi University,1990,NA,NA,No,No,No
Jyoti Singh,Female,1996-10-01T00:00:00Z,NA,NA,2018-10-22T00:00:00Z,2058-09-30T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,No,No,NA,"Kirori Mal College, Delhi University",Botany,Delhi University,NA,NA,Delhi,No,No,No
Prateek Jalan,Male,1970-04-04T00:00:00Z,West Bengal,Calcutta,2018-10-22T00:00:00Z,2032-04-03T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,"Modern School, New Delhi","Hindu College, University of Delhi",NA,"Trinity College, University of Cambridge",NA,1992,NA,Yes,No,Yes
Anup Jairam Bhambani,Male,1965-12-05T00:00:00Z,NA,NA,2018-10-22T00:00:00Z,2027-12-04T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,"Springdales School, New Delhi",NA,NA,Delhi University,1992,1992,Delhi,No,Yes,No
Sanjeev Narula,Male,1970-08-24T00:00:00Z,NA,NA,2018-10-22T00:00:00Z,2032-08-23T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,St. Mary's Presentation Convent School,"Kirorimal College, Univeristy of Delhi",Science (Computer Science),"Faculty of Jammu, Unviersity of Jammu",1994,1995,Delhi,No,No,No
Manoj Kumar Ohri,Male,1969-11-12T00:00:00Z,Delhi,New Delhi,2018-11-20T00:00:00Z,2031-11-11T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,University of Delhi,Science (Physics),Delhi University,1995,1995,Delhi,Yes,Yes,No
Talwant Singh,Male,1961-06-04T00:00:00Z,Punjab,"Village Bahla, Hoshiarpur",2019-05-27T00:00:00Z,2023-06-03T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"N P Boys Higher Secondary School, Mandir Marg, New Delhi","SGTB Khalsa College, Delhi University",Commerce,Meerut University,1986,1986,Delhi,No,Yes,No
Rajnish Bhatnagar,Male,1962-06-14T00:00:00Z,NA,NA,2019-05-27T00:00:00Z,2024-06-13T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,Delhi University,Science (Computer Science),Delhi University,1987,1987,Delhi,No,No,No
Asha Menon,Female,1960-09-17T00:00:00Z,Kerela,Pattambi,2019-05-27T00:00:00Z,2022-09-16T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Kendriya Vidyalaya, Sector IV, R.K. Puram, New Delhi","Lady Shri Ram College, University of Delhi",Economics,University of Delhi,1982,1982,Delhi,No,No,Yes
Jasmeet Singh,Male,1968-02-26T00:00:00Z,Delhi,Delhi,2021-02-24T00:00:00Z,2030-02-25T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"St. Xavier's School, New Delhi","Hindu College, University of Delhi",Commerce,University of Delhi,1992,1992,Delhi,No,No,No
Amit Bansal,Male,1969-02-08T00:00:00Z,Delhi,Delhi,2021-02-24T00:00:00Z,2031-02-07T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Modern School, Vasant Vihar, New Delhi","Shri Ram College of Commerce, University of Delhi",Commerce,University of Delhi,1993,1993,Delhi,Yes,No,Yes
Hima Kohli,Female,1959-09-02T00:00:00Z,Delhi,Delhi,2006-05-29T00:00:00Z,2021-09-01T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Telengana,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,No,"St. Thomas School, New Delhi","St. Stephens College, University of Delhi",History,University of Delhi,1984,1984,Delhi,No,Yes,No
Brijesh Sethi,Male,1955-11-30T00:00:00Z,Delhi,Delhi,2019-05-27T00:00:00Z,2017-11-29T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA","St. Xavier's, Kanpur","Christ Church College, Kanpur",NA,University of Delhi,1982,"NA","NA",No,No,No
A.K. Chawla,Male,1958-10-20T00:00:00Z,Haryana,Ambala,2016-11-08T00:00:00Z,2020-10-19T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Kendriya Vidyalaya,NA,Science,Kurukshetra University,1982,NA,NA,No,No,No
Sangita Dhingra Sehgal,Female,1958-06-20T00:00:00Z,Chandigarh,Chandigarh,2014-12-15T00:00:00Z,2020-05-30T00:00:00Z,No,Yes,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA",NA,NA,NA,University of Delhi,1981,"NA","NA",No,Yes,Yes
Inder Singh Mehta,Male,1958-04-06T00:00:00Z,Himachal Pradesh,"Village Lippa, Tehsil Moorang, District Kinnaur",2014-12-15T00:00:00Z,2020-04-05T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Vishesh Kendriya Vidyalaya, Janakpuri, Delhi","Hans Raj College, University of Delhi",NA,University of Delhi,1982,1982,Delhi,No,No,No
G. S. Sistani,Male,1958-03-11T00:00:00Z,NA,NA,2006-05-29T00:00:00Z,2020-03-10T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,Yes,"Frank Anthony Public School, New Delhi","Hindu College, University of Delhi",NA,NA,1982,1982,Delhi,No,No,No
Dr. S. Muralidhar,Male,1961-08-08T00:00:00Z,NA,NA,2006-05-29T00:00:00Z,2023-08-07T00:00:00Z,No,No,Delhi,Yes,Punjab and Haryana,2020-03-06T00:00:00Z,NA,NA,NA,NA,Yes,Orissa,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,"Vivekananda College, Chennai",Science (Chemistry),University of Madras,NA,1984,Madras,No,No,Yes
Chander Shekhar,Male,1958-01-26T00:00:00Z,Himachal Pradesh,"Hasole (Chokath), Tehsil Dehra, District Kangra,",2016-11-08T00:00:00Z,2020-01-25T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Harcourt Butler Sr. Secondary School, New Delhi",University of Delhi,Commerce,University of Delhi,NA,1982,Delhi,No,No,No
R.K. Gauba,Male,1957-12-04T00:00:00Z,NA,NA,2014-12-15T00:00:00Z,2019-12-03T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA","""mainly from"" Kendriya Vidyalaya",Osmania University,NA,Jabalpur University,NA,NA,NA,No,No,No
Sunil Gaur,Male,1957-08-23T00:00:00Z,NA,NA,2008-04-11T00:00:00Z,2019-08-22T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinod Goel,Male,1957-08-07T00:00:00Z,Haryana,Hassanpur,2016-11-08T00:00:00Z,2019-08-06T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Government High School, Hassanpur","Vaish College, Maharishi Dayanand Univeristy, Rohtak",Commerce,Panjab University,1980,1982,Punjab & Haryana,No,No,No
A.K. Pathak,Male,1957-07-11T00:00:00Z,NA,NA,2009-05-14T00:00:00Z,2019-07-10T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,NA,Science,NA,NA,1980,Delhi,No,No,No
Rajendra Menon,Male,1957-06-07T00:00:00Z,NA,NA,2002-04-01T00:00:00Z,2019-06-06T00:00:00Z,No,No,Madhya Pradesh,No,NA,NA,NA,NA,NA,NA,Yes,Patna,Delhi,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,No,NA,"Govt. Science College, Jabalpur under Rani Durgawati University (Jabalpur)",Science,NSE Law College (Jabalpur),1981,NA,NA,No,No,No
S. Ravindra Bhat,Male,1958-10-21T00:00:00Z,Karnataka,Mysore,2004-07-16T00:00:00Z,2020-10-20T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Rajasthan,NA,NA,Yes,2019-09-23T00:00:00Z,Bar,No,Yes,No,"NA",No,No,No,No,No,"Central School, Faridabad","Hindu College, University of Delhi",Arts (English Literature),University of Delhi,1982,1982,Delhi,No,No,No
Valmiki J Mehta,Male,1959-06-06T00:00:00Z,Maharashtra,Mumbai,2009-04-15T00:00:00Z,2019-03-01T00:00:00Z,Yes,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,"Kendriya Vidyalaya, Vishakhapatnam","Sri Venkateshwara College, Delhi University",Commerce,University of Delhi,NA,1982,Delhi,No,No,No
Sanjiv Khanna,Male,1960-05-14T00:00:00Z,NA,NA,2005-06-24T00:00:00Z,2022-05-13T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,2019-01-18T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Delhi University,NA,Delhi University,NA,1983,Delhi,No,No,No
Pratibha Rani,Female,1956-08-25T00:00:00Z,NA,NA,2011-10-17T00:00:00Z,2018-08-24T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,"Lady Shri Ram College, Delhi University",NA,Delhi University,1978,NA,NA,No,No,No
P.S. Teji,Male,1956-08-14T00:00:00Z,Punjab,NA,2014-12-15T00:00:00Z,2018-08-13T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,NA,Punjab University,NA,1983,NA,No,Yes,No
Gita Mittal,Female,1958-12-09T00:00:00Z,NA,NA,2004-07-16T00:00:00Z,2020-12-08T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Jammu & Kashmir,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,Lady Irwin Higher Secondary School,"Lady Shri Ram College, Delhi University",Arts (Economics),Delhi University,1981,NA,NA,No,No,No
S.P. Garg,Male,1956-06-15T00:00:00Z,Punjab,"Maur, District Bhatinda",2011-10-17T00:00:00Z,2018-06-14T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"S.S.D High School, Maur","Rajindera Government College, Bathinda",Commerce,"Panjab University, Chandigarh",1979,1979,Punjab & Haryana,No,Yes,Yes
Deepa Sharma,Female,1956-05-28T00:00:00Z,NA,NA,2013-04-17T00:00:00Z,2018-05-27T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,NA,Science,Delhi University,1978,NA,NA,No,No,No
Ashutosh Kumar,Male,1966-10-01T00:00:00Z,NA,NA,2014-05-15T00:00:00Z,2028-09-30T00:00:00Z,No,No,Patna,Yes,Delhi,2015-01-07T00:00:00Z,Patna,2017-11-21T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"St. Michaels' High School, Patna","St. Stephens' College, Delhi University",NA,Delhi University,NA,1991,NA,No,No,No
Indermeet Kaur,Female,1956-03-22T00:00:00Z,NA,NA,2009-05-14T00:00:00Z,2018-03-21T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Mater Dei Covent School, New Delhi","Lady Shri Ram College, University of Delhi",Psychology,Delhi University,NA,1984,Delhi,No,No,Yes
G. Rohini,Female,1955-04-14T00:00:00Z,Andhra Pradesh,Vishakhapatnam,2001-06-25T00:00:00Z,2017-04-13T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,Yes,Delhi,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Osmania University,Science,"College of Law, Andhra University, Visakhapatnam",NA,1980,NA,No,No,No
Indira Banerjee,Female,1957-09-24T00:00:00Z,NA,NA,2002-02-05T00:00:00Z,2022-09-23T00:00:00Z,No,No,Calcutta,Yes,Delhi,2015-08-08T00:00:00Z,NA,NA,NA,NA,Yes,Madras,NA,NA,Yes,2018-08-07T00:00:00Z,Bar,No,Yes,No,"NA",No,No,No,No,No,"Loreto House, Calcutta",Presidency College,History,Calcutta University College of Law,NA,1985,NA,No,No,No
Pradeep Nandrajog,Male,1958-02-24T00:00:00Z,NA,NA,2002-12-20T00:00:00Z,2020-02-23T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Rajasthan,Bombay,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Delhi University,NA,Delhi University,1981,1981,Delhi,No,No,No
Badar Durrez Ahmed,Male,1956-03-16T00:00:00Z,Meghalaya,Shillong,2002-12-20T00:00:00Z,2018-03-15T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Jammu & Kashmir,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,"St. Edmund's College, Shillong","St. Stephens' College, Delhi University/Trinity College, Cambridge University",Economics,Delhi University,1980,1980,Delhi,No,Yes,No
Sunita Gupta,Female,1954-12-14T00:00:00Z,West Bengal,Kolkata,2013-04-17T00:00:00Z,2016-12-13T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,"Miranda House, University of Delhi",Arts (Philosophy),Delhi University,1978,1978,Delhi,No,Yes,Yes
Manmohan Singh,Male,1954-09-22T00:00:00Z,NA,NA,2008-04-11T00:00:00Z,2016-09-21T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,NA,NA,NA,NA,NA,1980,Delhi,No,No,No
Sudershan Kumar Misra,Male,1954-09-07T00:00:00Z,NA,NA,2007-07-04T00:00:00Z,2016-09-06T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,"Delhi Public School, Mathura Road","Hindu College, Delhi University",Arts (History),Delhi University,NA,1978,Delhi,No,No,No
V. K. Shali,Male,1954-06-15T00:00:00Z,Delhi,Delhi,2008-04-11T00:00:00Z,2016-06-14T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,Yes,Yes,No,Yes,Yes,No,Yes,No,No,NA,NA,NA,Delhi University,1976,1976,Delhi,No,No,Yes
Ved Prakash Vaish,Male,1959-06-27T00:00:00Z,NA,NA,2013-04-17T00:00:00Z,2021-06-26T00:00:00Z,No,No,Delhi,Yes,Meghalaya,2016-05-23T00:00:00Z,Allahabad,2017-11-27T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,Delhi University,NA,Delhi University,1984,1984,Delhi,No,No,No
Kailash Gambhir,Male,1953-09-07T00:00:00Z,Delhi,Delhi,2006-05-29T00:00:00Z,2015-09-06T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,"Kirori Mal College, University of Delhi",NA,Delhi University,1979,1979,Delhi,No,No,No
Gian Parkash Mittal,Male,1953-09-02T00:00:00Z,NA,NA,2010-10-29T00:00:00Z,2015-07-08T00:00:00Z,No,Yes,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,Kurukshetra University,1976,1976,NA,No,No,No
Reva Khetrapal,Female,1952-09-23T00:00:00Z,Himachal Pradesh,Shimla,2006-02-28T00:00:00Z,2014-09-22T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,"Convent of Jesus and Mary, New Delhi",Miranda House,History,Delhi University,NA,1975,Delhi,No,No,No
