Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Biswanath Sommader,Male,1963-12-15T00:00:00Z,West Bengal,Calcutta,2006-06-22T00:00:00Z,2025-12-14T00:00:00Z,No,No,Calcutta,Yes,Allahabad,2019-10-17T00:00:00Z,NA,NA,NA,NA,Yes,Calcutta,Meghalaya,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,University of Calcutta,NA,University of Calcutta,NA,1989,West Bengal,No,No,No
C.S. Karnan,Male,1955-06-12T00:00:00Z,"Karnatham Village, Virudhachalam Taluk,","Cuddalore District, Tamil Nadu",2016-03-11T00:00:00Z,2017-06-11T00:00:00Z,No,No,Madras,Yes,Madras,NA,Calcutta,2016-03-11T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,Mangalampet High School,"New College, Chennai",Science,Madras Law College,1983,1983,Tamil Nadu,No,No,No
Debangsu Basak,Male,1966-06-19T00:00:00Z,NA,NA,2013-10-30T00:00:00Z,2028-06-18T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1991,West Bengal,No,No,No
Debasish Kar Gupta,Male,1957-01-01T00:00:00Z,Calcutta,West Bengal,2006-06-22T00:00:00Z,2018-12-30T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,University of Calcutta,NA,University of Calcutta,1980,1982,West Bengal,No,No,No
Debi Prosad Dey,Male,1956-02-16T00:00:00Z,NA,NA,2016-10-06T00:00:00Z,2018-02-15T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Purulia Zilla School,Burdwan University,Commerce,Burdwan University,NA,NA,West Bengal,No,No,No
Dipak Saha Ray,Male,1951-06-02T00:00:00Z,NA,NA,2012-04-09T00:00:00Z,2013-06-01T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Science,NA,NA,1977,West Bengal,No,No,No
Dipankar Datta,Male,1965-02-09T00:00:00Z,NA,NA,2006-06-22T00:00:00Z,2020-04-27T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,Yes,Bombay,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,University of Calcutta,NA,University of Calcutta,1989,1989,West Bengal,No,No,No
G.C Dey,Male,1943-01-08T00:00:00Z,NA,NA,1999-09-16T00:00:00Z,2005-01-07T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,University of Calcutta,NA,University of Calcutta,1964,1965,West Bengal,No,No,No
Girish Chandra Gupta,Male,1954-12-01T00:00:00Z,Kolkata,NA,2000-09-15T00:00:00Z,2016-02-01T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,Yes,Calcutta,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,Kolkata,NA,NA,NA,NA,1982,West Bengal,No,No,No
Harish Tandon,Male,1964-11-16T00:00:00Z,NA,NA,2010-04-13T00:00:00Z,2026-11-15T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,University of Calcutta,NA,University of Calcutta,1989,1989,West Bengal,No,No,No
Hiranmay Bhattacharya,Male,1968-12-18T00:00:00Z,NA,NA,2019-02-12T00:00:00Z,2030-12-17T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Ramakrishna Mission Vidyalaya, Narendrapur",Goenka College of Commerce and Business Administration,Commerce,University of Calcutta,2000,NA,West Bengal,No,Yes,No
Indira Banerjee,Female,1957-09-24T00:00:00Z,NA,NA,2002-02-05T00:00:00Z,2022-09-23T00:00:00Z,No,No,Calcutta,Yes,Delhi,2016-08-08T00:00:00Z,NA,NA,NA,NA,Yes,Madras,NA,NA,Yes,2018-08-07T00:00:00Z,Bar,No,Yes,No,"NA",No,No,No,No,No,"Loreto House, Calcutta",Presidency College,NA,"Calcutta University, College of Law",NA,1985,West Bengal,No,No,No
Indra Prasanna Mukherji,Male,1963-06-09T00:00:00Z,NA,NA,2009-05-18T00:00:00Z,2025-06-08T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"St. Xavier's Schoool, Calcutta",NA,NA,University of Calcutta,NA,1990,West Bengal,Yes,No,No
Indrajit Chatterjee,Male,1955-02-02T00:00:00Z,West Bengal,Bankura,2013-10-01T00:00:00Z,2017-02-01T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,University of Calcutta (Belur Vidya Mandir),NA,Burdawan University,1979,1980,West Bengal,No,No,No
Ishan Chandra Das,Male,1955-03-01T00:00:00Z,NA,NA,2013-10-01T00:00:00Z,2017-02-28T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,Calcutta University,NA,Calcutta University,1979,NA,NA,No,Yes,No
Jainarayan Patel,Male,1950-10-05T00:00:00Z,NA,NA,1987-04-20T00:00:00Z,2012-10-05T00:00:00Z,No,No,Bombay,Yes,Mumbai,NA,Bombay,1997-01-07T00:00:00Z,NA,NA,Yes,Calcutta,NA,NA,Yes,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1974,Bombay,No,No,No
Jay Sengupta,Male,1970-10-30T00:00:00Z,NA,NA,2018-05-02T00:00:00Z,2032-10-29T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"South Point High School, Kolkata","St. Xaviers College, Kolkata",Economics,University of Mumbai,NA,1996,West Bengal,No,No,No
JK Biswas,Male,1953-02-17T00:00:00Z,NA,NA,2002-02-05T00:00:00Z,2015-02-16T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1981,West Bengal,No,No,No
Joymalya Bagchi,Male,1966-10-03T00:00:00Z,NA,NA,2011-06-27T00:00:00Z,2028-10-02T00:00:00Z,No,No,Calcutta,Yes,Andhra Pradesh,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,Calcutta Boy's School,Calcutta University,Integrated Law,University of Calcutta,1991,1991,West Bengal,No,No,No
Sanjib Banerjee,Male,1961-11-02T00:00:00Z,West Bengal,NA,2006-06-22T00:00:00Z,2023-11-01T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,Yes,of Madras,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,University of Calcutta,Science (Economics),University of Calcutta,1983,1990,West Bengal,No,No,No
Jyotirmay Bhattacharya,Male,1956-09-25T00:00:00Z,West Bengal,"Village Beliachandi, 24-Parganas (South)",2003-12-03T00:00:00Z,2018-09-23T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,Baruipur High School,"St. Xavier's College, Calcutta",NA,University of Calcutta,NA,1983,West Bengal,No,No,No
Kalyan Jyoti Sengupta,Male,1953-05-07T00:00:00Z,NA,NA,1997-07-17T00:00:00Z,2015-05-06T00:00:00Z,No,No,Calcutta,Yes,Uttarakhand,2012-10-18T00:00:00Z,NA,NA,NA,NA,Yes,Calcutta,Andhra Pradesh,Judicature at Hydrebad,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1981,West Bengal,No,No,No
Kanchan Chakraborty,Male,1952-01-04T00:00:00Z,West Bengal,Malda,2010-06-21T00:00:00Z,2014-01-03T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,North Bengal University,Commerce,University of Calcutta,1977,NA,West Bengal,No,No,No
Kaushik Chanda,Male,1974-01-04T00:00:00Z,NA,NA,2019-10-01T00:00:00Z,2036-01-03T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,NA,University of Calcutta,1997,1998,West Bengal,No,No,No
Madhumati Mitra,Female,1958-05-31T00:00:00Z,West Bengal,NA,2020-04-24T00:00:00Z,2020-05-30T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,Srerampore College,NA,"University College of Law, Calcutta",NA,NA,West Bengal,No,No,Yes
Malay Marut Banerjee,Male,1955-04-01T00:00:00Z,NA,NA,2016-10-06T00:00:00Z,2017-03-31T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Ramakrishna Mission Vidya Mandir, Belur Math",University of Burdawan,NA,University of Burdwan,1979,NA,NA,No,No,No
Manjula Chellur,Female,1955-12-05T00:00:00Z,Karnataka,Bellary,2014-08-05T00:00:00Z,2017-12-04T00:00:00Z,No,No,Karnataka,Yes,Bombay,2016-08-22T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,Yes,No,Yes,Yes,No,NA,"Allum Sumangalamma Womens’ College, Bellary",Humanities,"Renukacharya Law College, Bangalore",1977,1978,Karnataka,No,No,No
Manojit Mandal,Male,1958-09-27T00:00:00Z,West Bengal,NA,2020-09-24T00:00:00Z,2020-09-26T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,University of Calcutta,Commerce,University of Calcutta,1982,NA,West Bengal,No,No,No
Md Nizamuddin,Male,NA,NA,NA,2019-02-12T00:00:00Z,2024-04-13T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Bengal,NA,NA,NA
Md. Mumtaz Khan,Male,1957-08-15T00:00:00Z,NA,NA,2015-03-30T00:00:00Z,2019-08-14T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Science,NA,NA,NA,NA,No,No,No
Mir Dara Sheko,Male,1956-02-11T00:00:00Z,NA,NA,2016-10-06T00:00:00Z,2018-02-10T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Rampurhat College,Arts,Jogesh Chandra Choudhury College of Law under University of Calcutta,1980,1981,Birbhum,No,No,No
Mohit Shantilal Shah,Male,1953-09-09T00:00:00Z,Gujarat,Vijapur,1995-09-18T00:00:00Z,2015-09-09T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Calcutta,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Baroda, Surat, Amreli",Maharaja Sayajirao University of Baroda,NA,Maharaja Sayajirao University of Baroda,1976,1976,Gujrat,No,No,No
Moushumi Bhattacharya,Female,1967-10-27T00:00:00Z,NA,NA,2017-09-21T00:00:00Z,2029-10-26T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Loreto House, Calcutta","Jadavpur University, Calcutta",English,University of Calcutta,1996,1997,West Bengal,Yes,No,Yes
Mrinal Kanti Saha,Male,1952-11-09T00:00:00Z,NA,NA,2009-06-24T00:00:00Z,2014-11-08T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,University of Calcutta,NA,NA,NA,No,Yes,No
Murari Prasad Shrivastava,Male,1952-02-13T00:00:00Z,West Bengal,Dum Dum,2012-04-09T00:00:00Z,2014-02-12T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,NA,NA,No,NA,NA,NA,NA,NA,"Don Bosco, Park Circus, Kolkata","St. Xavier's College, Kolkata",Chemistry,University of Calcutta,NA,NA,NA,No,Yes,No
Nadira Patherya,Female,1956-11-19T00:00:00Z,NA,NA,2006-06-22T00:00:00Z,2018-11-18T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,University of Calcutta,Arts,University of Calcutta,NA,1983,West Bengal,No,No,No
Nishita Mhatre,Female,2020-09-20T00:00:00Z,Maharashtra,Pune,2003-03-21T00:00:00Z,2017-09-18T00:00:00Z,No,No,Bombay,Yes,Calcutta,2011-12-27T00:00:00Z,NA,NA,NA,NA,Yes,Calcutta,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,St. Mary’s School,"Sophia College, Mumbai",Microbiology,"Government Law College, Mumbai",NA,1978,Maharashtra and Goa,No,No,No
PK Chattopadhyay,Male,1953-08-09T00:00:00Z,NA,NA,2000-09-15T00:00:00Z,2015-08-08T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,Science,University of Calcutta,NA,1978,West Bengal,No,No,No
Prasenjit Mandal,Male,1952-03-28T00:00:00Z,NA,NA,2006-06-22T00:00:00Z,2014-03-27T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,Physics,NA,NA,1975,NA,No,No,No
Protik Prakash Banerjee,Male,1969-06-01T00:00:00Z,NA,NA,2017-09-21T00:00:00Z,2031-05-31T00:00:00Z,Yes,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,Calcutta Boys School,University of Calcutta,NA,University of Calcutta,NA,1995,West Bengal,No,No,No
Raghunath Bhattacharya,Male,1952-01-11T00:00:00Z,NA,NA,2010-06-21T00:00:00Z,2014-01-10T00:00:00Z,No,No,Calcutta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA",NA,Universty of Calcutta,Chemistry,University of Calcutta,1977,NA,NA,No,No,No
Rajarshi Bharadwaj,Male,1967-08-04T00:00:00Z,NA,NA,2017-09-21T00:00:00Z,2029-08-03T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,"St. Xaviers College, Kolkata",NA,University of Calcutta,1998,1999,West Bengal,No,No,No
Rajasekhar Mantha,Male,1967-10-29T00:00:00Z,NA,NA,2017-09-21T00:00:00Z,2029-10-28T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,"St. Paul's Boarding and Day's School; St. Xavier's Collegiate School, Calcutta",NA,NA,"University College of Law, Nagpur",1990,1991,West Bengal,Yes,No,Yes
Rajesh Bindal,Male,1961-04-16T00:00:00Z,Haryana,Ambala City,2006-03-22T00:00:00Z,2023-04-15T00:00:00Z,No,No,Punjab and Haryana,NA,J&K and Ladakh,2018-11-19T00:00:00Z,Calcutta,2021-01-05T00:00:00Z,NA,NA,Yes,J&K and Ladakh,Calcutta,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Kurukshestra University,NA,Kurukshestra University,1985,1985,Punjab and Haryana,No,No,No
Rajiv Sharma,Male,1955-09-25T00:00:00Z,Uttar Pradesh,Lucknow,2004-09-24T00:00:00Z,2017-09-24T00:00:00Z,No,No,Allahabad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,"Mahanagar Boys' Inter College, Lucknow; Colvin Taluqader's College, Lucknow","Canning College, University of Lucknow",Science,NA,NA,1979,Uttar Pradesh,No,Yes,No
Rakesh Tiwari,Male,1955-10-25T00:00:00Z,NA,NA,2002-02-14T00:00:00Z,2017-10-23T00:00:00Z,No,No,Allahabad,Yes,Calcutta,2016-03-21T00:00:00Z,NA,NA,NA,NA,Yes,Calcutta,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,Allahabad University,Commerce,Allahabad University,NA,1984,Allahabad,No,No,No
Ranjit Kumar Bag,Male,1955-11-08T00:00:00Z,NA,NA,2013-10-01T00:00:00Z,2017-11-07T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,Calcutta University,NA,Calcutta University,NA,NA,West Bengal,No,No,No
Ravi Krishan Kapur,Male,1971-10-05T00:00:00Z,NA,NA,2018-03-12T00:00:00Z,2033-10-04T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,"St. Xaviers College, Kolkata",Commerce,University of Leeds,1997,1998,West Bengal,Yes,No,No
Sabyasachi Bhattacharyya,Male,1970-08-30T00:00:00Z,NA,NA,2017-09-21T00:00:00Z,2032-08-29T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,Calcutta Boy's School,NA,NA,University of Calcutta,1995,1995,West Bengal,No,No,No
Sahidullah Munshi,Male,1958-09-29T00:00:00Z,NA,NA,2016-03-14T00:00:00Z,2020-09-28T00:00:00Z,No,No,Calcutta,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,Science,NA,NA,1986,West Bengal,No,No,No
