Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Amratlal Paramananddas Ravani,Male,1934-09-26T00:00:00Z,NA,NA,1982-05-26T00:00:00Z,1996-09-11T00:00:00Z,No,Yes,Gujarat,Yes,Rajasthan,1995-02-25T00:00:00Z,NA,NA,NA,NA,Yes,Rajasthan,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat,No,No,No
Anant Surendraray Dave,Male,1957-12-05T00:00:00Z,Gujarat,Panchmahal,2004-10-08T00:00:00Z,2019-12-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1984,Gujarat,No,No,No
Anil Ramesh Dave,Male,1951-11-19T00:00:00Z,NA,NA,1995-09-18T00:00:00Z,2013-11-19T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Andhra Pradesh,Bombay,NA,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Commerce,NA,NA,1976,Gujarat,No,No,Yes
Arunkumar Trivedi,Male,1939-09-04T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2001-09-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1965,Gujarat,No,No,No
Arvind Mohanlal Kapadia,Male,1949-03-04T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2011-03-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Economics,NA,1971,1972,Gujarat,No,No,No
Ashokkumar Joshi,Male,1961-01-24T00:00:00Z,Gujarat,Amreli,2020-03-03T00:00:00Z,2023-01-23T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,NA,"Gujarat University, Ahmedabad",Science,"M. S. University, Baroda",1985,1986,Gujarat,No,No,Yes
Ashokkumar Laxminarayan Dave,Male,1950-12-05T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2012-12-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,Yes,No,No,NA,NA,Commerce,NA,NA,1976,Gujarat,No,No,No
Ashutosh Shastri,Male,1962-01-14T00:00:00Z,NA,NA,2016-04-06T00:00:00Z,2024-01-13T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,"H. A. College of Commerce, Ahmedabad.",NA,"Sir L.A. Shah Law College, Ahmedabad",NA,1985,Gujarat,No,No,No
Bela Trivedi,Female,1960-06-10T00:00:00Z,NA,NA,2011-02-17T00:00:00Z,2022-06-09T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2011-06-27T00:00:00Z,Gujarat,2016-02-09T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",No,No,No
B. N. Karia,Male,1960-05-26T00:00:00Z,Gujarat,Morbi,2016-04-06T00:00:00Z,2022-05-25T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,Yes,NA,NA,Arts,"AMP Law College, Rajkot",1984,1984,Gujarat,No,No,No
Babulal Chandulal Patel,Male,1943-08-07T00:00:00Z,Gujarat,Ahmedabad,1990-07-21T00:00:00Z,2005-08-06T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Jammu & Kashmir,Delhi,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,NA,NA,Arts,Gujarat University,1967,1968,Gujarat,No,Yes,No
Bankim Mehta,Male,1950-08-18T00:00:00Z,Gujarat,Baroda,2005-06-14T00:00:00Z,2012-08-17T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,Gujarat College in Ahmedabad,Science,Sir L.A. Shah Law College,1974,NA,Gujarat,No,No,Yes
Bansilal Kapadia,Male,1932-09-22T00:00:00Z,NA,NA,1983-09-05T00:00:00Z,1994-09-22T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat and Bombay,No,No,No
Behram Shethna,Male,1947-07-14T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,2007-04-14T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,1994-10-28T00:00:00Z,Gujarat,2001-06-04T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,"Sir V. T. Chokshi Law College, Surat",1970,1970,Gujarat,No,No,No
Bhagwati Prasad,Male,1949-05-13T00:00:00Z,Rajasthan,Bahadra,1996-04-06T00:00:00Z,2011-05-12T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,2008-02-07T00:00:00Z,NA,NA,NA,NA,Yes,Jharkhand,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,"Government College, Hisar, Haryana (Punjab University, Chandigarh)",Science,"Doongar College, Bikaner, Rajasthan (Rajasthan University, Jaipur)",1972,1972,Rajasthan,No,No,Yes
Bhargav Karia,Male,1965-12-23T00:00:00Z,NA,NA,2019-03-05T00:00:00Z,2027-12-22T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,NA,"H. L Commerce College , and L. J. Commerce College Ahmedabad",Commerce,"Gujarat University, Ahmedabad",1993,1993,Gujarat,No,No,No
Bhaskar Bhattacharya,Male,1952-09-29T00:00:00Z,NA,NA,1997-07-17T00:00:00Z,2014-09-28T00:00:00Z,No,No,Calcutta,Yes,Gujarat,2011-09-08T00:00:00Z,NA,NA,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,Science,Jogesh Chandra Chaudhuri Law College,NA,1975,West Bengal,No,No,No
Bhawani Singh,Male,1944-03-28T00:00:00Z,NA,NA,1988-12-16T00:00:00Z,2006-03-28T00:00:00Z,No,No,Himachal Pradesh,Yes,Jammu & Kashmir,1996-03-22T00:00:00Z,NA,NA,NA,NA,Yes,Jammu & Kashmir,Madhya Pradesh,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,No,No,No,NA,"S.D. College, Lahore",NA,"Punjab University, Department of Laws, Chandigarh",NA,1968,Himachal Pradesh,No,No,No
Bhupinder Nath Kirpal,Male,1937-11-08T00:00:00Z,NA,NA,1979-11-20T00:00:00Z,2002-11-08T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,Yes,1995-09-11T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"The Modern School, New Delhi","St Stephens College, Delhi University",Arts,NA,NA,NA,Delhi,No,No,No
Biren Vaishnav,Male,1963-05-22T00:00:00Z,New Delhi,New Delhi,2016-04-06T00:00:00Z,2025-05-21T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,"St. Xavier's College, Ahmedabad",Economics,Sir L.A.Shah College,NA,1987,Gujarat,No,No,No
C. L. Soni,Male,1957-03-17T00:00:00Z,Gujarat,Kalyanpura,2011-11-21T00:00:00Z,2019-03-16T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,Gujarat University,Commerce,Gujarat University,1983,1984,Gujarat,No,No,No
Chaitanya Kastubprasad Buch,Male,1947-05-17T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2009-05-17T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1972,Gujarat,No,No,No
Chinuprasad Jani,Male,1933-01-04T00:00:00Z,NA,NA,1990-06-21T00:00:00Z,1995-01-04T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat,No,No,No
Chunilal Thakker,Male,1943-11-10T00:00:00Z,NA,NA,1990-07-21T00:00:00Z,2008-11-10T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Himachal Pradesh,Bombay,NA,Yes,2004-06-07T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Economics and Political Science,"M.P. Shah Law College, Jamnagar",1967,1968,Gujarat,No,No,Yes
Devdatta Dharmadhikari,Male,1940-08-14T00:00:00Z,Maharashtra,Nagpur,1989-03-24T00:00:00Z,2005-08-13T00:00:00Z,No,No,Madhya Pradesh,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,Yes,2002-03-05T00:00:00Z,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat,No,No,Yes
Dawwodi Nasir,Male,1936-01-02T00:00:00Z,NA,NA,1995-01-23T00:00:00Z,1998-01-02T00:00:00Z,No,No,Gujarat,Yes,Andhra Pradesh,1995-03-23T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,Gujarat,No,No,No
Daya Saran Sinha,Male,1941-03-18T00:00:00Z,NA,NA,1986-03-17T00:00:00Z,2003-03-18T00:00:00Z,No,No,Allahabad,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,University of Allahabad,Arts,University of Allahabad,1959,1962,Uttar Pradesh,No,No,No
Deepak Kantilal Trivedi,Male,1943-03-04T00:00:00Z,Gujarat,Rajkot,1994-01-17T00:00:00Z,2005-03-03T00:00:00Z,No,No,Gujarat,Yes,Bombay,1994-02-04T00:00:00Z,Gujarat,2001-09-11T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,H. K. Arts College,NA,Sir L.A. Shah College,NA,1973,Gujarat,No,No,No
Dhiren Mehta,Male,1948-12-02T00:00:00Z,Gujarat,Bhavnagar,2000-09-18T00:00:00Z,2010-12-02T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,"Bhavan's College, Bombay",Arts,"M. S. University, Vadodara",1974,1974,Gujarat,No,No,Yes
Dhiren Karia,Male,1945-11-28T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,1997-11-28T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1964,Gujarat,No,No,No
Dhirendra Hiralal Waghela,Male,1954-08-11T00:00:00Z,Gujarat,Rajkot,1999-09-17T00:00:00Z,2016-08-11T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Karnataka,Odisha,Bombay,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,"Shri Swaminarayan Gurukul, Rajkot",Commerce,"Shri A. M. P. Law College, Rajkot",1974,1975,Gujarat,No,No,Yes
Dhirubhai Naranbhai Patel,Male,1960-03-13T00:00:00Z,NA,NA,2004-03-07T00:00:00Z,2022-03-12T00:00:00Z,No,No,Gujarat,Yes,Jharkhand,2009-02-03T00:00:00Z,NA,NA,NA,NA,Yes,Jharkhand,Delhi,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,"M.G..Science College, Ahmedabad",Science,"Sir L.A. Shah Law College, Ahmedabad",1984,1984,Gujarat,No,Yes,Yes
Dinesh Chandra Srivastava,Male,1939-08-26T00:00:00Z,NA,NA,1995-03-15T00:00:00Z,2001-08-26T00:00:00Z,No,No,Allahabad,Yes,Gujarat,1997-12-26T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",No,No,No
Dineshchandra Pravinrai Buch,Male,1942-08-22T00:00:00Z,NA,NA,1999-09-17T00:00:00Z,2004-08-22T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"Bahauddin College, Junagadh",Science,"A.M.P. Law College, Rajkot",1965,1966,Gujarat,No,No,No
G. B. Shah,Male,1954-10-14T00:00:00Z,Gujarat,Vadodara,2011-02-17T00:00:00Z,2016-10-13T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,Saurashtra University,NA,Sir L.A. Shah Law College,NA,1979,Gujarat,No,No,No
G. S. Singhvi,Male,1948-12-12T00:00:00Z,Rajasthan,Jodhpur,1990-07-21T00:00:00Z,2013-12-12T00:00:00Z,No,No,Rajasthan,Yes,Punjab & Haryana,1994-04-28T00:00:00Z,Gujarat,2005-02-28T00:00:00Z,NA,NA,Yes,Andhra Pradesh,NA,NA,Yes,2007-11-12T00:00:00Z,Bar,No,Yes,No,"NA",No,No,No,No,Yes,NA,Jodhpur University,Science,Rajasthan University,1971,1971,Rajasthan,No,No,No
G. R.Udhwani,Male,1961-11-25T00:00:00Z,Gujarat,Ahmedabad,2012-11-12T00:00:00Z,2020-12-05T00:00:00Z,Yes,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"Navgujarat Mahavidhyalaya, Ahmedabad",NA,"Sir L.A. Shah Law College, Ahmedabad",1986,1987,Gujarat,No,No,No
Gita Gopi,Female,1966-03-24T00:00:00Z,Gujarat,Navsari,2020-03-03T00:00:00Z,2028-03-23T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,NA,"Sir K.P. College of Commerce, Surat",Commerce,"Dinshaw Daboo Law College, Navsari.",NA,1993,Gujarat,No,No,Yes
Gurudas Kamat,Male,1935-01-05T00:00:00Z,NA,NA,1983-11-29T00:00:00Z,1997-01-05T00:00:00Z,No,No,Bombay,No,NA,NA,NA,NA,NA,NA,Yes,Gujarat,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Arts,NA,1960,1962,Maharashtra,No,No,No
Harivada Mehta,Male,1941-10-13T00:00:00Z,NA,NA,1999-12-27T00:00:00Z,2003-10-13T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Science,City Law College,1964,1965,Gujarat,No,No,No
Harivadan Shelat,Male,1939-03-02T00:00:00Z,NA,NA,1995-09-18T00:00:00Z,2001-03-02T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,Gujarat,No,No,No
Harjivan Kantilal Rathod,Male,1949-09-15T00:00:00Z,Gujarat,Moti Dhari,1999-09-17T00:00:00Z,2012-09-15T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,Gujarat University,Arts,NA,NA,1975,Gujarat,No,No,Yes
Harsha Devani,Female,1958-03-27T00:00:00Z,Gujarat,"Kunkavav, Amreli District",2004-10-08T00:00:00Z,2020-03-26T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Prakash Higher Secondary School, Ahmedabad; Convent Little Flower School, Dibrugarh (Assam); and Loreto Convent from Ranchi (Bihar).","M.G. Science Institute, Ahmedabad",Microbiology,"Sir L.A. Shah Law College, Ahmedabad",NA,1992,Gujarat,No,Yes,No
Harshvadan B Antani,Male,1949-06-30T00:00:00Z,NA,NA,2005-06-14T00:00:00Z,2011-06-29T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,Gujarat University,Arts,Gujarat University,NA,NA,Gujarat,No,No,No
Hemant Laxman Gokhale,Male,1949-03-10T00:00:00Z,Gujarat,"NA",1994-01-20T00:00:00Z,2011-03-10T00:00:00Z,No,No,Bombay,Yes,Gujarat,1994-02-04T00:00:00Z,Bombay,1999-02-24T00:00:00Z,NA,NA,Yes,Allahabad,Madras,NA,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,University of Bombay,Arts,"Government Law College, Bombay",NA,1973,Maharashtra,No,Yes,Yes
Ilesh Jashvantrai Vora,Male,1965-08-18T00:00:00Z,Gujarat,Jamnagar,2020-03-03T00:00:00Z,2027-08-17T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,NA,Saurashtra University,Commerce,Saurashtra University,NA,NA,Gujarat,No,No,Yes
JB Pardiwala,Male,1965-08-12T00:00:00Z,Maharashtra,Mumbai,2011-02-17T00:00:00Z,2027-08-11T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,"J.P. Arts College, Valsad",NA,"K.M.Law College, Valsad",1988,1988,Gujarat,No,No,No
J. N. Bhatt,Male,1945-10-16T00:00:00Z,Gujarat,Jamnagar,1990-07-21T00:00:00Z,2007-10-16T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Patna,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,NA,Commerce,NA,NA,1968,Gujarat,No,Yes,Yes
Jagdish Madhurlal Panchal,Male,1946-10-06T00:00:00Z,NA,NA,1990-11-22T00:00:00Z,2011-10-05T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2007-07-16T00:00:00Z,NA,NA,NA,NA,Yes,Rajasthan,NA,NA,Yes,2007-11-12T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,"H. L. College of Commerce, Ahmedabad",Commerce,NA,1972,1972,Gujarat,No,No,No
Janakaroy Upadhyaya,Male,1950-11-26T00:00:00Z,Maharashtra,Bombay,2007-11-21T00:00:00Z,2012-11-25T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,Saurashtra University,Economics,Saurashtra University,1974,1974,Gujarat,No,No,Yes
Jayant Maganlal Patel,Male,1956-08-04T00:00:00Z,Gujarat,Veraval,2001-12-03T00:00:00Z,2017-09-25T00:00:00Z,No,Yes,Gujarat,Yes,Karnataka,2016-02-13T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,"M. S. University, Baroda",Commerce,"M. S. University, Baroda",NA,1979,Gujarat,No,No,No
Jaypraksh Ramakant Vora,Male,1948-01-09T00:00:00Z,NA,NA,1997-12-11T00:00:00Z,2010-01-09T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1973,Gujarat,No,No,No
Kaushal Thaker,Male,1961-09-04T00:00:00Z,Maharashtra,Bombay,2013-05-04T00:00:00Z,2023-09-03T00:00:00Z,No,No,Gujarat,Yes,Allahabad,2016-04-11T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"St. Xavier's School, Ahmedabad","M.G. Science College, Ahmedabad",Chemistry,"Sir L.A. Shah Law College, Ahmedabad",NA,1987,Gujarat,No,No,Yes
K. M. Thaker,Male,1957-09-17T00:00:00Z,NA,NA,2007-11-21T00:00:00Z,2019-09-16T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,Gujarat University,Commerce,Gujarat University,1981,1982,Gujarat,No,Yes,No
Kalpesh Jhaveri,Male,1958-01-05T00:00:00Z,NA,NA,2004-03-07T00:00:00Z,2020-01-04T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2016-08-24T00:00:00Z,NA,NA,NA,NA,Yes,Orissa,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Gujarat University,Science,Gujarat University.,1983,1983,Gujarat,No,No,No
