Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Nirmal Yadav,Female,1949-03-04T00:00:00Z,Not Available,Not Available,2004-11-05T00:00:00Z,2011-03-03T00:00:00Z,No,No,Punjab and Haryana,Yes,Uttarakhand,2010-02-11T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,Yes,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1975,Punjab and Haryana,No,No,No
Prafulla Chandra Pant,Male,1952-08-30T00:00:00Z,Uttarakhand,District Pithoragarh,2004-06-29T00:00:00Z,2017-08-29T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Meghalaya,Not Applicable,Not Applicable,Yes,2014-08-13T00:00:00Z,Service,Yes,Yes,No,Yes,No,No,No,No,No,Uttarakhand,Allahabad,Science,Lucknow University,Not Available,1973,Uttar Pradesh,No,No,No
Prakash Chandra Verma,Male,1951-01-12T00:00:00Z,Not Available,Not Available,1999-02-05T00:00:00Z,2013-01-11T00:00:00Z,No,No,Allahabad,Yes,Uttarakhand,2000-11-09T00:00:00Z,Allahabad,2009-01-20T00:00:00Z,Patna,2011-04-08T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Lucknow University,Science,Lucknow University,1975,1976,Uttar Pradesh,No,No,No
Raghvendra Singh Chauhan,Male,1959-12-24T00:00:00Z,Not Available,Not Available,2005-06-13T00:00:00Z,2021-12-23T00:00:00Z,No,No,Rajasthan,Yes,Karnataka,2015-03-10T00:00:00Z,Andhra Pradesh,2018-11-22T00:00:00Z,Not Applicable,NA,Yes,Telangana,Uttarakhand,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"Arcadia University, Glenside, PA (USA)",Not Available,"Delhi University, Delhi",1983,1983,Rajasthan,No,No,No
Rajiv Gupta,Male,1950-10-10T00:00:00Z,Madhya Pradesh,Gwalior,1994-09-27T00:00:00Z,2012-10-10T00:00:00Z,No,No,Madhya Pradesh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Kerala,Uttarakhand,Chhattisgarh,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,"Jiwaji University, Gwalior",Arts,Jiwaji University,Not Available,1973,Madhya Pradesh,No,No,No
Rajesh Tandon,Male,1946-07-01T00:00:00Z,Not Available,Not Available,2003-07-03T00:00:00Z,2008-06-30T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1968,Not Available,No,No,No
Rajiv Sharma,Male,1958-10-08T00:00:00Z,Himachal Pradesh,Shimla,2007-04-03T00:00:00Z,2020-10-07T00:00:00Z,No,No,Himachal Pradesh,Yes,Uttarakhand,2016-09-26T00:00:00Z,Punjab and Haryana,2018-11-13T00:00:00Z,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Himachal Pradesh University,Not Available,1982,Himachal Pradesh,No,No,No
Ramesh Chandra Khulbe,Male,NA,Not Available,Not Available,2018-12-03T00:00:00Z,2023-01-02T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,No,No,No
Ramesh Ranganathan,Male,1958-07-28T00:00:00Z,Delhi,New Delhi,2005-05-26T00:00:00Z,2020-07-27T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Telangana,Uttarakhand,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,Not Available,Not Available,Not Available,Bangalore University,Not Available,1985,Andhra Pradesh,No,Yes,No
Ravi Malimath,Male,1962-05-25T00:00:00Z,Not Available,Not Available,2008-02-18T00:00:00Z,2024-05-24T00:00:00Z,No,No,Karnataka,Yes,Uttarakhand,2020-03-05T00:00:00Z,Himachal Pradesh,2021-01-07T00:00:00Z,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Commerce,Not Available,Not Available,1987,Karnataka,No,No,No
Ravindra Maithani,Male,1965-06-25T00:00:00Z,Uttarakhand,Chamoli,2018-12-03T00:00:00Z,2027-06-24T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,"Garhwal University, Srinagar (Uttarakhand)",Science,"Garhwal University, Srinagar (Uttarakhand)",Not Available,Not Applicable,Not Applicable,No,No,No
Sarosh Homi Kapadia,Male,1947-09-29T00:00:00Z,Maharashtra,Mumbai,1991-10-08T00:00:00Z,2012-09-28T00:00:00Z,No,No,Bombay,Yes,Uttarakhand,2003-08-05T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Uttarakhand,Not Applicable,Not Applicable,Yes,2003-12-18T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Government Law College, Bombay",Not Available,1974,Maharashtra,No,No,No
Sarvesh Kumar Gupta,Male,1956-01-01T00:00:00Z,Uttar Pradesh,"Khair, District Aligarh",2011-04-21T00:00:00Z,2017-12-31T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Science,"LL.B. from Agra University, LL.M. from Meerut University (1979)",1976,Not Applicable,Not Applicable,No,No,Yes
Sharad Kumar Sharma,Male,1962-01-01T00:00:00Z,Uttar Pradesh,Allahabad,2017-05-19T00:00:00Z,2023-12-31T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Boys’ High School and Intermediate College,Allahabad University,Commerce,Allahabad University,Not Available,1992,Not Available,No,No,No
Sudhanshu Dhulia,Male,1960-08-10T00:00:00Z,Uttarakhand,Pauri Garhwal,2008-11-01T00:00:00Z,2022-08-09T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Guwahati,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,"Dehradun, Allahabad and Lucknow",Allahabad University,History,Not Available,1986,Not Available,Uttar Pradesh,No,Yes,No
Tarun Agarwala,Male,1956-03-03T00:00:00Z,Not Available,Not Available,2004-01-07T00:00:00Z,2018-03-02T00:00:00Z,No,No,Allahabad,Yes,Uttarakhand,2009-09-25T00:00:00Z,Allahabad,2012-10-03T00:00:00Z,Meghalaya,2018-02-12T00:00:00Z,Yes,Meghalaya,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Allahabad University,Arts,University of Allahabad,Not Available,1981,Uttar Pradesh,No,No,No
Umesh Chandra Dhyani,Male,1956-02-14T00:00:00Z,Not Available,Not Available,2011-09-13T00:00:00Z,2018-02-13T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Science,Not Available,Not Available,Not Applicable,Not Applicable,No,No,No
Vijai Kumar Bist,Male,1957-09-17T00:00:00Z,Uttarakhand,"Lansdown, District Pauri Garhwal",2008-11-01T00:00:00Z,2019-09-16T00:00:00Z,No,No,Uttarakhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Sikkim,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,Yes,"Intermediate College Kanskhet, Pauri Garhwal",Not Available,Arts,University of Allahabad,Not Available,1984,Uttar Pradesh,No,Yes,No
Vikas Sirpurkar,Male,1946-08-22T00:00:00Z,Not Available,Not Available,1992-11-09T00:00:00Z,2011-08-21T00:00:00Z,No,No,Bombay,Yes,Madras,1997-12-19T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Uttarakhand,Calcutta,Not Applicable,Yes,2007-01-01T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"A school in Chandrapur District, Maharashtra","Morris College, Nagpur",Not Available,"University College of Law, Nagpur",Not Available,1968,Maharashtra,No,No,No
Vinod Kumar Gupta,Male,1947-09-10T00:00:00Z,Not Available,Not Available,1990-11-07T00:00:00Z,2009-09-09T00:00:00Z,No,No,J & K and Ladakh,Yes,Calcutta,1996-05-06T00:00:00Z,Jharkhand,2000-11-05T00:00:00Z,Not Applicable,NA,Yes,Jharkhand,Himachal Pradesh,Uttarakhand,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,Yes,No,No,No,Uttar Pradesh and Jammu & Kashmir,"GGM Science College, Jammu",Not Available,Delhi University,Not Available,1970,Delhi,No,No,No
