Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Devi Das Thakur,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Dhiraj Singh Thakur,Male,1964-04-25T00:00:00Z,Not Available,Not Available,2013-03-08T00:00:00Z,2026-04-24T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1989,Delhi,Not Available,Not Available,No
G. A. Kuchai,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
G. D. Sharma,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
G. L. Raina,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hasnain Massodi,Male,1954-01-02T00:00:00Z,Jammu & Kashmir,"Khrew, Pulwama",2009-11-13T00:00:00Z,2016-01-01T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,"Harvard Law School, Harvard University",Not Available,Not Available,Not Available,Yes,Not Available,Yes
Ghulam Mir,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Hakim Hussain,Male,1949-07-16T00:00:00Z,Jammu & Kashmir,Not Available,NA,NA,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Jammu and Kashmir University,Not Available,Aligarh Muslim University,1971,1971,Jammu and Kashmir,Not Available,Not Available,No
Iqbal Kotwal,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ishwar Singh,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Jai Pal Singh,Male,1951-04-06T00:00:00Z,Jammu & Kashmir,Kehli Mandi,2005-10-04T00:00:00Z,NA,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Not Available,1971,1971,Jammu and Kashmir,Not Available,Not Available,No
Janak Kotwal,Male,1956-08-29T00:00:00Z,Jammu & Kashmir,Bhaderwah,2013-03-08T00:00:00Z,2018-08-28T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Available,Not Available,Not Available
Janki Bhat,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Javed Iqbal Wani,Male,1964-03-24T00:00:00Z,Jammu & Kashmir,Srinagar,2020-06-12T00:00:00Z,2026-03-23T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Khalsa High School,"Sri Pratap Singh
College, Srinagar",Science,Kashmir University,1990,1990,Not Available,Not Available,Not Available,No
K. K. Gupta,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
M. K Hanjura,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Government Degree College Bemina,Not Available,University of Kashmir,1979,Not Available,Not Available,Not Available,Not Available,Not Available
Moti Lal Bhatt,Male,1931-01-10T00:00:00Z,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
M. L. Koul,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
M.Y. Kawoosa,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mahesh Kumar,Male,1953-01-05T00:00:00Z,Punjab,Not Available,2001-07-02T00:00:00Z,2015-01-04T00:00:00Z,No,No,Punjab and Haryana,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,J&K and Ladakh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,"Punjabi University, Patiala",1977,1977,Punjab and Haryana High Court ( 1991-1992),Yes,No,Yes
Mansoor Mir,Male,1955-04-25T00:00:00Z,Jammu & Kashmir,Pulwama,2005-01-31T00:00:00Z,2017-04-24T00:00:00Z,Not Available,No,J&K and Ladakh,Yes,Himachal Pradesh,2013-11-27T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Himachal Pradesh,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1978,Jammu and Kashmir,Not Available,Not Available,No
Mazhar Ali Shah,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Mian Jalal-Ud-Din,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1941,Jammu and Kashmir,Not Available,Not Available,No
Mohammad Mir,Male,1957-05-28T00:00:00Z,Jammu & Kashmir,Village Rajpora,2007-11-23T00:00:00Z,2019-05-27T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Meghalaya,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,Kashmir University,Not Available,1981,Not Available,Not Available,Not Available,Not Available
Mufti Farooqi,Male,NA,Not Available,Not Available,1905-05-24T00:00:00Z,1905-06-05T00:00:00Z,Not Available,Yes,Jammu and Kashmir,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jammu and Kashmir,Not Available,Not Available,No
Muzaffar Jan,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Muzaffar Hussain Attar,Male,1955-01-30T00:00:00Z,Not Available,Not Available,2008-11-05T00:00:00Z,2017-01-29T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Anantnag College,Not Available,Not Available,1977,1985,Not Available,Not Available,Not Available,No
Nirmal Singh,Male,1947-09-06T00:00:00Z,Not Available,Not Available,2000-05-25T00:00:00Z,NA,Not Available,No,Punjab and Haryana,Yes,J&K and Ladakh,2005-03-18T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1972,Punjab and Haryana,Not Available,Not Available,No
Nisar Ahmad Kakru,Male,1949-10-26T00:00:00Z,Jammu & Kashmir,Baramulla,1997-11-01T00:00:00Z,2007-10-26T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Andhra Pradesh,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1982,Jammu and Kashmir,Not Available,Not Available,No
O. P. Sharma,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Permod Kohli,Male,1951-03-01T00:00:00Z,Jammu & Kashmir,Rajouri,2003-01-07T00:00:00Z,2013-02-28T00:00:00Z,Not Available,No,J&K and Ladakh,Yes,Jharkhand,NA,Punjab and Haryana,2007-10-05T00:00:00Z,Not Applicable,NA,Yes,Sikkim,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,Yes,No,No,No,Not Available,G.G.M. Science College,Not Available,University of jammu,1972,1972,Jammu and Kashmir,Not Available,Not Available,No
Punit Kumar Gupta,Male,1963-04-10T00:00:00Z,Not Available,Not Available,2020-04-07T00:00:00Z,2025-04-09T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No
R. C. Gandhi,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
R. K. Nehru,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ram Prakash Sethi,Male,1937-07-07T00:00:00Z,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,Yes,1999-01-08T00:00:00Z,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Rajesh Bindal,Male,1961-04-16T00:00:00Z,Haryana,Ambala City,2006-03-22T00:00:00Z,2023-04-15T00:00:00Z,Not Available,No,Punjab and Haryana,Yes,J&K and Ladakh,2018-11-15T00:00:00Z,Calcutta,2021-01-02T00:00:00Z,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Not Available,Kurukshetra University,1985,1985,Not Available,Not Available,Not Available,No
Rajnesh Oswal,Male,1973-06-17T00:00:00Z,Not Available,Not Available,2020-04-02T00:00:00Z,2035-06-16T00:00:00Z,Not Available,No,J&K and Ladakh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ram Narain Gurtu,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ramalingam Sudhakar,Male,1959-02-14T00:00:00Z,Tamil Nadu,Panapakkam Village,2005-12-10T00:00:00Z,2022-02-12T00:00:00Z,Not Available,No,Madras,Yes,J&K and Ladakh,2016-04-18T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Manipur,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,St. Mary’s Higher Secondary School,Loyola College,Not Available,Madras Law College,Not Available,1983,Tamil Nadu and Puducherry,Not Available,Not Available,No
Rashid Dar,Male,NA,Not Available,Not Available,2018-08-07T00:00:00Z,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Syed Mustafa Rizvi,Male,NA,Not Available,Not Available,NA,NA,Not Available,Not Available,J&K and Ladakh,Not Available,Not Available,NA,Not Available,NA,Not Available,NA,Not Available,Not Available,Not Available,Not Available,No,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
