Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Asok Kumar Ganguly,Male,1947-02-03T00:00:00Z,Not Applicable,Not Applicable,1994-01-10T00:00:00Z,2012-02-03T00:00:00Z,No,No,Calcutta,Yes,Patna,1994-04-04T00:00:00Z,Calcutta,2000-08-01T00:00:00Z,Orissa,2006-04-21T00:00:00Z,Yes,Orissa,Madras,Not Applicable,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Calcutta University,English,Calcutta University,1970,1971,West Bengal,No,No,No
B. Gokuldas,Male,1955-06-07T00:00:00Z,tamil Nadu,Not Available,2016-04-07T00:00:00Z,2017-06-06T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Madras Christian Clg,Arts,Madras Law College,Not Available,1978,Tamil Nadu,No,No,No
B. Pugalendhi,Male,1967-05-25T00:00:00Z,Not Applicable,Not Applicable,2018-11-20T00:00:00Z,2029-05-24T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,No,Not Available,"Govt Law Clg, Pondi",Not Available,"Govt Law Clg, pondi",Not Available,1990,Tamil Nadu,No,No,No
B Subhashan Reddy,Male,1943-03-02T00:00:00Z,Andhra Pradesh,Bagh Amberpet,1991-11-25T00:00:00Z,2005-03-02T00:00:00Z,No,No,Andhra Pradesh,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Kerala,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Sultan Bazar and Chadarghat High Schools, Hyderabad",Osmania University College of Science,Science,"University College of Law, Osmania University",1966,1966,Andhra Pradesh,No,No,No
Balasundaram Rajendran,Male,1955-04-01T00:00:00Z,Not Applicable,Not Applicable,2009-03-31T00:00:00Z,2020-03-31T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Tamil Nadu,No,No,No
C. Saravanan,Male,1971-01-12T00:00:00Z,Tamil Nadu,Not Available,2018-06-04T00:00:00Z,2033-01-11T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,No,No,No,No,Yes,"Cordite Factory HSC, Aruvankadu",NLSIU Bangalore,Arts,NLSIU Bangalore,Not Available,1994,"Tamil Nadu, Puducherry",No,No,No
Chinnasamy Karnan,Male,1955-06-12T00:00:00Z,Tamil Nadu,Karnatham,2009-03-31T00:00:00Z,2017-06-11T00:00:00Z,No,No,Madras,Yes,Calcutta,2016-03-11T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Karnatham's Adi Dravidar school; Mangalampet government school; Government Arts College, Vridhachalam","The New College, Chennai",Science,Madras Law College,1983,1983,Tamil Nadu,No,No,No
Chockalignam Nagappan,Male,1951-10-04T00:00:00Z,Tamil nadu,Not Available,2013-09-19T00:00:00Z,2016-10-03T00:00:00Z,No,No,Madras,Yes,Orissa,2013-02-27T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Not Applicable,Not Applicable,Not Applicable,Yes,2013-09-19T00:00:00Z,Service,Yes,Yes,Not Available,No,No,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1974,tamil nadu,No,No,Yes
C. V. Karthikeyan,Male,1964-12-14T00:00:00Z,Tamil Nadu,Not Available,2016-10-05T00:00:00Z,2026-12-13T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,Not Available,Yes,No,No,No,No,Yes,"St Mary's HSC; Hindu HSC, Chennai",Madras Christian College,Science,Madras Law College,Not Available,1989,Tamil Nadu,No,No,Yes
Cyril Thamarai Selvam,Male,1957-02-09T00:00:00Z,Tamil Nadu,Thanjavur,2009-03-31T00:00:00Z,2019-02-08T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,Yes,Not Available,Loyola College,Commerce,Madras Law College,1981,1982,Tamil Nadu,No,No,No
D. Krishnakumar,Male,1963-05-22T00:00:00Z,Not Applicable,Not Applicable,2016-04-07T00:00:00Z,2025-05-21T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,Govt HSC Dharmapuram,Presidency College Chennai,Science,Madras Law College,Not Available,1985,Tamil Nadu,No,No,No
Anita Sumanth,Female,1970-04-13T00:00:00Z,Not Applicable,Not Applicable,2016-10-05T00:00:00Z,2032-04-14T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,Not Available,Womens Christian Clg Chennai,English Literature,"Government Law College, Chennai",Not Available,1993,Tamil Nadu,No,No,Yes
G. Jayachandran,Male,1965-04-01T00:00:00Z,Tamil Nadu,Vellore,2016-10-05T00:00:00Z,2027-03-31T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,Not Available,No,No,No,No,No,Yes,"Voorhees HSC, Vellore",Not Available,Not Available,Not Available,1988,1988,tamil nadu,No,No,Yes
Duraisamy Hariparanthaman,Male,1954-03-17T00:00:00Z,Not Applicable,Not Applicable,2009-03-31T00:00:00Z,2016-03-16T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Tamil Nadu,No,No,No
G. Chandrasekharan,Male,1962-05-31T00:00:00Z,Tamil Nadu,Virudhunagar,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"St Britto HSC, Madurai","Sourashta Clg, Madurai",Not Available,"Govt Law Clg, Madurai",Not Available,1987,Tamil nadu,No,No,No
Ganesan Ilangovan,Male,1963-06-05T00:00:00Z,Tamil Nadu,Thiruthuraipoondi,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Vilakudi, Thiruthuraipoondi","Bishop Heber Clg, Trichy",Not Available,"Govt Law Clg, Trichy",Not Available,1987,Tamil Nadu,No,No,No
Akbar Ali,Male,1952-11-23T00:00:00Z,Not Applicable,Not Applicable,2009-03-31T00:00:00Z,2014-11-22T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,Not Available,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1978,Tamil Nadu,No,No,No
G R Swaminathan,Male,1968-06-01T00:00:00Z,Tamil Nadu,Thiruvarur,2017-06-28T00:00:00Z,2030-05-31T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,Not Available,"Central Law Clg, Salem",Not Available,"Dr. Ambedkar Law Clg, Pondi",1990,1991,Tamil Nadu,No,No,No
G. K. Ilanthiraiyan,Male,1970-07-09T00:00:00Z,Tamil Nadu,Not Available,2018-06-04T00:00:00Z,2032-07-08T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,No,No,No,No,Yes,"Govt HSC, Mettur","Ambedkar Law Clg, Pondi",Not Available,"Ambedkar Law Clg, Pondi",Not Available,1994,Tamil Nadu,No,No,No
Gopalakrishnan Chockalingam,Male,1955-04-01T00:00:00Z,tamil Nadu,Not Available,2013-10-25T00:00:00Z,2017-03-31T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1979,tamil Nadu,No,No,No
Hemant Laxman Gokhale,Male,1949-03-10T00:00:00Z,Gujarat,Not Available,1994-01-20T00:00:00Z,2011-03-20T00:00:00Z,No,No,Bombay,Yes,Gujarat,1994-02-04T00:00:00Z,Bombay,1999-02-24T00:00:00Z,Not Applicable,NA,Yes,Allahabad,Madras,Not Applicable,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"Government Law College, Bombay",Not Available,"Government Law College, Mumbai",Not Available,1973,Maharashtra,No,No,Yes
Huluvadi Ramesh,Male,1957-05-20T00:00:00Z,Not Applicable,Not Applicable,2003-09-08T00:00:00Z,2019-05-19T00:00:00Z,No,No,Karnataka,Yes,Allahabad,2015-02-16T00:00:00Z,Madras,2016-04-11T00:00:00Z,Madhya Pradesh,2018-11-15T00:00:00Z,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,Not Available,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Karnataka,No,No,No
J. Nisha Banu,Female,1966-09-18T00:00:00Z,tamil Nadu,Nagercoil,2016-10-05T00:00:00Z,2028-09-17T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,No,"St Josephs Convent, Nagercoi",Madras Law College,Not Available,Madras Law College,Not Available,1990,Tamil Nadu,No,No,No
Kandasamy Kalyanasundaram,Male,1960-05-27T00:00:00Z,Tamil Nadu,Manjanayakkampatti,2013-10-25T00:00:00Z,2022-05-26T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,ITO Ayakudi,Arul Migu Palani Arts Clg,Economics,Madras University,1985,1986,Tamil Nadu,No,No,No
Murali Shankar Kuppuraju,Male,1968-05-31T00:00:00Z,Tamil Nadu,Chennai,2020-12-03T00:00:00Z,2022-12-03T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"Devanga HSC, Coimbatore",Coimbatore Law Clg,Not Available,Coimbatore Law Clg,Not Available,1991,Tamil Nadu,No,No,No
K. B. K. Vasuki,Female,1953-09-09T00:00:00Z,Tamil Nadu,Kodumudi,2010-02-17T00:00:00Z,2015-09-08T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Sri Sankara Vidyasala High School, Kodumudi; Sri Sankara Vidyasala Girls High School, Kodumudi.","PSG Krishnammal College for Women, Coimbatore",Arts,Madras Law College,Not Available,1979,Tamil Nadu,No,No,No
Kandasami Ravichandra Baabu,Male,1958-10-14T00:00:00Z,Tamil Nadu,Villipuram,2011-12-20T00:00:00Z,2020-10-13T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,No,No,No,No,Yes,Not Available,Not Available,Not Available,Madras Law College,Not Available,1984,Tamil Nadu,No,No,No
K. K. Sasidharan,Male,1957-10-28T00:00:00Z,Union Territory of Pondicherry,Chalackara Village,2007-11-12T00:00:00Z,2019-10-27T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,Yes,"Sreenarayana Senior Basic School, Kurichiyil; V.P. Oriental High School,
 Chockly","Mahatma Gandhi Govt. Arts College, Mahe, Pondicherry",Arts,"Dr. Ambedkar Govt. Law College, Pondicherry",1983,1983,Tamil Nadu,No,No,No
Konakuppakattil Gopinathan Balakrishnan,Male,1945-05-12T00:00:00Z,Kerala,Thalayolaparambu,1985-09-26T00:00:00Z,2010-05-12T00:00:00Z,No,No,Kerala,Yes,Gujarat,1997-11-24T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Gujarat,Madras,Not Applicable,Yes,2000-06-08T00:00:00Z,Service,Yes,Yes,Not Available,Yes,No,No,No,No,No,Not Available,Maharaja's College,Not Available,Maharaja's Law College,Not Available,1968,Kerala,No,No,Yes
Krishnan Ramasamy,Male,1968-06-03T00:00:00Z,Tamil Nadu,Kallakurichi,2018-06-04T00:00:00Z,2030-06-02T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,No,No,No,No,Yes,Not Available,"National College, Trichy",Commerce,Madras Law College,Not Available,1994,Tamil Nadu,No,No,No
Kudarikoti Swamy,Male,1935-03-20T00:00:00Z,Not Applicable,Not Applicable,1979-01-01T00:00:00Z,1997-03-19T00:00:00Z,No,No,Karnataka,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,1960,Karnataka,No,No,No
Indira Banerjee,Male,1957-09-24T00:00:00Z,Not Applicable,Not Applicable,2002-02-05T00:00:00Z,2022-09-24T00:00:00Z,No,No,Calcutta,Yes,Delhi,2016-08-08T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Not Applicable,Not Applicable,Yes,2018-08-07T00:00:00Z,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Loreto House, Calcutta",Presidency College,History (Hons.),"Calcutta University, College of Law",Not Available,1985,West Bengal,No,No,No
M. Dhandapani,Male,1968-04-15T00:00:00Z,Tamil Nadu,Villupuram,2017-06-28T00:00:00Z,2030-04-14T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,No,Not Available,"Jamal Mohammed Clg, Trichy",History,"Govt Law Clg, Trichy",Not Available,1996,Tamil Nadu,No,No,No
M Duraiswamy,Male,1960-09-22T00:00:00Z,Not Applicable,Not Applicable,2009-03-31T00:00:00Z,2022-09-21T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Commerce,Madras Law College,Not Available,1987,"Tamil Nadu, Puducherry",No,No,No
M. Govindaraj,Male,1960-05-19T00:00:00Z,Tamil Nadu,Madurai,2016-10-05T00:00:00Z,2022-05-18T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,"Revathy School, Tiruthuraipoondi and Government High School, Tiruthuraipoondi","Bishop Herber, Trichy",Not Available,"Govt Law Clg, Trichy",1988,1988,Tamil Nadu,No,No,No
Nirmal Kumar,Male,1965-11-23T00:00:00Z,Tamil Nadu,Not Available,2018-06-04T00:00:00Z,2027-11-22T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,"Santhome HSC, Chennai",Madras Law College,Not Available,Madras Law College,Not Available,1989,Tamil Nadu,No,No,No
M. S. Ramesh,Male,1963-12-28T00:00:00Z,Tamil Nadu,Chennai,2016-10-05T00:00:00Z,2025-12-27T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,1991,Tamil Nadu,No,No,No
M. Sundar,Male,1966-07-19T00:00:00Z,Tamil Nadu,Chennai,2016-10-05T00:00:00Z,2028-07-18T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,DAV (Boys) Chennai,Madras Law College,Science,Madras Law College,Not Available,1989,Tamil Nadu,No,No,No
M. Sathyanarayanan,Male,1959-06-10T00:00:00Z,Not Applicable,Not Applicable,2008-04-23T00:00:00Z,2021-06-09T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,Yes,Not Available,DG Vaishnav College,Commerce,"Dr. Ambedkar Govt. Law College, Pondicherry",Not Available,1983,Tamil Nadu,No,No,No
M. Venugopal,Male,1957-05-07T00:00:00Z,Not Applicable,Not Applicable,2007-11-12T00:00:00Z,2019-05-06T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,Not Available,Yes,No,No,No,No,No,M.C.T.Muthiah Chettiar High School,Pachaiyappa`s College,Arts,Madras Law College,Not Available,1981,Tamil Nadu,No,No,Yes
Mohammad Yusuf Eqbal,Male,1951-02-13T00:00:00Z,Not Applicable,Not Applicable,1996-05-09T00:00:00Z,2016-02-12T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Not Applicable,Not Applicable,Yes,2012-12-24T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Ranchi Zila School,Ranchi University,Science,Not Available,1974,1975,Jharkhand,No,No,No
Manmohan Liberhan,Male,1938-11-11T00:00:00Z,Chandigarh,Not Available,1987-02-11T00:00:00Z,2000-02-10T00:00:00Z,No,No,Punjab and Haryana,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Andhra Pradesh,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,Yes,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1962,Punjab and Haryana,No,No,No
Markandey Katju,Male,1946-09-20T00:00:00Z,Uttar Pradesh,Lucknow,1991-11-30T00:00:00Z,2011-09-20T00:00:00Z,No,No,Allahabad,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Delhi,Not Applicable,Yes,2006-04-10T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Banaras Hindu University,1967,1968,Uttar Pradesh,No,No,No
Meiyappan Chockalingam,Male,1949-02-17T00:00:00Z,tamil nadu,Not Available,2000-09-27T00:00:00Z,2011-02-17T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,Not Available,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1974,tamil nadu,No,No,No
M. M. Sundresh,Male,1962-07-21T00:00:00Z,Tamil Nadu,Erode,2009-03-31T00:00:00Z,2024-07-20T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Not Available,Not Applicable,Yes,No,No,No,No,Not Available,Loyola Chennai,Arts,Madras Law College,Not Available,1985,Tamil Nadu,No,No,No
