Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Ashok Kumar Prasad,Male,1939-04-10T00:00:00Z,Not Available,Not Available,1997-10-16T00:00:00Z,2001-04-09T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1962,Bihar,Not Available,Yes,No
Bhagwati Prasad,Male,1949-05-13T00:00:00Z,Rajasthan,"Bahadra, Dist. Hanumangarh",1996-04-06T00:00:00Z,2011-05-12T00:00:00Z,No,No,Rajasthan,Yes,Gujarat,2008-02-07T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,"Government College, Hissar",Science,"Doongar College, Bikaner",1972,1972,Rajasthan,No,No,Yes
Bimlendu Mangalmurti,Male,1958-06-01T00:00:00Z,Not Available,Not Available,2017-05-20T00:00:00Z,2020-05-31T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,1983,Bihar,Not Available,Not Available,Not Available
Dabbiru Ganeshrao Patnaik,Male,1948-09-29T00:00:00Z,Not Available,Not Available,2006-02-27T00:00:00Z,2010-09-29T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Jamshedpur,Not Available,Not Available,Patna Law College,Not Available,1973,Bihar,No,Yes,No
Deepak Roshan,Male,1967-12-12T00:00:00Z,Jharkhand,Ranchi,2019-02-18T00:00:00Z,2029-12-11T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Not Available,University of Delhi,Not Available,"Sir L. A. Shah Law College, Ahmadabad, Gujarat University",Not Available,1995,Patna,No,No,No
Deoki Nandan Prasad,Male,1941-08-01T00:00:00Z,Not Available,Not Available,1998-12-01T00:00:00Z,2003-07-31T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable,Not Applicable,Not Available,Yes,No
Dhananjay Prasad Singh,Male,1946-09-06T00:00:00Z,Not Available,Not Available,2006-02-27T00:00:00Z,2008-09-05T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Science,Not Available,Not Available,Not Applicable,Not Applicable,NO,Yes,No
Dhirubhai Naranbhai Patel,Male,1960-03-13T00:00:00Z,Not Available,Not Available,2004-03-07T00:00:00Z,2022-03-12T00:00:00Z,No,No,Gujarat,Yes,Jharkhand,2009-02-02T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"M.G. Science College, Ahmedabad",Science,"L.A. Shah Law College, Ahmedabad",1984,1984,Gujrat,No,Yes,Yes
Dhrub Narayan Upadhyay,Male,1954-08-10T00:00:00Z,Jharkhand,Jamshedpur,2011-04-27T00:00:00Z,2016-08-09T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,"R.D. TATA Higher secondary school, Jamshedpur",Co-operative College,B.Com,Co-operative College,Not Available,1979,Bihar,No,No,No
Dilip Kumar Sunha,Male,1949-08-01T00:00:00Z,Not Available,Not Available,2006-02-27T00:00:00Z,2011-07-31T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Rajgir, Bihar and Bettiah",Not Available,B.Sc.,Patna Law College,Not Available,1976,Bihar,No,No,No
Ravi Ranjan,Male,1960-12-20T00:00:00Z,Bihar,Patna,2008-07-14T00:00:00Z,2022-12-19T00:00:00Z,No,No,Patna,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,Not Available,Patna University,Science,"Patna Law College, Patna University",1989,1990,Patna,No,Yes,No
Shiva Pathak,Male,1963-01-15T00:00:00Z,Not Available,Not Available,2016-09-30T00:00:00Z,2025-01-14T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,No,No,No,Not Available,"Bihar National College, Patna University",Arts,"Patna Law College, Patna University",1988,1988,Bihar,No,Yes,No
Gurusharan Sharma,Male,1942-01-15T00:00:00Z,Bihar,Pandarak,1992-10-19T00:00:00Z,2004-01-15T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-15T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,"Punyark Vidya Mandir, Pandarak",Patna University,Master's in Political Science,Not Available,1965,1966,Bihar,No,Yes,Not Available
Gyan Mishra,Female,1949-04-28T00:00:00Z,Not Available,Not Available,1994-03-16T00:00:00Z,2014-04-27T00:00:00Z,No,No,Patna,Yes,Rajasthan,1994-04-21T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,Yes,2010-04-30T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Patna University,Political Science,Patna University,Not Available,1972,Bihar,No,Yes,No
Hari Shankar Prasad,Male,1943-07-01T00:00:00Z,Not Available,Not Available,2002-01-01T00:00:00Z,2005-06-30T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Available,Not Available,Arts,Not Available,Not Available,Not Applicable,Not Applicable,No,No,No
Harish Mishra,Male,1959-03-27T00:00:00Z,Not Available,Not Available,2011-04-27T00:00:00Z,2021-03-26T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Patna High School and T.N.B. College, Bhagalpur","Co-operative College, Jamshedpur",B.Com,Patna Law College,1984,1984,Bihar,No,No,No
Jaya Roy,Female,1951-08-08T00:00:00Z,Not Available,Not Available,2008-07-30T00:00:00Z,2013-08-07T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Science,Patna University,Not Available,1976,Bihar,No,No,No
Jeewan Chandra Singh Rawat,Male,1949-05-24T00:00:00Z,Uttarakhand,Nainital,2004-06-29T00:00:00Z,2011-05-23T00:00:00Z,No,No,Uttarakhand,Yes,Jharkhand,2009-09-18T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Higher Secondary School, Mukteshwar, Nainital, and GIC Nainital",DSB Govt. College,Arts,Lucknow University,Not Available,Not Applicable,Not Applicable,No,No,No
Kailash Prasad Deo,Male,1967-08-01T00:00:00Z,Not Available,Not Available,2018-01-06T00:00:00Z,2029-07-31T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1996,Not Available,No,No,No
Lakshman Uraon,Male,1942-08-12T00:00:00Z,Jharkhand,"Village Latha Toli, District of Gumla",2002-01-28T00:00:00Z,2004-08-11T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,No,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Upper Primary School Saso and Lutharan High School, Gumla","St.Xavier's College, Ranchi",Not Available,"Chotanagpur Law College, Ranchi",1965,Not Applicable,Not Applicable,No,No,No
M. Karpaga Vinayagam,Male,1946-05-16T00:00:00Z,Tamil Nadu,Devakottai,1996-01-08T00:00:00Z,2008-05-15T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,"Alagappa College, Karaikudi",B.A. Economics,Madras Law College,1972,1972,Tamil Nadu,No,No,No
Mohammad Yusuf Eqbal,Male,1951-02-13T00:00:00Z,Not Available,Not Available,1996-05-09T00:00:00Z,2016-02-12T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-14T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Madras,Not Applicable,Not Applicable,Yes,2012-12-24T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Yes,No,Ranchi Zila School,Ranchi University,Science,Not Available,1974,1975,Ranchi,No,No,No
Narendra Nath Tiwari,Male,1952-05-22T00:00:00Z,Not Available,Not Available,2004-06-28T00:00:00Z,2014-05-21T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,Not Available,"G.L.A. College, Daltonganj",Economics Honours,"Chhotanagpur Law College, Ranchi",1975,1975,Bihar,No,Yes,No
Nelavoy Dhinakar,Male,1944-06-10T00:00:00Z,Not Available,Not Available,1994-10-17T00:00:00Z,2006-06-10T00:00:00Z,No,No,Madras,Yes,Kerala,1994-11-30T00:00:00Z,Madras,1999-03-05T00:00:00Z,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1968,Tamil Nadu,No,No,No
Permod Kohli,Male,1951-03-01T00:00:00Z,Not Available,Not Available,2003-01-07T00:00:00Z,2013-03-01T00:00:00Z,No,No,J & K and Ladakh,Yes,Jharkhand,2006-04-28T00:00:00Z,Punjab and Haryana,2007-05-10T00:00:00Z,Not Applicable,NA,Yes,Sikkim,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,Yes,No,No,No,Not Available,"GGM Science College, Jammu",B.Sc.,University of Jammu,1972,1972,Jammu and kashmir,No,No,No
Perubhemba Balasubramanyan,Male,1942-08-28T00:00:00Z,Not Available,Not Available,1992-06-04T00:00:00Z,2007-08-28T00:00:00Z,No,No,Kerala,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Orissa,Jharkhand,Not Applicable,Yes,2004-08-27T00:00:00Z,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,No,No,Village school,"Government College, Chittur (Palghat District)",B.Sc.,Madras Law College,Not Available,1964,Madras,No,No,No
Poonam Srivastava,Female,1950-04-26T00:00:00Z,Not Available,Not Available,2004-01-07T00:00:00Z,2012-04-25T00:00:00Z,No,No,Allahabad,Yes,Jharkhand,2010-10-27T00:00:00Z,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,Science,Not Available,Not Available,1972,UP,Not Available,No,No
Pradeep Kumar,Male,1952-07-01T00:00:00Z,Not Available,Not Available,2009-01-21T00:00:00Z,2011-11-29T00:00:00Z,Yes,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Zila School, Ranchi","St. Xaviers College, Ranchi",B.Sc.,"Chotanagpur Law College, Ranchi",Not Available,1974,Bihar,No,No,No
Pradip Kumar Mohanty,Male,1955-06-10T00:00:00Z,Odisha,Cuttack,2002-03-07T00:00:00Z,2017-06-09T00:00:00Z,No,No,Orissa,Yes,Jharkhand,2016-04-08T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Ravenshaw Collegiate School, Cuttack","Ravenshaw College, Cuttack",B.Com.,"M.S. Law College, Cuttack",1978,1978,Odisha,No,No,No
Pradipkumar Bhatt,Male,1956-09-06T00:00:00Z,Not Available,Not Available,2011-02-17T00:00:00Z,2018-09-05T00:00:00Z,No,No,Gujarat,Yes,Jharkhand,2011-06-27T00:00:00Z,Gujarat,2016-02-11T00:00:00Z,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Gujarat,"H.K. Arts College, Ahmedabad",Political Science,"Sir L.A. Shah Law College, Ahmedabad",Not Available,1984,Gujarat,No,No,No
Prakash Chandra Tatia,Male,1951-08-04T00:00:00Z,Not Available,Not Available,2001-01-11T00:00:00Z,2013-08-03T00:00:00Z,No,No,Rajasthan,Yes,Jharkhand,2011-04-11T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,Not Available,Not Available,B.Sc.,Jodhpur University,1975,1975,Rajastan,No,No,No
Pramath Patnaik,Male,1959-06-14T00:00:00Z,Not Available,Not Available,2014-09-24T00:00:00Z,2021-06-13T00:00:00Z,No,No,Orissa,Yes,Jharkhand,2014-12-22T00:00:00Z,Orissa,2019-02-08T00:00:00Z,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Government High School, Bhubaneswar and  B.J.B. College, Bhubaneswar","B.J.B. College, Bhubaneswar",Not Available,"University Law College, Utkal University, Bhubaneswar",1986,1986,Odisha,No,Yes,No
Prashant Kumar,Male,1958-07-01T00:00:00Z,Not Available,Not Available,2009-01-21T00:00:00Z,2019-08-30T00:00:00Z,Yes,No,Jharkhand,Yes,Allahabad,2016-05-19T00:00:00Z,Jharkhand,2019-05-09T00:00:00Z,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Bisheshwar Seminary School,Chapra","Uday Pratap Singh Degree College, Varanasi",B.Sc.,"Harishchandra Law College, Varanasi",Not Available,1980,Bihar,No,No,No
R. Banumathi,Female,1955-07-20T00:00:00Z,Tamil Nadu,Not Available,2003-04-03T00:00:00Z,2020-07-19T00:00:00Z,No,No,Madras,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,Yes,Jharkhand,Not Applicable,Not Applicable,Yes,2014-08-13T00:00:00Z,Service,Yes,Yes,No,Yes,No,No,No,No,No,Not Available,Not Available,B.Sc.,Not Available,Not Available,1981,Tamil Nadu,No,No,Not Available
Rajesh Kumar,Male,1968-10-26T00:00:00Z,Not Available,Not Available,2018-01-06T00:00:00Z,2030-10-25T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Arts,Not Available,Not Available,1994,Not Available,No,No,No
Rajesh Shankar,Male,1970-12-16T00:00:00Z,Not Available,Not Available,2016-09-30T00:00:00Z,2032-12-15T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"St. John's High School, Ranchi","Hindu College, University of Delhi",B.A. Hons.,"Campus Law Centre, Faculty of Law, Delhi University",Not Available,1995,Patna,No,No,No
Rakesh Ranjan Prasad,Male,1955-07-01T00:00:00Z,Not Available,Not Available,2006-02-09T00:00:00Z,2017-06-30T00:00:00Z,No,No,Jharkhand,Yes,Manipur,2016-02-01T00:00:00Z,Not Applicable,NA,Not Applicable,NA,Yes,Manipur,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Bihar,Not Available,Science,"Patna Law College, Patna",Not Available,1980,Bihar,No,No,No
Ramesh Kumar Merathia,Male,1950-08-18T00:00:00Z,Not Available,Not Available,2002-11-18T00:00:00Z,2012-08-17T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,Yes,Not Applicable,Yes,No,Yes,No,No,"D.A.V. School, Jharia","R.S.P.College, Jharia",B.Com.,"Chhotanagpur Law College, Ranchi",Not Available,1973,Bihar,No,No,No
Ratnaker Bhengra,Male,1962-10-05T00:00:00Z,Not Available,Not Available,2015-04-17T00:00:00Z,2024-10-04T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,No,No,"Mount Hermon School, Darjeeling","Kirori Mal College, Delhi University",Geography,Delhi University,Not Available,1988,Delhi,No,Yes,No
Ravi Nath Verma,Male,1956-12-10T00:00:00Z,Not Available,Not Available,2014-09-26T00:00:00Z,2016-10-22T00:00:00Z,No,Yes,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,Not Available,Not Available,B.A. (Hons.) Economics,Not Available,Not Available,1983,Not Available,Not Available,No,No
Rongon Mukhopadhyay,Male,1967-12-29T00:00:00Z,Not Available,Not Available,2014-09-26T00:00:00Z,2029-12-28T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,No,No,No,No,No,Not Available,Not Available,Commerce,Not Available,Not Available,1991,Not Available,No,No,No
Sanjay Dwivedi,Male,1965-11-03T00:00:00Z,Bihar,Not Available,2019-02-18T00:00:00Z,2027-11-02T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,Not Available,Not Available,B.A. (Hons.),Ranchi University,1993,1993,Patna,No,No,No
Shree Chandrashekhar,Male,1965-05-25T00:00:00Z,Not Available,Not Available,2013-01-17T00:00:00Z,2027-05-24T00:00:00Z,No,No,Jharkhand,No,Not Applicable,NA,Not Applicable,NA,Not Applicable,NA,No,Not Applicable,Not Applicable,Not Applicable,No,NA,Bar,No,Yes,No,Not Applicable,Yes,No,No,Yes,No,Not Available,Not Available,B.Sc. Hons.,"Campus Law Centre, University of Delhi",1993,1993,Delhi,No,No,No
Sudhanshu Mukhopadhaya,Male,1950-03-15T00:00:00Z,Not Available,Not Available,1994-11-08T00:00:00Z,2015-03-14T00:00:00Z,No,No,Patna,Yes,Jharkhand,2000-11-14T00:00:00Z,Madras,2006-08-31T00:00:00Z,Not Applicable,NA,Yes,Gujarat,Not Applicable,Not Applicable,Yes,2011-09-13T00:00:00Z,Bar,No,Yes,Yes,Not Applicable,No,No,No,No,No,Not Available,Magadh University,B.Sc.,Patna University,1979,1979,Patna,No,No,No
