Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
krishna Murari Agarwal,Male,1934-10-27T00:00:00Z,NA,NA,1984-05-14T00:00:00Z,1996-10-26T00:00:00Z,No,No,Madhya Pradesh,Yes,Andhra Pradesh,1994-04-24T00:00:00Z,NA,NA,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1962,Chhatisgharh,NA,NA,No
Malaya Sengupta,Male,1936-11-10T00:00:00Z,NA,NA,1995-09-27T00:00:00Z,1998-11-09T00:00:00Z,No,No,Calcutta,Yes,Sikkim,1995-10-16T00:00:00Z,NA,NA,NA,NA,No,"NA","NA","NA",No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,I.C. Institution,K.N. College,NA,"University College of Law, Calcutta",NA,1961,West Bengal,No,No,No
Meenakshi Madan Rai,Female,1964-07-12T00:00:00Z,Sikkim,Gangtok,2015-04-15T00:00:00Z,2026-07-11T00:00:00Z,No,No,Sikkim,No,NA,NA,NA,NA,NA,NA,No,"NA","NA","NA",No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Dowhill school,Lady Shriram college,Arts,"Campus Law Centre, Delhi University",1989,1990,Delhi,No,No,No
Narendra Jain,Male,1952-10-08T00:00:00Z,Rajasthan,"Newai, District Tonk",2004-09-02T00:00:00Z,2014-10-07T00:00:00Z,No,No,Rajasthan,Yes,Sikkim,2013-09-30T00:00:00Z,NA,NA,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,NA,Commerce,University of Delhi,1977,1978,Rajasthan,NA,NA,No
Nongthomban Surjamani Singh,Male,1946-03-01T00:00:00Z,NA,NA,1996-01-29T00:00:00Z,2008-03-01T00:00:00Z,Yes,No,Gauhati,Yes,Sikkim,2003-01-07T00:00:00Z,NA,NA,NA,NA,No,"NA","NA","NA",No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,No,No,NA,NA,NA,NA,NA,1970,NA,NA,NA,NA
Paul Daniel Dinakaran Premkumar,Male,1950-05-09T00:00:00Z,Tamil nadu,"Arakkonam, North Arcot",1996-12-19T00:00:00Z,2011-07-29T00:00:00Z,No,Yes,Madras,No,NA,NA,NA,NA,NA,NA,Yes,Karnataka,Sikkim,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Madras Law college,Arts,Madras Law college,NA,1976,Tamil Nadu,No,No,No
Permod Kohli,Male,1951-03-01T00:00:00Z,Jammu and Kashmir,Rajouri,2003-01-07T00:00:00Z,2013-02-28T00:00:00Z,No,No,Jammu and Kashmir and Ladakh,Yes,Jharkhand,2006-05-04T00:00:00Z,Punjab and Haryana,2007-05-10T00:00:00Z,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,No,No,No,NA,G.G.M. Science College,NA,University of Jammu,1972,1972,Jammu and Kashmir,NA,NA,No
Pius Chakkalayil Kuriakose,Male,1951-10-02T00:00:00Z,Kerala,"Trippunithura, Cochin",2002-09-09T00:00:00Z,2013-10-01T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,NA,NA,Maharajas Law College,NA,1974,Kerala,NA,NA,No
Radha Krishna Patra,Male,1942-11-24T00:00:00Z,NA,NA,1992-06-22T00:00:00Z,2004-11-23T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1966,Orissa,NA,NA,NA
Repusudan Dayal,Male,1941-05-18T00:00:00Z,NA,NA,1966-02-22T00:00:00Z,2003-05-17T00:00:00Z,No,No,Sikkim,Yes,Allahabad,1995-10-18T00:00:00Z,Calcutta,1997-07-21T00:00:00Z,NA,NA,No,"NA","NA","NA",No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1962,NA,NA,NA,NA
Satish Kumar Agnihotri,Male,1956-06-30T00:00:00Z,NA,NA,2005-05-05T00:00:00Z,2018-06-30T00:00:00Z,No,No,Chhattisgarh,Yes,Madras,2013-09-26T00:00:00Z,Sikkim,2016-05-23T00:00:00Z,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,"A.P.S University, Rewa",Science,Delhi University,1982,1982,Delhi,No,Yes,No
Sonam Phintso Wangdi,Male,1953-10-25T00:00:00Z,Sikkim,Temi,2009-06-23T00:00:00Z,2015-10-24T00:00:00Z,No,No,Sikkim,No,NA,NA,NA,NA,NA,NA,No,"NA","NA","NA",No,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,Yes,No,Yes,NA,"St. Edmund’s College, Shillong",Arts,University of Calcutta,NA,1982,West bengal,No,No,No
Sunil Kumar Sinha,Male,1954-07-07T00:00:00Z,Chhattisgarh,Ambikapur,2004-12-01T00:00:00Z,2016-07-06T00:00:00Z,No,No,Chhattisgarh,Yes,Sikkim,2014-07-14T00:00:00Z,NA,NA,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,"Govt. Multipurpose Higher Secondary School, Ambikapur","Govt. Post Graduate College, Ambikpur",Science,Govt. Post Graduate College Ambikapur,1980,1980,Madhya Pradesh,No,Yes,No
Surendra Nath Bhargava,Male,1934-02-11T00:00:00Z,Uttar Pradesh,Mathura,1982-10-29T00:00:00Z,1996-02-10T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,Yes,Sikkim,"NA","NA",No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Science,NA,NA,NA,NA,No,Yes,No
Vijay Kumar Bist,Male,1957-09-17T00:00:00Z,Uttarakhand,"Lansdown, District Pauri Garhwal",2008-11-01T00:00:00Z,2019-09-16T00:00:00Z,No,No,Uttarakhand,No,NA,NA,NA,NA,NA,NA,Yes,Sikkim,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,Yes,"Intermediate College Kanskhet, Pauri Garhwal.",NA,NA,Allahabad University,NA,1984,Uttar Pradesh,No,Yes,No
Anandamoy Bhattacharjee,Male,1933-12-20T00:00:00Z,NA,NA,1976-06-16T00:00:00Z,1995-04-01T00:00:00Z,No,NA,Sikkim,Yes,Calcutta,1986-02-03T00:00:00Z,NA,NA,NA,NA,Yes,Calcutta,Bombay,"NA",No,NA,Bar,No,Yes,No,"NA",Yes,Yes,No,No,No,"He was educated at Siliguri Boys School, Siliguri, St. Paul's College, Calcutta, Scottish Church College, Calcutta and University College of Law, Calcutta.",NA,NA,NA,NA,1957,West Bengal,No,No,No
