Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
B. L. Bhat,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bansi Lal Bhat,Male,1954-04-19T00:00:00Z,Jammu & Kashmir,"Arihal, Pulwama District",2013-03-08T00:00:00Z,2016-04-18T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Government High School, Hawal","Amar Singh College, Srinagar",Arts,University of Kashmir,1974,1975,NA,NA,NA,No
Bashir Ahmad Kirmani,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syed Bashir-Ud-Din,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basudeva Mukerjee,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bawa Singh Walia,Male,1961-08-28T00:00:00Z,Punjab,Jalandhar,2014-09-25T00:00:00Z,2023-08-27T00:00:00Z,NA,No,Punjab and Haryana,Yes,J&K and Ladakh,2015-02-12T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,St. John's High School,"A.V. College, Chandigarh",Arts,Panjab University,1985,1985,NA,NA,NA,No
Bhawani Singh,Male,1944-03-28T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devi Das Thakur,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dhiraj Singh Thakur,Male,1964-04-25T00:00:00Z,NA,NA,2013-03-08T00:00:00Z,2026-04-24T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1989,Delhi,NA,NA,No
G. A. Kuchai,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G. D. Sharma,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G. L. Raina,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hasnain Massodi,Male,1954-01-02T00:00:00Z,Jammu & Kashmir,"Khrew, Pulwama",2009-11-13T00:00:00Z,2016-01-01T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,"Harvard Law School, Harvard University",NA,NA,NA,Yes,NA,Yes
Ghulam Mir,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hakim Hussain,Male,1949-07-16T00:00:00Z,Jammu & Kashmir,NA,2004-09-30T00:00:00Z,2011-07-15T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,Jammu and Kashmir University,NA,Aligarh Muslim University,1971,1971,Jammu and Kashmir,NA,NA,No
Iqbal Kotwal,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ishwar Singh,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jai Pal Singh,Male,1951-04-06T00:00:00Z,Jammu & Kashmir,Kehli Mandi,2005-10-04T00:00:00Z,2013-04-06T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,1971,1971,Jammu and Kashmir,NA,NA,No
Janak Kotwal,Male,1956-08-29T00:00:00Z,Jammu & Kashmir,Bhaderwah,2013-03-08T00:00:00Z,2018-08-28T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,No,"NA",Yes,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,"NA","NA",NA,NA,NA
Janki Bhat,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javed Iqbal Wani,Male,1964-03-24T00:00:00Z,Jammu & Kashmir,Srinagar,2020-06-12T00:00:00Z,2026-03-23T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,Khalsa High School,"Sri Pratap Singh
College, Srinagar",Science,Kashmir University,1990,1990,NA,NA,NA,No
K. K. Gupta,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. K Hanjura,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Government Degree College Bemina,NA,University of Kashmir,1979,NA,NA,NA,NA,NA
Moti Lal Bhatt,Male,1931-01-10T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. L. Koul,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M.Y. Kawoosa,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahesh Kumar,Male,1953-01-05T00:00:00Z,Punjab,NA,2001-07-02T00:00:00Z,2015-01-04T00:00:00Z,No,No,Punjab and Haryana,No,NA,NA,NA,NA,NA,NA,Yes,J&K and Ladakh,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,"Punjabi University, Patiala",1977,1977,Punjab and Haryana High Court ( 1991-1992),Yes,No,Yes
Mansoor Mir,Male,1955-04-25T00:00:00Z,Jammu & Kashmir,Pulwama,2005-01-31T00:00:00Z,2017-04-24T00:00:00Z,NA,No,J&K and Ladakh,Yes,Himachal Pradesh,2013-11-27T00:00:00Z,NA,NA,NA,NA,Yes,Himachal Pradesh,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1978,Jammu and Kashmir,NA,NA,No
Mazhar Ali Shah,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mian Jalal-Ud-Din,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1941,Jammu and Kashmir,NA,NA,No
Mohammad Mir,Male,1957-05-28T00:00:00Z,Jammu & Kashmir,Village Rajpora,2007-11-23T00:00:00Z,2019-05-27T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,Yes,Meghalaya,NA,NA,NA,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,Kashmir University,NA,1981,NA,NA,NA,NA
Mufti Farooqi,Male,NA,NA,NA,NA,NA,NA,Yes,Jammu and Kashmir,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Jammu and Kashmir,NA,NA,No
Muzaffar Jan,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Muzaffar Hussain Attar,Male,1955-01-30T00:00:00Z,NA,NA,2008-11-05T00:00:00Z,2017-01-29T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Anantnag College,NA,NA,1977,1985,NA,NA,NA,No
Nirmal Singh,Male,1947-09-06T00:00:00Z,NA,NA,2000-05-25T00:00:00Z,2009-09-06T00:00:00Z,NA,No,Punjab and Haryana,Yes,J&K and Ladakh,2005-03-18T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1972,Punjab and Haryana,NA,NA,No
Nisar Ahmad Kakru,Male,1949-10-26T00:00:00Z,Jammu & Kashmir,Baramulla,1997-11-01T00:00:00Z,2007-10-26T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,Yes,Andhra Pradesh,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,Yes,No,No,No,NA,NA,NA,NA,NA,1982,Jammu and Kashmir,NA,NA,No
O. P. Sharma,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Permod Kohli,Male,1951-03-01T00:00:00Z,Jammu & Kashmir,Rajouri,2003-01-07T00:00:00Z,2013-02-28T00:00:00Z,NA,No,Jammu and Kashmir and Ladakh,Yes,Jharkhand,2006-03-28T00:00:00Z,Punjab and Harya,2007-10-05T00:00:00Z,NA,NA,Yes,Sikkim,NA,NA,NA,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,No,No,No,NA,G.G.M. Science College,NA,University of jammu,1972,1972,Jammu and Kashmir,NA,NA,No
Punit Kumar Gupta,Male,1963-04-10T00:00:00Z,NA,NA,2020-04-07T00:00:00Z,2025-04-09T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
R. C. Gandhi,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R. K. Nehru,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ram Prakash Sethi,Male,1937-07-07T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1999-01-08T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rajesh Bindal,Male,1961-04-16T00:00:00Z,Haryana,Ambala City,2006-03-22T00:00:00Z,2023-04-15T00:00:00Z,NA,No,Punjab and Haryana,Yes,J&K and Ladakh,2018-11-15T00:00:00Z,Calcutta,2021-01-02T00:00:00Z,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,Kurukshetra University,1985,1985,NA,NA,NA,No
Rajnesh Oswal,Male,1973-06-17T00:00:00Z,NA,NA,2020-04-02T00:00:00Z,2035-06-16T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ram Narain Gurtu,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramalingam Sudhakar,Male,1959-02-14T00:00:00Z,Tamil Nadu,Panapakkam Village,2005-12-10T00:00:00Z,2022-02-12T00:00:00Z,NA,No,Madras,Yes,J&K and Ladakh,2016-04-18T00:00:00Z,NA,NA,NA,NA,Yes,Manipur,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,St. Mary’s Higher Secondary School,Loyola College,NA,Madras Law College,NA,1983,Tamil Nadu and Puducherry,NA,NA,No
Rashid Dar,Male,NA,NA,NA,2018-08-07T00:00:00Z,NA,NA,NA,J&K and Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syed Mustafa Rizvi,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanjay Dhar,Male,1965-05-11T00:00:00Z,Jammu & Kashmir,Village Danow (Bogund),2020-04-07T00:00:00Z,2027-05-10T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,S.P.College Srinagar,Science,University of Kashmir,NA,1990,NA,NA,NA,No
Sanjay Kumar Gupta,Male,1961-11-24T00:00:00Z,NA,NA,2017-06-06T00:00:00Z,2020-07-27T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"Oriental Academy, Jammu","G.G.M Science College, Jammu",Science,University of Jammu,1986,1986,Delhi,No,NA,No
Sanjeev Kumar,Male,1966-04-08T00:00:00Z,Jammu & Kashmir,Village Prehta Nagrota,2017-06-06T00:00:00Z,2028-04-07T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,Govt. H.S.S. Basohli,Govt. Degree College Kathua,Science,University of Jammu,1988,1989,Jammu and Kashmir,NA,NA,No
Sindhu Sharma,Female,1972-10-10T00:00:00Z,NA,NA,2018-08-07T00:00:00Z,2034-10-09T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,Punjab University,NA,1997,NA,NA,NA,No
Sudesh Kumar Gupta,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sunil Hali,Male,NA,Jammu & Kashmir,NA,2008-03-15T00:00:00Z,2013-02-22T00:00:00Z,NA,No,J&K and Ladakh,Yes,Allahabad,2011-04-07T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,NA,Jammu and Kashmir,NA,NA,No
Saiyed Saghir Ahmad,Male,1935-07-01T00:00:00Z,NA,NA,1981-11-02T00:00:00Z,2000-06-30T00:00:00Z,NA,No,Allahabad,Yes,J&K and Ladakh,1993-11-01T00:00:00Z,NA,NA,NA,NA,Yes,J&K and Ladakh,Andhra Pradesh,NA,Yes,1995-03-06T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1961,Uttar Pradesh,No,NA,NA
T. S. Daobia,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T. S. Thakur,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tashi Rabstan,Male,1963-04-10T00:00:00Z,Leh Ladakh,Village SKURBUCHAN,2013-03-08T00:00:00Z,2025-04-09T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,University of Jammu,NA,University of Jammu,NA,1990,Jammu and Kashmir,NA,NA,No
Vinod Gupta,Male,1947-09-10T00:00:00Z,NA,NA,1990-11-07T00:00:00Z,2009-09-09T00:00:00Z,NA,No,Jammu and Kashmir,NA,NA,NA,NA,NA,NA,NA,Yes,Jharkhand,Himachal Pradesh,Uttarakhand,NA,NA,Bar,No,Yes,No,"NA",Yes,Yes,No,No,No,NA,NA,NA,NA,NA,1970,Delhi,NA,NA,No
Vinod Kumar Jhanji,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinod Koul,Male,1964-01-21T00:00:00Z,Jammu & Kashmir,Village Wanpoo,2020-04-07T00:00:00Z,2026-01-20T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Govt. Hr. Secondary School, Anantnag","Govt. Degree College, Anantnag",Science,Kashmir University,1989,1990,Jammu and Kashmir,NA,NA,No
Vinod Gupta,Male,1950-01-18T00:00:00Z,Jammu & Kashmir,NA,2008-11-05T00:00:00Z,NA,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,Jammu and Kashmir University,NA,Delhi University,1972,1972,Jammu and Kashmir,NA,NA,No
Virender Singh,Male,1954-10-07T00:00:00Z,NA,NA,2002-07-02T00:00:00Z,2016-10-06T00:00:00Z,NA,No,Punjab and Haryana,No,NA,NA,NA,NA,NA,NA,Yes,Jharkhand,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,"Government College, Rohtak",NA,"J.V.Jain College, Saharanpur",NA,1978,Punjab and Haryana,NA,NA,NA
Wasi 'Ud' Din,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yash Nargotra,Male,1947-08-22T00:00:00Z,Jammu & Kashmir,NA,2003-01-07T00:00:00Z,2009-08-22T00:00:00Z,NA,No,J&K and Ladakh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1975,Jammu and Kashmir,NA,NA,No
Aftab Hussain Saikia,Male,1949-04-07T00:00:00Z,Assam,Dampus(District: Kamrup),2000-11-15T00:00:00Z,2011-04-06T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,NA,NA,Yes,Sikkim,J&K and Ladakh,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,"Cotton College, Guwahati",Science,Gauhati University,1974,1974,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,Yes
