Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Anis,Female,1955-10-21T00:00:00Z,Andhra Pradesh,"Ongole, Prakasam Dist.",2013-10-23T00:00:00Z,2017-10-20T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,"P.R. College, Kakinada",NA,Andhra University,"NA",1979,Andhra Pradesh,No,Yes,No
Arunachalam Chettair Lakshmanan,Male,1942-03-22T00:00:00Z,Tamil Nadu,Devakottai,1990-06-14T00:00:00Z,NA,No,No,Madaras,Yes,Kerala,1997-12-04T00:00:00Z,NA,NA,NA,NA,Yes,Rajasthan,Andhra Pradesh,NA,Yes,2002-12-20T00:00:00Z,Bar,No,Yes,Yes,"NA",Yes,"NA","NA","NA",No,NA,NA,NA,NA,NA,1968,Madaras,No,No,No
Arup Kumar Goswami,Male,1961-03-11T00:00:00Z,Assam,Jorhat,2011-01-24T00:00:00Z,2023-03-10T00:00:00Z,No,No,Sikkim High Court,Yes,Andhra Pradesh,2021-01-06T00:00:00Z,NA,NA,NA,NA,Yes,Andhra Pradesh High Court,Chhattisgarh,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,"NA",Cotton College under Gauhati University in 1981,Economics,"Government Law College, Guwahati",1985,1985,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,No
Ashutosh Mohunta,Male,1953-02-25T00:00:00Z,Rajasthan,Ajmer,2001-07-02T00:00:00Z,2015-02-24T00:00:00Z,No,No,Punjab and Haryana high court,Yes,Andhra Pradesh,2010-10-28T00:00:00Z,Punjab and Haryana High Court,2014-06-26T00:00:00Z,NA,NA,Yes,Punjab and Haryana High Court,41816,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,"Mayo College, Ajmer","Kirori Mal College, New delhi",History,"Law Faculty, Delhi University",1976,1977,NA,No,No,No
B. Krishna Mohan,Male,1965-02-05T00:00:00Z,Andhra Pradesh,Guntur,2020-05-02T00:00:00Z,2027-02-04T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,Yes,"Majeti Guruvaiah High School, Guntur","Hindu College, Guntur",Science,"Andhra Christian Law College, Guntur affiliated to Acharya Nagarjuna University",1989,1989,Andhra Pradesh,No,No,No
B.K.Somasekhara,Male,1936-01-27T00:00:00Z,Karnataka,Doddaballapur,1994-02-25T00:00:00Z,1998-01-27T00:00:00Z,No,No,Karnataka,Yes,Andhra Pradesh,1994-03-21T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,1959,1960,Karnataka,NA,NA,NA
B.N.Rao Nalla,Male,1951-06-12T00:00:00Z,Telangana,Karimnagar,2009-10-14T00:00:00Z,2013-06-11T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"M.P.H.S.S.(Multi Purpose Higher Secondary School), Jagtiyal","City College, Hyderabad",NA,University of Bombay,NA,1978,Bombay Later shifted to Andhra Pradesh,No,No,Yes
B.S.Raikote,Male,1937-10-07T00:00:00Z,Karnataka,Gulbarga District,1994-03-21T00:00:00Z,1999-10-07T00:00:00Z,No,No,Karnataka,Yes,Andhra Pradesh,1994-03-21T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B.Subhashan Reddy,Male,1943-03-02T00:00:00Z,Telangana,Bagh Amberpet,1991-11-25T00:00:00Z,2005-03-02T00:00:00Z,No,No,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,Yes,Madras,Kerala,NA,NA,NA,Bar,No,Yes,No,"NA",No,NA,NA,NA,NA,NA,NA,NA,Osmania University,NA,1966,Andhra Pradesh,NA,NA,NA
B.V.Ranga Raju,Male,1936-07-12T00:00:00Z,Andhra Pradesh,Visakhapatnam,1996-07-17T00:00:00Z,1998-07-11T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,NA,NA,NA,Andhra University,1955,NA,NA,NA,NA,NA
Battu Devanand,Male,1966-04-14T00:00:00Z,Andhra Pradesh,Krishna,2020-01-13T00:00:00Z,2028-04-13T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,"A.N.R. College, Gudivada","A.N.R. College, Gudivada",Arts,"College of Law, Andhra University, Visakhapatnam",NA,1989,Andhra Pradesh,No,No,No
Bejaram Chandra Kumar,Male,1953-01-07T00:00:00Z,NA,Adilabad,2010-11-26T00:00:00Z,2015-01-06T00:00:00Z,No,No,Andhra Pradesh High Court,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,NA,NA,NA,Osmania University,1978,NA,Andhra Pradesh,No,No,No
C. Praveen Kumar,Male,1961-02-26T00:00:00Z,NA,Hyderabad,2012-06-29T00:00:00Z,2023-02-25T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Little Flower High School, Hyderabad","Nizam College, Hyderabad",Science,"University College of law, Osmania University, Hyderabad",NA,1986,Andhra Pradesh,No,No,No
C.V.N.Sastri,NA,1938-07-02T00:00:00Z,Andhra Pradesh,Eluru,1995-05-02T00:00:00Z,2000-07-02T00:00:00Z,No,NA,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,NA,NA,No,NA,NA,NA,NA,NA,1967,Andhra Pradesh,NA,NA,NA
C.V.Nagarjuna Reddy,Male,1956-12-05T00:00:00Z,Andhra Pradesh,Kadapa,2008-04-10T00:00:00Z,2008-12-04T00:00:00Z,No,No,Andhra Pradesh High Court,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,Yes,Yes,Yes,"NA","NA",NA,"NA",NA,NA,Andhra Pradesh,No,No,No
Chagari Praveen Kumar,Male,1961-02-26T00:00:00Z,Telangana,Hyderabad,2013-12-04T00:00:00Z,2023-02-23T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,Little Flower College,"Nizam College, Hyderabad",Science,"University College of law, Osmania University, Hyderabad",NA,1986,Andhra Pradesh,No,No,No
Cheekati Manavendranath Roy,Male,1964-05-21T00:00:00Z,Andhra Pradesh,Vizianagaram,2019-06-20T00:00:00Z,2026-05-26T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Government Junior College, Parvathipuram","S.V. Degree College, Parvathipuram",NA,"M.V.P. Law College, Vizag",NA,1988,Andhra Pradesh,No,No,No
D.H.Nasir,Male,1936-01-02T00:00:00Z,Gujarat,Surat,1995-01-23T00:00:00Z,1998-01-02T00:00:00Z,No,No,Gujarat,Yes,Andhra Pradesh,1995-03-23T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1974,Gujarat,NA,NA,NA
D.N.Jannadha Raju,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.Reddeppa Reddi,Male,1936-08-01T00:00:00Z,Andhra Pradesh,Peddamalla Village,1992-02-05T00:00:00Z,1998-08-01T00:00:00Z,No,No,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,NA,NA,NA,Yes,Board High School Piler,NA,NA,Osmania University,NA,1960,Andhra Pradesh,NA,NA,NA
D.Seshadri Naidu,Male,1962-06-19T00:00:00Z,Andhra Pradesh,Chitoor,2013-09-21T00:00:00Z,2021-08-18T00:00:00Z,No,Yes,Andhra Pradesh,Yes,Kerala,2014-06-30T00:00:00Z,Bombay,2019-03-01T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,Yes,Yes,"NA",No,Yes,No,Yes,Yes,Yes,NA,Andhra University,NA,"Sri Venkateswara University, Tirupathi","NA",1997,Andhra Pradesh,No,No,No
D.V.S.S. Somayajulu,Male,1961-09-26T00:00:00Z,Andhra Pradesh,NA,2017-09-21T00:00:00Z,2023-09-25T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,Yes,NA,"Dr.L.B. College, Visakhapatnam",Commerce,"Andhra University, Visakhapatnam",NA,NA,Andhra Pradesh,No,No,No
Devinder Gupta,Male,1943-04-04T00:00:00Z,NA,NA,1990-06-25T00:00:00Z,2005-04-04T00:00:00Z,No,No,Himachal Pradesh,Yes,Delhi,1994-04-28T00:00:00Z,NA,NA,NA,NA,Yes,Andhra Pradesh,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,NA,NA,Yes,NA,NA,Arts,NA,1967,NA,NA,No,No,No
Dilip Babasaheb Bhosale,Male,1956-10-24T00:00:00Z,Maharashtra,Satara Dist.,2001-01-22T00:00:00Z,2018-10-23T00:00:00Z,No,No,Bombay High Court,Yes,High Court of Karnataka,2012-01-06T00:00:00Z,High Court of Judicature for the state of Telangana and Andhra Pradesh,2015-05-07T00:00:00Z,Allahabad High Court,2016-07-30T00:00:00Z,Yes,Allahabad,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,Yes,"NA","Government Law College, Mumbai",NA,"Government Law College, Mumbai",NA,1980,Maharashtra,No,No,No
Donadi Ramesh,Male,1965-06-27T00:00:00Z,Andhra Pradesh,Chitoor,2020-01-13T00:00:00Z,2027-06-26T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Sri Venkateswara Arts College,Arts,"V.R.Law College, Nellore",1990,1990,Andhra Pradesh,No,No,No
G. Shyam Prasad,Male,1958-09-27T00:00:00Z,Andhra Pradesh,Guntur,2016-05-20T00:00:00Z,2020-09-26T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Sri Pulipaka Kamala Hanumantaraya High School, Guntur","Hindu College, Guntur",Commerce,"V.R. Law College, Nellore",NA,NA,Andhra Pradesh,No,No,No
G.Krishna Mohan Reddy,Male,1951-02-11T00:00:00Z,Andhra Pradesh,Nellore,2011-01-20T00:00:00Z,2013-02-10T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,NA,"Arts College, Ananthapur",Science,S.V.University Law College at Ananthapur.,NA,1976,Andhra Pradesh,No,No,No
G.Radha Krishna Rao,Male,1932-07-01T00:00:00Z,Andhra Pradesh,Krishna,1986-07-11T00:00:00Z,1994-07-01T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,Hindu College,Commerce,Andhra University,1956,1957,Andhra Pradesh,No,No,No
G.S.Singhvi,Male,1948-12-12T00:00:00Z,Rajasthan,Jodhpur,1990-07-20T00:00:00Z,2013-11-12T00:00:00Z,No,No,Rajasthan,Yes,Punjab and Haryana,1994-04-28T00:00:00Z,Gujarat,2005-02-28T00:00:00Z,NA,NA,Yes,Andhra Pradesh,NA,NA,Yes,2007-11-12T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,Jodhpur University,Science,Rajasthan University,1971,1971,Rajasthan,No,No,No
Gunda Chandraiah,Male,1954-05-10T00:00:00Z,Andhra Pradesh,Adilabad District,2005-05-26T00:00:00Z,2016-05-09T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,NA,NA,Yes,"Z.P.H.S., Tapalapur","Government Arts and Science College, Adilabad",NA,"Osmania University, Hyderabad",NA,NA,Andhra Pradesh,No,Yes,Yes
I. Venkatanarayana,Male,1940-04-02T00:00:00Z,Andhra Pradesh,Chittoor,1999-05-17T00:00:00Z,2002-04-02T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,Yes,Yes,Yes,District Board High School,"Pachiyappa’s College, Madras University",NA,Delhi University,NA,NA,Andhra Pradesh,No,No,Yes
Immaneni Pandu Ranga Rao,Male,1933-04-21T00:00:00Z,Andhra Pradesh,Kakinada,1986-10-13T00:00:00Z,NA,NA,NA,Andhra Pradesh,Yes,Madhya Pradesh,1994-06-17T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,Andhra University,1952,1953,Andhra Pradesh,No,No,No
Iyyapu Panduranga Rao,Male,1931-07-01T00:00:00Z,Andhra Pradesh,Palakol,1990-03-06T00:00:00Z,1993-07-01T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,Bheemavaram College,NA,Andhra University,1956,1957,Andhra Pradesh,No,No,No
J. Uma Devi,Female,1959-09-26T00:00:00Z,Andhra Pradesh,Ananthapur,2017-09-17T00:00:00Z,2021-09-25T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,NA,NA,Commerce,"Sri Krishna Devaraya University, Ananthapur",1986,1986,Andhra Pradesh,No,No,Yes
J.Eswara Prasad,Male,1934-08-04T00:00:00Z,Tamil Nadu,Madras,1990-03-16T00:00:00Z,1996-08-04T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,NA,NA,NA,Yes,NA,Madras University,NA,"Osmania University, Hyderabad",NA,1959,Andhra Pradesh,NA,NA,NA
Jitendra Kumar Maheshwari,Male,1961-06-29T00:00:00Z,Madhya Pradesh,"Jaura, District Morena",2005-11-25T00:00:00Z,2023-06-28T00:00:00Z,No,No,Madhya Pradesh,No,NA,NA,NA,NA,NA,NA,Yes,Andhra Pradesh,Sikkim,NA,Yes,2021-08-31T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,Yes,NA,NA,NA,Jiwaji University,1985,1985,Madhya Pradesh,No,No,Yes
Joymalya Bagchi,Male,1966-10-03T00:00:00Z,West Bengal,NA,2011-06-27T00:00:00Z,2028-10-02T00:00:00Z,No,No,Calcutta,Yes,Andhra Pradesh,2021-01-04T00:00:00Z,Calcutta,2021-11-08T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,NA,No,No,Calcutta Boys' School,NA,NA,Calcutta University,1991,1991,West Bengal,No,No,No
K. Vijaya Lakshmi,Female,1960-09-20T00:00:00Z,NA,NA,2017-09-21T00:00:00Z,2022-09-19T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,NA,NA,"Sir C. Ramalinga Reddy Law College, Eluru",NA,NA,Andhra Pradesh,No,No,Yes
K.B.Siddappa,Male,1938-07-01T00:00:00Z,Andhra Pradesh,Anantapur District,1995-07-14T00:00:00Z,2000-07-01T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No
K.Chandra Bhanu,Male,1953-07-15T00:00:00Z,Andhra Pradesh,NA,2002-12-02T00:00:00Z,2015-07-14T00:00:00Z,No,No,Andhra Pradesh High Court,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Municipal Town High School, Rajahmundry","Government College, Rajahmundry",Arts,"Andhra University, Visakhapatnam",NA,1977,Andhra Pradesh,No,No,No
K.G.Shankar,Male,1952-11-26T00:00:00Z,Andhra Pradesh,NA,2010-11-15T00:00:00Z,2014-11-25T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"PVR High School, Ongole","Government Arts College, Srikakulam (Andhra University)",Commerce,"Andhra University Law College, Visakhapatnam",1976,1976,Andhra Pradesh,No,No,Yes
K.M.Agarwal,Male,1934-10-27T00:00:00Z,Madhya Pradesh,NA,1984-05-14T00:00:00Z,1996-10-27T00:00:00Z,No,No,Madhya Pradesh,Yes,Andhra Pradesh,1986-05-14T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,NA,NA,NA,NA,NA,NA,NA,1960,1962,Madhya Pradesh,No,Yes,Yes
K.S.Appa Rao,Male,1951-03-05T00:00:00Z,Andhra Pradesh,Rajahmundry,2011-01-20T00:00:00Z,2013-03-04T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,D.R. Goenka Government College,Commerce,Andhra University,NA,1975,Andhra Pradesh,No,No,Yes
K.S.Shrivastav,NA,1938-03-03T00:00:00Z,NA,NA,1994-09-27T00:00:00Z,2000-03-03T00:00:00Z,No,No,Madhya Pradesh,Yes,Andhra Pradesh,1994-10-06T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.Suresh Reddy,Male,1964-12-07T00:00:00Z,Andhra Pradesh,Anantapuramu District,2020-05-02T00:00:00Z,2026-12-06T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,Zilla Parishad High School,Government Arts College,Arts,"Gulbarga University, Karnataka",NA,1989,Andhra Pradesh,No,No,No
Kalyan Jyoti Sengupta,Male,1953-05-07T00:00:00Z,West Bengal,"Baidyapur, Tenya, Murshidabad",1997-07-17T00:00:00Z,2015-05-06T00:00:00Z,No,No,Calcutta High Court,Yes,Uttarakhand High Court,2012-10-18T00:00:00Z,NA,NA,NA,NA,Yes,Andhra Pradesh,NA,NA,No,NA,Bar,Yes,Yes,No,No,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,West Bengal,No,No,No
L.Narasimha Reddy,Male,1953-08-01T00:00:00Z,Telangana,"Gavicherla Village, Warangal District",2002-07-31T00:00:00Z,2015-07-31T00:00:00Z,No,No,Andhra Pradesh High Court,No,NA,NA,NA,NA,NA,NA,Yes,Patna High Court,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,No,Yes,"Zilla Parishad High School, Sanghem","C.K.M. College, Warangal",Science,"Osmania University, Hyderabad",NA,1979,Andhra Pradesh,No,No,Yes
Lalitha Kanneganti,Female,NA,Andhra Pradesh,Guntur,2020-05-02T00:00:00Z,2033-05-04T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,Yes,Yes,"NA",No,No,No,No,No,No,St. Theresa’s – Erragadda,Sarojini Naidu Vanita Mahavidyalaya – Nampally,Arts,"Padala Rami Reddy Law College, Osmania University",NA,1994,Andhra Pradesh,No,No,No
Lingaraja Rath,Male,1935-10-01T00:00:00Z,Odisha,NA,1986-03-21T00:00:00Z,1997-10-01T00:00:00Z,No,No,Orissa,Yes,Andhra Pradesh,1994-05-04T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,NA,NA,Arts,NA,1958,1960,Orrisa,No,No,No
M. Ganga Rao,Male,1961-04-08T00:00:00Z,Andhra Pradesh,Anantapuram,2017-09-21T00:00:00Z,2023-04-07T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,"Zilla Parishad High School, Pendekal","Government Degree College, Anantapuramu",Commerce,Osmania University,1987,1988,Andhra Pradesh,No,Yes,No
