Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Deba Mohapatra,Male,1937-08-03T00:00:00Z,NA,NA,1983-11-18T00:00:00Z,2002-08-02T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,Yes,Allahabad,NA,NA,Yes,1998-12-09T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1960,Odisha,No,No,No
Debabrata Dash,Male,1962-10-12T00:00:00Z,Odisha,Baripada,2013-11-29T00:00:00Z,2024-10-11T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,Yes,"MKC High School, Baripada","MPC College, Baripada",Physics (Honours),"Mayurbhanj Law College, Utkal University",1984,1985,Odisha,No,No,No
Debendra Mohan Patnaik,Male,1937-09-01T00:00:00Z,NA,NA,1991-01-07T00:00:00Z,1999-08-31T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Odisha,No,No,No
Dhirendra Waghela,Male,1954-08-11T00:00:00Z,Gujarat,Rajkot,1999-09-17T00:00:00Z,2016-08-10T00:00:00Z,No,No,Gujarat,No,NA,NA,NA,NA,NA,NA,Yes,Karnataka,Orissa,Bombay,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,Yes,No,Swaminarayan Gurukul,"P.D. Malaviya Commerce College, Rajkot",Commerce,"A.M.P. Law College, Rajkot",1972,1978,Gujar,No,No,Yes
Dipak Misra,Male,1953-10-03T00:00:00Z,Odisha,Cuttack,1996-01-17T00:00:00Z,2018-10-02T00:00:00Z,No,No,Orissa,Yes,Madhya Pradesh,1997-12-19T00:00:00Z,Patna,2009-12-23T00:00:00Z,Delhi,2010-05-24T00:00:00Z,Yes,Patna,Delhi,NA,Yes,2011-10-10T00:00:00Z,Bar,No,Yes,No,"NA",No,No,No,No,No,"Godabarish Vidyapitha, Banpur, Odisha",NA,NA,"Madhusudhan Law College, Cuttack",1977,1977,Odisha,No,Yes,No
Akshaya Kumar Mishra,Male,1958-11-08T00:00:00Z,Odisha,"Goudashi, Binjharpur P.S., Jajpur",2018-11-19T00:00:00Z,2020-11-08T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"Sribanta High School, Kalyanpur; Narasingh Choudhury College, Jajpur","Narasingh Choudhury College, Jajpur",Arts,"Madhusudan Law College, Cuttack, Utkal University",1981,1981,Odisha,No,Yes,Yes
Akshaya Kumar Rath,Male,1957-11-13T00:00:00Z,Odisha,"Jahanpur, Jagatsinghpur",2013-06-20T00:00:00Z,2019-11-12T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,"Somonath Bidyapitha, Jahanpur; Stewart Science College, Cuttack","Ravenshaw College, Cuttack",Commerce,"Madhusudan Law College, Cuttack, Utkal University",1982,1983,Odisha,No,No,Yes
Ananga Kumar Patnaik,Male,1949-06-03T00:00:00Z,NA,NA,1994-01-13T00:00:00Z,2014-06-02T00:00:00Z,No,No,Orissa,Yes,Gauhati,1994-02-07T00:00:00Z,Orissa,2002-04-15T00:00:00Z,NA,NA,Yes,Chhattisgarh,Madhya Pradesh,NA,Yes,2009-11-17T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Rajkumar College, Raipur",Delhi University,Political Science (Honours),"Madhusudan Law College, Cuttack, Utkal University",NA,1974,Odisha,No,No,No
Arijit Pasayat,Male,1944-05-10T00:00:00Z,Odisha,NA,1989-03-20T00:00:00Z,2009-05-10T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,Yes,Kerala,Delhi,NA,Yes,2001-10-19T00:00:00Z,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,Honours in English and BCom,"MS Law College, Cuttack",NA,1968,Odisha,No,No,Yes
Balbir Singh Chauhan,Male,1949-07-02T00:00:00Z,NA,NA,1995-04-05T00:00:00Z,2014-07-01T00:00:00Z,No,No,Allahabad,Yes,Rajasthan,1997-07-07T00:00:00Z,Allahabad,2003-03-13T00:00:00Z,NA,NA,Yes,Orissa,NA,NA,Yes,2009-05-11T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Science,Banaras Hindu University,1974,1974,Uttar Pradesh,Yes,No,No
Bidyut Ranjan Sarangi,Male,1962-07-20T00:00:00Z,Odisha,"Pantikharisasan, Odagaon",2013-06-20T00:00:00Z,2024-07-19T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,No,NA,"B.J.B. College, Bhubaneswar",Commerce (Honours),"M.S. Law College, Cuttack",NA,1985,Odisha,No,Yes,Yes
S. Muralidhar,Male,1961-08-08T00:00:00Z,NA,NA,2006-05-29T00:00:00Z,2023-08-07T00:00:00Z,No,No,Delhi,Yes,Punjab and Haryana,2020-03-06T00:00:00Z,NA,NA,NA,NA,Yes,Orissa,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,Vivekananda College,Science (Chemistry),University of Madras,1984,1984,Tamil Nadu,No,No,Yes
Sanju Panda,Female,1959-07-10T00:00:00Z,Odisha,Parlakhemundi,2007-03-01T00:00:00Z,2021-07-09T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,NA,NA,NA,1985,1985,Odisha,No,No,No
Durga Choudhury,Male,1956-07-03T00:00:00Z,Odisha,Cuttack,2015-04-17T00:00:00Z,2018-07-02T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,"Ravenshaw College, Cuttack",Science,"Madhusudan Law College, Cuttack, Utkal University",1979,1980,Odisha,No,No,Yes
Girish Thakurlal Nanavati,Male,1935-02-17T00:00:00Z,Gujarat,"Jambusar, Bharucha",1979-07-19T00:00:00Z,2000-02-16T00:00:00Z,No,No,Gujarat,Yes,Orissa,1993-12-14T00:00:00Z,NA,NA,NA,NA,Yes,Orissa,NA,NA,Yes,1995-03-06T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,"St. Xavier's College, Bombay",Arts,"Government Law College, Bombay",1956,1958,Maharastra,No,Yes,Yes
Gopala Ballav Patnaik,Male,1937-12-19T00:00:00Z,Odisha,Cuttack,1983-06-01T00:00:00Z,2002-12-19T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,Yes,Patna,NA,NA,Yes,1995-09-11T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Ravenshaw College, Cuttack","Ewing Christian College, Allahabad University",Science,"Madhusudan Law College, Utkal University",NA,1962,Odisha,No,No,No
Harjinder Bhalla,Male,1949-11-21T00:00:00Z,Uttar Pradesh,Agra,2006-04-01T00:00:00Z,2011-11-20T00:00:00Z,No,No,Punjab and Haryana,Yes,Orissa,2010-10-28T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,Arts,NA,NA,1972,Punjab and Haryana,No,No,No
Indrajit Mahanty,Male,1960-11-11T00:00:00Z,Odisha,Cuttack,2006-03-31T00:00:00Z,2022-11-10T00:00:00Z,No,No,Orissa,Yes,Bombay,2018-11-14T00:00:00Z,Rajasthan,2019-10-06T00:00:00Z,NA,NA,Yes,Rajasthan,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Mount Hermon School, Darjeeling","Ravenshaw College, Cuttack",Commerce (Hons.),"Campus Law Centre, Delhi University",NA,1984,Odisha,Yes,No,Yes
Ishrat Mansoor Quddusi,Male,1950-06-18T00:00:00Z,NA,NA,1995-04-18T00:00:00Z,2012-06-17T00:00:00Z,No,No,Allahabad,Yes,Orissa,2004-12-06T00:00:00Z,Chhattisgarh,2010-03-26T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Arts,NA,NA,1976,Uttar Pradesh,No,No,No
Jatindra Prasad Das,Male,1957-05-19T00:00:00Z,Odisha,Gadiljang village,2015-04-17T00:00:00Z,2019-05-18T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,Yes,"Kalinda Model High School, Gadiljang","S.C.S. College, Puri",NA,"Madhusudan Law College, Cuttack, Utkal University",1978,1978,Odisha,No,Yes,No
Jaya Prakash Mishra,Male,1947-01-09T00:00:00Z,Odisha,"Sonepur, Subarnapur",2004-09-29T00:00:00Z,2009-01-08T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,"Gangadhar Meher College, Sambalpur",Arts,"Lala Lajpat Rai Law College, Sambalpur",1973,1974,Odisha,No,No,No
Kalpesh Jhaveri,Male,1958-01-05T00:00:00Z,NA,NA,2004-03-07T00:00:00Z,2020-01-04T00:00:00Z,No,No,Gujarat,Yes,Rajasthan,2016-08-23T00:00:00Z,NA,NA,NA,NA,Yes,Orissa,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,University of Gujarat,Science,Univesity of Gujarat,NA,1983,Gujar,No,No,No
Kanhaiya Lal Issrani,Male,1933-03-20T00:00:00Z,Pakistan,Sind,1990-07-28T00:00:00Z,1995-03-20T00:00:00Z,No,No,Madhya Pradesh,Yes,Orissa,1994-04-28T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,Yes,No,NA,NA,Arts,NA,NA,1962,Madhya Pradesh,No,No,No
Kishore Chandra Jagadeb Roy,Male,1932-03-08T00:00:00Z,NA,NA,1989-05-08T00:00:00Z,1994-03-07T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1964,Odisha,No,No,No
Krushna Mohapatra,Male,1965-04-18T00:00:00Z,Odisha,NA,2015-04-17T00:00:00Z,2027-04-17T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,NA,Arts,NA,NA,1988,Odisha,No,No,No
Lalit Kumar Mishra,Male,1955-06-25T00:00:00Z,Odisha,"Jarasingha, Bolangir",2008-01-17T00:00:00Z,2010-01-16T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"N.B. High School, Jarasingha","Rajendra College, Bolangir",Arts,"L.R. Law College, Sambalpur",1976,1981,Odisha,No,Yes,Yes
Laxmi Mohapatra,Male,1954-06-10T00:00:00Z,Odisha,Cuttack,1999-09-16T00:00:00Z,2016-06-09T00:00:00Z,No,No,Orissa,Yes,Allahabad,2012-10-17T00:00:00Z,Manipur,2013-10-21T00:00:00Z,NA,NA,Yes,Manipur,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Science,"Madhusudan Law College, Cuttack, Utkal University",1977,1978,Odisha,No,No,No
Lingaraj Rath,Male,1935-10-01T00:00:00Z,NA,NA,1986-03-21T00:00:00Z,1997-10-01T00:00:00Z,No,No,Orissa,Yes,Andhra Pradesh,1994-05-11T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,NA,Arts,NA,NA,1960,Odisha,No,No,No
Madan Mohan Das,Male,1952-02-05T00:00:00Z,Odisha,NA,2003-11-20T00:00:00Z,2014-02-05T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,"Ravenshaw College, Cuttack",Science,"Madhusudan Law College, Cuttack, Utkal University",1974,1974,Odisha,No,Yes,No
Mohammad Rafiq,Male,1960-05-25T00:00:00Z,Rajasthan,"Sujangarh, Charu",2006-05-15T00:00:00Z,2022-05-24T00:00:00Z,No,No,Rajasthan,No,NA,NA,NA,NA,NA,NA,Yes,Meghalaya,Orissa,Madhya Pradesh,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,University of Rajasthan,Commerce (Hons.),University of Rajasthan,1984,1984,Rajasthan,No,Yes,No
Mutika Papanna,Male,1942-06-21T00:00:00Z,Odisha,"Subai village, Koraput",2000-09-29T00:00:00Z,2004-03-03T00:00:00Z,No,Yes,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,"Board High School, Gunupur","Shri Krushna Chandra Gajapati College, Paralakhemundi, Odisha",Arts,"Madhusudan Law College, Cuttack, Utkal University",1969,1973,Odisha,No,Yes,No
Nityananda Prusty,Male,1946-10-16T00:00:00Z,Odisha,"Malapada, Jajpur",2004-07-14T00:00:00Z,2008-10-15T00:00:00Z,No,No,Orissa,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,"N.C. High School, Jajpur","S.C.S. College, Puri",Philosophy (Hons.),"Madhusudan Law College, Cuttack, Utkal University",1971,1972,Odisha,No,No,No
