Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Ashok Bhushan,Male,1956-07-05T00:00:00Z,Uttar Pradesh,Jaunpur,2001-04-24T00:00:00Z,2021-07-04T00:00:00Z,No,No,Allahabad,Yes,Kerala,2014-07-10T00:00:00Z,NA,NA,NA,NA,Yes,Kerala,NA,NA,Yes,2016-05-13T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Arts,Allahabad University,1979,1979,Uttar Pradesh,No,No,No
Ashok Menon,Male,1959-08-15T00:00:00Z,Kerala,Thrissur,2017-11-30T00:00:00Z,2021-08-14T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Kendriya Vidyalaya,"St. Thomas College, Thrissur",NA,"Government Law College, Kozhikode",1981,1981,Kerala,No,No,No
Athrassery Hariprasad,Male,1959-05-19T00:00:00Z,Kerala,"Peruvamba, Palakkad",2013-01-28T00:00:00Z,2021-05-18T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"Government Victoria College, Palakkad",Science,"Government Law College, Kozhikode",1982,1983,Kerala,No,No,No
Ayumantakath Mustaque,Male,1967-06-01T00:00:00Z,kerala,Kannur,2014-01-23T00:00:00Z,2029-05-31T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,"V.B College of Law, Udupi.",1989,1989,Kerala,Yes,No,Yes
Ayyampalayam Venkatachala Moorthy,Male,1943-01-08T00:00:00Z,TamilNadu,NA,1994-10-17T00:00:00Z,2005-01-08T00:00:00Z,No,No,Madras,Yes,Bombay,1994-11-30T00:00:00Z,Kerala,1997-10-31T00:00:00Z,Madras,1999-12-13T00:00:00Z,Yes,Chhattisgarh,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,1964,1964,Tamilnadu and Puducherry,No,No,Yes
Subhashan Reddy,Male,1943-03-02T00:00:00Z,Andhra Pradesh,Bagh Amberpet in Hyderabad Urban Taluk,1991-11-25T00:00:00Z,2005-03-02T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,Yes,Madras,Kerala,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Chadarghat High Schools in Hyderabad,",New Science College,Science,"University College of Law, Osmania University.",1965,1966,Andhra Pradesh,No,No,No
B. M. Thulasidas,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Babu Mathew Joseph,Male,1954-07-29T00:00:00Z,Kerala,Island of Bolghatty,2012-01-18T00:00:00Z,2016-07-28T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,Arts,Government Law College,1979,1979,Kerala,No,No,No
Bathisha Pasha,Male,1956-05-25T00:00:00Z,Kerala,Anchal Village in Kollam distric,2013-01-28T00:00:00Z,2018-05-24T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,Govt. High School Anchal,St.John's College Anchal,Science,"Govt. Law College, Thiruvanathapuram",1979,1979,Kerala,No,No,Yes
Bechu Kurian Thomas,Male,1968-12-05T00:00:00Z,Kerala,Kottayam,2020-03-06T00:00:00Z,2030-12-04T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,Yes,NA,NA,NA,"Government Law College, Ernakulam",1992,1992,Kerala,Yes,No,Yes
Srikrishna Narayanaswami Bellur,Male,1941-05-21T00:00:00Z,Karnataka,Bengaluru,1990-07-30T00:00:00Z,2006-05-21T00:00:00Z,No,No,Bombay,No,NA,NA,NA,NA,NA,NA,Yes,Kerala,NA,NA,Yes,2002-10-03T00:00:00Z,Bar,No,Yes,Yes,"NA",Yes,No,No,Yes,No,NA,"Elphinstone College, University of Bombay",BSc Science,"Government Law College, Mumbai",1962,1962,Maharashtra and Goa,No,Yes,Yes
Bhabani Ray,Male,1955-03-02T00:00:00Z,Orissa,Jagatsinghpur district,2007-11-07T00:00:00Z,2017-03-01T00:00:00Z,Yes,No,Orissa,Yes,Kerala,2010-10-28T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Queen of the Missions High School, Berhampur","Kenapara College, Kenapara",Arts,"Utkal University Law College, Bhubaneswar",1978,1979,Odisha,No,No,No
Bhaskaran Pillai Sudheendra Kumar,Male,1959-05-31T00:00:00Z,Kerala,NA,2015-04-10T00:00:00Z,2021-05-30T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,"Maharaja's Government Law College, Ernakulam.",NA,1989,Kerala,No,Yes,No
Bijay Narayan Patnaik,Male,1936-07-23T00:00:00Z,Orissa,Berhampur (Ganjam),1994-06-30T00:00:00Z,1998-07-22T00:00:00Z,No,No,Orissa,Yes,Kerala,1994-07-26T00:00:00Z,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"Ravenshaw College, Cuttack",NA,"M.S. Law College, Cuttack under Utkal University",1957,1958,Odisha,No,No,Yes
C. S. Rajan,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamethu Narayana Pillai Ramachandran Nair,Male,1950-10-01T00:00:00Z,NA,NA,2001-09-07T00:00:00Z,2012-09-30T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,NA,Kerala,NA,NA,NA
Chandra Villa Koyan Alipilla Abdul Rehim,Male,1958-05-02T00:00:00Z,Kerala,NA,2009-01-05T00:00:00Z,2020-05-01T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,Science,"Government Law College, Ernakulam.",1983,1983,Kerala,No,No,No
Chudalayil Thevan Ravikumar,Male,1960-01-06T00:00:00Z,Kerala,NA,2009-01-05T00:00:00Z,2022-01-05T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,"Govt Law College, Kozhikode",1986,1986,Kerala,No,No,No
Conrad Stansilaus Dias,Male,1969-11-19T00:00:00Z,Kerala,Ernakulam,2019-11-18T00:00:00Z,2031-11-18T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,Yes,No,"Keniya Vidyalaya, Ernakulam",NA,Arts,"Government Law College, Thiruvananthapuram",1992,1992,Kerala,No,No,No
Cyriac Joseph,Male,1947-01-28T00:00:00Z,Kerala,Kaipuzha in Kottayam District,1994-07-06T00:00:00Z,2012-01-27T00:00:00Z,No,No,Kerala,Yes,Delhi,1994-08-05T00:00:00Z,Kerala,2001-09-24T00:00:00Z,NA,NA,Yes,Uttarakhand,Karnataka,NA,Yes,2008-07-07T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,St.George's High School Kaipuzha,"St. Berchmans College, Changanacherry",Science,"Law College, Trivanum",1968,1968,Kerala,Yes,Yes,No
D. J. Jagannadha Raju,Male,NA,Andhra Pradesh,Vizianagaram,NA,NA,NA,NA,Andhra Pradesh,Yes,Kerala,1989-10-02T00:00:00Z,Andhra Pradesh,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loyola College, Chennai",NA,Andhra University,NA,NA,Andhra Pradesh,NA,NA,NA
Dama Seshadri Naidu,Male,1962-06-19T00:00:00Z,Andhra Pradesh,"Ganganagunta, Chittoor",2013-09-21T00:00:00Z,2024-06-17T00:00:00Z,No,No,Andhra Pradesh,Yes,Kerala,2014-06-30T00:00:00Z,Bombay,2019-03-20T00:00:00Z,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,Yes,Yes,No,NA,"Andhra University, Vishakapatnam",NA,"Sri Venkateswara University, Tirupathi",1997,1997,Andhra Pradesh,No,No,No
Damodaran Sreedevi,Female,1939-04-28T00:00:00Z,Kerala,Chirayankeezhu in Thiruvananthapuram District,1997-01-14T00:00:00Z,2001-04-28T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,"NSS College, Thiruvananthapuram",NA,"Sree Narayana College, Kollam",1962,1962,Kerala,No,No,No
Devan Ramachandran,Male,1968-03-19T00:00:00Z,Kerala,Ernakulam,2016-10-05T00:00:00Z,2030-03-18T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,Yes,Yes,"Bhavan's Vidya Mandir, Elamakkara","S.H. College, Thevara",Arts,"Maharaja's Government Law College, Ernakulam.",1991,1991,Kerala,No,No,No
G. Rajasekharan,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G. Sasidharan,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G. Sivarajan,Male,1942-09-23T00:00:00Z,Kerala,NA,1996-01-17T00:00:00Z,2004-09-23T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1976,Kerala,NA,NA,No
G. H. Guttal,Male,1932-08-24T00:00:00Z,Maharashtra,NA,1986-11-21T00:00:00Z,1994-08-24T00:00:00Z,No,No,Bombay,Yes,Kerala,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,1983,NA,No,No,No
Gopinath Puzhankara,Male,1972-11-13T00:00:00Z,Kerala,NA,2020-03-06T00:00:00Z,2034-11-12T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,Yes,NA,NA,NA,Government Law College Ernakulam,1995,1996,Kerala,Yes,No,Yes
Handyala Dattu,Male,1950-12-03T00:00:00Z,Karnataka,"Chikkapattanagere, Mysore",1995-12-18T00:00:00Z,2015-12-02T00:00:00Z,No,No,Karnataka,No,NA,NA,NA,NA,NA,NA,Yes,Chhattisgarh,Kerala,NA,Yes,2008-12-17T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,Kadur; Tarikere; Birur,NA,NA,Bangalore,1975,1975,Karnataka,No,No,No
Harun-Ul-Rashid,Male,1952-10-05T00:00:00Z,Kerala,NA,2007-08-01T00:00:00Z,2014-10-05T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,Yes,No,No,No,NA,NA,Arts,"Government Law College, Thiruvananthapuram",1978,1979,Kerala,No,No,No
Hrishikesh Roy,Male,1960-02-01T00:00:00Z,Assam,NA,2006-10-12T00:00:00Z,2022-05-31T00:00:00Z,No,No,Gauhati,Yes,Kerala,2018-05-29T00:00:00Z,NA,NA,NA,NA,Yes,Kerala,NA,NA,Yes,2019-09-23T00:00:00Z,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,NA,NA,"Campus Law Centre, University of Delhi",1982,1982,Delhi;  Assam,No,No,No
J. M. James,Male,NA,NA,NA,NA,NA,NA,NA,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Political Science,NA,NA,NA,NA,NA,NA,NA
Jacob Benjamin Koshy,Male,1947-05-13T00:00:00Z,Kerala,NA,1996-01-17T00:00:00Z,2009-05-12T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,Yes,Patna,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,Yes,No,"Metropolitan High School, Puthencavu, Alappuzha","Mar Ivanois College, Thiruvananthapuram",Science,NA,1968,1968,Kerala,No,No,Yes
Jasti Chelameswar,Male,1953-06-23T00:00:00Z,Andhra Pradesh,"Peddamuttevi, Krishna",1997-06-23T00:00:00Z,2018-06-22T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,NA,NA,Yes,Gauhati,Kerala,NA,Yes,2011-10-10T00:00:00Z,Bar,No,Yes,Yes,"NA",Yes,No,No,No,Yes,"Hindu High School, Machilipatnam, Krishna","Loyola College, Madras",Physics,"Andhra University, Vishakapatnam",1976,1976,Andhra Pradesh,No,No,No
Jawahar Lal Gupta,Male,NA,Punjab,NA,1991-03-15T00:00:00Z,2004-01-22T00:00:00Z,No,No,Punjab and Haryana,Yes,Kerala,2002-11-01T00:00:00Z,NA,NA,NA,NA,Yes,Kerala,NA,NA,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,NA,NA,1962,1963,Punjab and Haryana,No,No,No
K. Thankappan,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K. Hema,Female,1951-03-23T00:00:00Z,Kerala,NA,2004-10-14T00:00:00Z,2013-03-23T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Science,NA,1975,1975,Kerala,No,No,No
K. John Mathew,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Government Law College, Ernakulam",NA,NA,NA,NA,NA,NA
K. Narayana Kurup,Male,1939-12-13T00:00:00Z,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemistry,NA,NA,NA,NA,No,No,NA
Kalamandalam Padmanabhan Nair,Male,NA,NA,NA,2001-09-07T00:00:00Z,2008-05-20T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service,Yes,NA,NA,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.A. Abdul Gafoor,Male,1945-02-24T00:00:00Z,Kerala,NA,1996-01-17T00:00:00Z,2007-02-24T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1970,Kerala,NA,NA,No
K. A. Mohamed Shafi,Male,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kurian Joseph,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K. K. Denesan,Male,1945-04-26T00:00:00Z,Kerala,Ernakulam,2001-09-07T00:00:00Z,2007-04-25T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,St. Albert's High School. Ernakulam,Nirmala College,NA,"Maharajas College ,Ernakulam",1973,1974,Kerala,NA,NA,No
K. K. Usha,Female,1939-07-03T00:00:00Z,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Bar,NA,No,NA,NA,No,No,No,No,No,NA,NA,NA,NA,1961,NA,NA,No,No,No
K. P. Balachandran,Male,1947-06-01T00:00:00Z,Kerala,Haripad,2004-10-28T00:00:00Z,2009-06-01T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,Arts,NA,1968,NA,NA,No,No,No
Balanarayana Marar,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K. R. Udayabhanu,Male,NA,Kerala,Thrissur,NA,NA,No,No,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Govt Boys High School, Iranjalakuda","Sree keralavarma College,Thrissur",NA,NA,NA,NA,NA,NA,NA,NA
K. V. Sankaranarayanan,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalavamkodath Sivasankara Panicker Radhakrishnan,Male,1949-05-15T00:00:00Z,Kerala,Ernakulam,1995-05-17T00:00:00Z,2014-05-14T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,Yes,Jammu and Kashmir,Gujarat,NA,Yes,2009-11-17T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,BSc,NA,NA,NA,1973,NA,No,No,Yes
Kallanmar Thodiyil Sankaran,Male,1954-12-25T00:00:00Z,Kerala,Thalakkasseri near Pattambi in Palakkad District.,2005-02-02T00:00:00Z,2016-12-24T00:00:00Z,No,No,Kerala,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,"Government High School, Kumaranellur","Sree Krishna College, Guruvayoor,",Science,Saraswathy Law College,1973,1979,Kerala,No,No,No
