Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law
Amitava Roy,Male,1953-03-01T00:00:00Z,West Bengal,Kolkata,2002-02-04T00:00:00Z,2018-03-01T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,-,NA,Yes,Rajasthan,Orissa,-,Yes,2015-02-27T00:00:00Z,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,NA,NA,Dibrugarh University,1976,1976,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,No
Ananga Kumar Patnaik,Male,1949-06-03T00:00:00Z,NA,NA,1994-01-13T00:00:00Z,2014-06-02T00:00:00Z,No,No,Orissa,Yes,Gauhati,1994-02-07T00:00:00Z,Orissa,2002-04-15T00:00:00Z,Chattisgarh,2005-03-14T00:00:00Z,Yes,-,-,Chattisgarh,Yes,2009-11-17T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Rajkumar College, Raipur",Delhi University,Arts,"Madhusudan Law College, Cuttack",NA,1974,Orissa,No,No,Yes
Anima Hazarika,Female,1952-01-01T00:00:00Z,NA,NA,2004-11-01T00:00:00Z,2013-12-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",Yes,No,Yes,No,No,NA,NA,NA,NA,NA,1978,NA,No,No,No
Anup Deb,Male,1943-01-02T00:00:00Z,NA,NA,1994-12-16T00:00:00Z,2002-03-12T00:00:00Z,No,No,Sikkim,Yes,Gauhati,1995-02-09T00:00:00Z,Orissa,1996-04-02T00:00:00Z,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",Yes,Yes,No,Yes,No,NA,NA,NA,"University College of Law, Calcutta",NA,1972,West Bengal,No,No,No
Arun Chandra Upadhyay,Male,1951-07-27T00:00:00Z,NA,NA,2008-12-28T00:00:00Z,2013-07-26T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Science,University of Law College under the Gauhati University,NA,1976,NA,No,No,No
Arup Kumar Goswami,Male,1961-03-11T00:00:00Z,Assam,Jorhat,2011-01-24T00:00:00Z,2023-03-10T00:00:00Z,No,No,Gauhati,No,NA,NA,NA,NA,-,NA,Yes,Sikkim,Andhra Pradesh,NA,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,Cotton College under Gauhati University,Economics,"Government Law College, GuwahatI under Gauhati University",1985,1985,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
Asok Potsangbam,Male,1949-04-21T00:00:00Z,Manipur,Imphal,2007-09-26T00:00:00Z,2013-05-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,No,No,No,NA,Calcutta University,Arts,Delhi University,1974,NA,NA,No,No,No
Binod Kumar Roy,Male,1944-12-26T00:00:00Z,NA,NA,1988-10-31T00:00:00Z,2006-12-27T00:00:00Z,No,No,Patna,Yes,Allahabad,1994-04-28T00:00:00Z,NA,NA,NA,NA,Yes,Punjab and Haryana,Gauhati,Sikkim,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1968,Bihar,No,No,No
B. Sudershan Reddy,Male,1946-07-08T00:00:00Z,Andhra Pradesh,"Akula Mylaram Village, erstwhile Ibrahimpatnam Taluq, presently Kandukur Revenue Mandal, Rangareddy District",1995-05-02T00:00:00Z,2011-07-07T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,-,NA,-,NA,Yes,Gauhati,-,-,Yes,2007-01-12T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,Yes,NA,NA,NA,"Osmania University, Hyderabad",NA,1971,Andhra Pradesh,No,No,No
Basu Agarwal,Male,1952-06-17T00:00:00Z,Assam,"Chaparmukh, District Nagaon",2006-10-12T00:00:00Z,2014-06-16T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,1971,NA,NA,No,No,No
Beryl Lamare,Male,1943-12-23T00:00:00Z,NA,NA,2000-11-15T00:00:00Z,2005-12-22T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1975,NA,No,No,No
Biplab Kumar Sarma,Male,1954-02-01T00:00:00Z,Assam,Guwahati,2003-12-02T00:00:00Z,2016-01-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,Yes,No,NA,Gauhati University,Science,Gauhati University,NA,1977,NA,No,Yes,Yes
Bishwendra Singh,Male,1939-02-10T00:00:00Z,NA,NA,1994-03-16T00:00:00Z,2001-02-09T00:00:00Z,No,No,Patna,Yes,Gauhati,1994-04-25T00:00:00Z,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,No,No,No
Biswendu Deb,Male,1946-01-03T00:00:00Z,NA,NA,2000-11-15T00:00:00Z,2003-04-13T00:00:00Z,Yes,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,Yes,Yes,Yes,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,1972,NA,No,No,No
Brijesh Kumar,Male,1939-06-10T00:00:00Z,Uttar Pradesh,Lucknow,1984-05-24T00:00:00Z,2004-06-09T00:00:00Z,No,No,Allahabad,No,NA,NA,-,NA,-,NA,Yes,Gauhati,-,-,Yes,2000-10-19T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1960,Uttar  Pradesh,No,No,No
Brojendra Katakey,Male,1952-06-28T00:00:00Z,NA,NA,2004-11-01T00:00:00Z,2014-06-27T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,No,No,NA,"Darrang College, Tezpur",Science,"University Law College, under Gauhati University",NA,1977,NA,No,No,No
Chittaranjan Sarma,Male,1954-03-01T00:00:00Z,NA,NA,2008-12-28T00:00:00Z,2016-02-29T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,Science,University of Law College under the Gauhati University,NA,1977,NA,No,No,No
Dhirendra Nath Baruah,Male,1935-03-01T00:00:00Z,NA,NA,1991-11-14T00:00:00Z,1997-03-01T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1962,NA,No,No,No
Dhiresh Chowdhury,Male,1938-11-01T00:00:00Z,NA,NA,1996-01-29T00:00:00Z,2000-10-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1966,NA,No,No,No
Dinendra Biswas,Male,1945-09-01T00:00:00Z,NA,NA,1997-10-31T00:00:00Z,2007-08-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,1968,NA,No,No,No
Dr. B. P. Saraf,Male,1939-08-23T00:00:00Z,NA,NA,1989-01-02T00:00:00Z,2001-08-23T00:00:00Z,No,No,Gauhati,Yes,Bombay,1991-12-11T00:00:00Z,J&K and Ladakh,2000-02-21T00:00:00Z,-,NA,Yes,-,-,J&K and Ladakh,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1963,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
Mukundakam Sharma,Male,1946-09-18T00:00:00Z,West Bengal,Kolkata,1994-01-10T00:00:00Z,2011-09-17T00:00:00Z,No,No,Gauhati,Yes,Patna,1994-02-14T00:00:00Z,Delhi,1994-12-12T00:00:00Z,-,NA,Yes,-,Delhi,-,Yes,2008-04-09T00:00:00Z,Bar,No,Yes,No,"NA",Yes,Yes,No,No,No,"Cotton College, Guwahati","Ramjas College, Delhi University",Arts,Gauhati University,NA,NA,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,Yes
H. K. Sema,Male,1943-06-01T00:00:00Z,Nagaland,NA,1989-05-24T00:00:00Z,2008-06-01T00:00:00Z,No,No,Gauhati,Yes,J&K and Ladakh,2001-06-07T00:00:00Z,NA,NA,-,NA,Yes,J&K and Ladakh,Gujarat,-,Yes,2002-03-05T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,St. Joseph College Darjeeling,NA,"Govt. Law College, Bombay",NA,1971,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
Haobam Kumar Singh,Male,1941-09-01T00:00:00Z,NA,NA,1997-06-26T00:00:00Z,2003-08-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,1966,NA,No,No,No
Hareswar Baruah,Male,1949-11-01T00:00:00Z,NA,NA,2007-07-04T00:00:00Z,2011-10-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,"Hawajan High School, Dist - Sonitpur","Darrang College, Tezpur",Science,"University Law College, Guwahati",1970,1974,Gauhati,No,No,No
Hirendra Nath Sarma,Male,1949-02-01T00:00:00Z,NA,NA,2004-11-01T00:00:00Z,2011-01-31T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,Yes,No,NA,"M C College, Barpeta",Science,"J.B Law College, Guwahati",NA,1976,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
Hitesh Kumar Sarma,Male,1960-07-01T00:00:00Z,Assam,Pathsala,2017-05-19T00:00:00Z,2022-06-30T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,"MP School, Pathsala","Bajali College, Pathshala",Arts,"JB Law College, Guwahati",1973,NA,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
Hrishikesh Roy,Male,1960-02-01T00:00:00Z,NA,NA,2006-10-12T00:00:00Z,2025-01-31T00:00:00Z,No,No,Gauhati,No,NA,NA,-,NA,-,NA,Yes,Kerala,-,-,Yes,2019-09-23T00:00:00Z,Bar,No,Yes,Yes,"NA",No,No,No,No,No,NA,NA,NA,"Campus Law Centre, University of Delhi",NA,NA,NA,No,No,No
Indira Shah,Female,1954-08-17T00:00:00Z,NA,NA,2012-03-02T00:00:00Z,2016-08-16T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,"University Law College, Dibrugarh",1985,1978,NA,No,Yes,No
Iqbal Ansari,Male,1954-10-29T00:00:00Z,Assam,Tezpur,2002-03-04T00:00:00Z,2016-10-28T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,"Darrang College, Tezpur",Science,Tezpur Law College,1982,NA,NA,No,No,No
Jangsan Sangma,Male,1933-03-01T00:00:00Z,NA,NA,1986-07-23T00:00:00Z,1995-03-01T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1969,NA,No,No,No
Jasti Chelameswar,Male,1953-06-23T00:00:00Z,Andhra Pradesh,"Pedda Muttevi, Movya Mandal in Krishna District",1997-06-23T00:00:00Z,2018-06-22T00:00:00Z,No,No,Andhra Pradesh,No,NA,NA,NA,NA,-,NA,Yes,Gauhati,Kerala,-,Yes,2011-10-10T00:00:00Z,Bar,No,Yes,No,"NA",Yes,No,No,No,No,Hindu High School at Machilipatnam in Krishna District,Madras Loyola College,Physics,"Andhra University, Visakhapatnam",NA,NA,NA,No,No,No
Jitendra Nath Sarma,Male,1940-11-01T00:00:00Z,NA,NA,1993-05-07T00:00:00Z,2002-11-30T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,1963,NA,No,No,No
K. Sreedhar Rao,Male,1953-10-21T00:00:00Z,NA,NA,2000-02-21T00:00:00Z,2015-10-20T00:00:00Z,No,No,Karnataka,Yes,Gauhati,2013-10-24T00:00:00Z,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,1976,1976,NA,No,No,No
Kalyan Rai Surana,Male,1965-12-13T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2027-12-12T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,Commerce (Major in Management Accountancy & Taxation),NA,NA,1992,NA,No,No,No
Ketulhou Meruno,Male,1951-03-11T00:00:00Z,NA,NA,2006-10-12T00:00:00Z,2013-03-11T00:00:00Z,Yes,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1979,NA,No,No,No
Lanusungkum Jamir,Male,1964-03-01T00:00:00Z,Nagaland,"Impuh, Makokchung District",2013-05-22T00:00:00Z,2026-02-28T00:00:00Z,No,No,Gauhati,Yes,Manipur,2018-10-09T00:00:00Z,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,History,North Eastern Hill University,1991,1989,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
M. Ramakrishna,Male,1936-04-13T00:00:00Z,NA,NA,1983-01-10T00:00:00Z,1998-04-12T00:00:00Z,No,No,Karnataka,No,NA,NA,NA,NA,-,NA,Yes,J&K and Ladakh,Gauhati,-,No,NA,Bar,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1968,NA,No,No,No
Madan Bhimarao Lokur,Male,1953-12-31T00:00:00Z,NA,NA,1999-02-19T00:00:00Z,2018-12-30T00:00:00Z,No,No,Delhi,No,NA,NA,NA,NA,-,NA,Yes,Gauhati,Andhra Pradesh,-,Yes,2012-06-04T00:00:00Z,Bar,No,Yes,Yes,"NA",Yes,No,No,No,No,"St. Josephs Collegiate, Allahabad","St. Stephen's College, Delhi University",History,"Faculty of Law, Delhi University",1988,1977,NA,No,No,No
Maibam Singh,Male,1948-09-01T00:00:00Z,Manipur,Imphal,2004-11-01T00:00:00Z,2010-09-01T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,NA,Gauhati University,B.Sc.,"Aligarh Muslim University, Aligarh",NA,1976,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,Yes
Manash Ranjan Pathak,Male,1965-08-28T00:00:00Z,Assam,Guwahati,2013-05-22T00:00:00Z,2027-08-27T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,"Kendriya Vidyalaya, Khanapara, Guwahati",St. Josephs’ College,Arts,"Government Law College, Panbazar, Guwahati, Gauhati University",1977,1990,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Tripura",No,No,No
Manish Choudhury,Male,1972-03-01T00:00:00Z,NA,NA,2019-01-18T00:00:00Z,2034-03-01T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,Yes,No,"Cotton College, Guwahati","Ramjas College, University of Delhi",Economics,J.B. Law College under the Gauhati University.,1972,1999,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,No
Manojit Bhuyan,Male,1959-02-05T00:00:00Z,Assam,Guwahati,2017-01-03T00:00:00Z,2021-02-04T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,Yes,No,No,"Don Bosco School, Guwahati","Cotton College, Guwahati",English,NA,NA,1987,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,No
Meera Sarma,Female,1937-11-04T00:00:00Z,NA,NA,1989-05-24T00:00:00Z,1999-11-03T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",Yes,No,No,No,No,NA,NA,NA,NA,NA,1961,NA,No,No,No
Michael Zothankhuma,Male,1965-10-23T00:00:00Z,NA,NA,2015-01-07T00:00:00Z,2027-10-22T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,"St. Edmund's School, Shillong",Hindu College under Delhi University.,English,Campus Law Centre under Delhi University,1987,NA,NA,No,No,No
Mir Ali,Male,1959-04-21T00:00:00Z,Assam,Ekrabari in the district of Udalguri,2017-05-19T00:00:00Z,2021-04-20T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,No,No,No,No,No,Kharupetia High School,Mangaldoi College,Economics,Gauhati University,NA,1985,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,Yes,No
Mohan Lal Singhal,Male,1938-07-10T00:00:00Z,NA,NA,1997-02-03T00:00:00Z,2000-07-09T00:00:00Z,No,No,Allahabad,Yes,Gauhati,1999-07-28T00:00:00Z,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,No,"NA",No,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,No,No,No
Mutum Singh,Male,1950-01-27T00:00:00Z,NA,NA,2006-10-12T00:00:00Z,2012-01-27T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,1977,NA,No,No,No
N. C. Jain,Male,NA,NA,NA,1988-06-27T00:00:00Z,2001-04-05T00:00:00Z,No,No,Punjab and Haryana,No,NA,NA,NA,NA,-,NA,Yes,Gauhati,-,-,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,No,No,No
Nongmeikapam Singh,Male,1963-03-01T00:00:00Z,Manipur,Imphal,2011-10-17T00:00:00Z,2025-02-28T00:00:00Z,No,No,Gauhati,Yes,Manipur,2013-03-23T00:00:00Z,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,Yes,Yes,No,No,"Ramakrishna Mission Vidyapith, Purulia, West Bengal and Pre University Course in Science from St. Anthonyâ€™s College, Shillong","Kirori Mal College, Delhi University",Political Science,"Campus Law Centre, Delhi University",NA,1986,NA,No,No,No
Nani Gopal Das,Male,1936-04-20T00:00:00Z,NA,NA,1991-11-14T00:00:00Z,1998-04-19T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Service,Yes,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,1963,NA,No,No,No
Nani Tagia,Male,1969-05-16T00:00:00Z,NA,NA,2018-11-19T00:00:00Z,2031-05-16T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",No,No,No,No,No,"Govt. Higher Secondary School, Ziro, Lower Subansiri District, Arunachal Pradesh","Govt. College, Itanagar (Arunachal University)",Arts,Campus Law Centre (Delhi University).,1986,NA,NA,No,No,No
Nelson Sailo,Male,1968-10-09T00:00:00Z,NA,NA,2016-11-15T00:00:00Z,2030-10-09T00:00:00Z,No,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,Yes,"NA",Yes,No,No,No,Yes,"St. Paula's High School, Aizawl","St. Anthony's College, Shillong under the North Eastern Hill University (NEHU)",Arts,"Shillong Law College, NEHU",NA,1996,"Assam, Nagaland, Meghalaya, Manipur, Tripura, Mizoram, Arunachal Pradesh and Sikkim",No,No,No
Nishitendu Chaudhury,Male,1961-02-01T00:00:00Z,NA,NA,2013-05-22T00:00:00Z,2016-11-12T00:00:00Z,Yes,No,Gauhati,No,-,NA,-,NA,-,NA,No,-,-,-,No,NA,Bar,No,Yes,No,"NA",No,No,No,No,Yes,Karimganj Government HS School,"G.C. College, Silchar",Zoology,A.K. Chanda Law College,NA,NA,NA,No,No,Yes
